seed,group,contrast,n,n_checkpoints,late_mean_delta_accuracy_pct,late_mean_acc_a,late_mean_acc_b,mean_relevant_updates,mean_total_ops,mean_prefix_words
43022,ALL,RminusC,6780,3,0.2802359882005909,25.32448377581121,25.04424778761062,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,RSminusC,6780,3,-0.6637168141592902,24.38053097345133,25.04424778761062,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,RSminusR,6780,3,-0.9439528023598811,24.38053097345133,25.32448377581121,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,VminusC,6780,3,2.753195673549655,27.797443461160274,25.04424778761062,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,VSminusC,6780,3,0.9095378564405117,25.95378564405113,25.04424778761062,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,VSminusV,6780,3,-1.8436578171091433,25.95378564405113,27.797443461160274,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,RminusV,6780,3,-2.472959685349064,25.32448377581121,27.797443461160274,1.9960176991150442,7.359587020648967,120.59041297935103
43022,ALL,RSminusVS,6780,3,-1.5732546705998018,24.38053097345133,25.95378564405113,1.9960176991150442,7.359587020648967,120.59041297935103
43022,rel0_total_ops_0,RminusC,304,3,5.701754385964911,44.18859649122807,38.48684210526316,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,RSminusC,304,3,4.824561403508774,43.31140350877193,38.48684210526316,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,RSminusR,304,3,-0.8771929824561369,43.31140350877193,44.18859649122807,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,VminusC,304,3,3.399122807017541,41.8859649122807,38.48684210526316,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,VSminusC,304,3,-4.934210526315788,33.55263157894737,38.48684210526316,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,VSminusV,304,3,-8.333333333333329,33.55263157894737,41.8859649122807,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,RminusV,304,3,2.30263157894737,44.18859649122807,41.8859649122807,0.0,0.0,61.473684210526315
43022,rel0_total_ops_0,RSminusVS,304,3,9.758771929824562,43.31140350877193,33.55263157894737,0.0,0.0,61.473684210526315
43022,rel0_total_ops_1,RminusC,257,3,7.003891050583661,43.45006485084306,36.4461738002594,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,RSminusC,257,3,-1.6861219195849486,34.76005188067445,36.4461738002594,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,RSminusR,257,3,-8.69001297016861,34.76005188067445,43.45006485084306,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,VminusC,257,3,2.204928664072632,38.651102464332034,36.4461738002594,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,VSminusC,257,3,-5.188067444876783,31.25810635538262,36.4461738002594,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,VSminusV,257,3,-7.392996108949415,31.25810635538262,38.651102464332034,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,RminusV,257,3,4.798962386511029,43.45006485084306,38.651102464332034,0.0,1.0,69.715953307393
43022,rel0_total_ops_1,RSminusVS,257,3,3.501945525291834,34.76005188067445,31.25810635538262,0.0,1.0,69.715953307393
43022,rel0_total_ops_10,RminusC,36,3,6.481481481481481,40.74074074074074,34.25925925925926,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,RSminusC,36,3,-11.11111111111111,23.14814814814815,34.25925925925926,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,RSminusR,36,3,-17.59259259259259,23.14814814814815,40.74074074074074,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,VminusC,36,3,0.9259259259259309,35.18518518518519,34.25925925925926,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,VSminusC,36,3,-14.814814814814817,19.444444444444443,34.25925925925926,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,VSminusV,36,3,-15.740740740740748,19.444444444444443,35.18518518518519,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,RminusV,36,3,5.55555555555555,40.74074074074074,35.18518518518519,0.0,10.0,143.72222222222223
43022,rel0_total_ops_10,RSminusVS,36,3,3.703703703703706,23.14814814814815,19.444444444444443,0.0,10.0,143.72222222222223
43022,rel0_total_ops_11,RminusC,32,3,-3.1250000000000036,30.208333333333332,33.333333333333336,0.0,11.0,148.96875
43022,rel0_total_ops_11,RSminusC,32,3,-6.2500000000000036,27.083333333333332,33.333333333333336,0.0,11.0,148.96875
43022,rel0_total_ops_11,RSminusR,32,3,-3.125,27.083333333333332,30.208333333333332,0.0,11.0,148.96875
43022,rel0_total_ops_11,VminusC,32,3,-2.0833333333333357,31.25,33.333333333333336,0.0,11.0,148.96875
43022,rel0_total_ops_11,VSminusC,32,3,-9.375000000000004,23.958333333333332,33.333333333333336,0.0,11.0,148.96875
43022,rel0_total_ops_11,VSminusV,32,3,-7.291666666666668,23.958333333333332,31.25,0.0,11.0,148.96875
43022,rel0_total_ops_11,RminusV,32,3,-1.0416666666666679,30.208333333333332,31.25,0.0,11.0,148.96875
43022,rel0_total_ops_11,RSminusVS,32,3,3.125,27.083333333333332,23.958333333333332,0.0,11.0,148.96875
43022,rel0_total_ops_12,RminusC,30,3,7.7777777777777715,44.44444444444444,36.66666666666667,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,RSminusC,30,3,-20.000000000000004,16.666666666666668,36.66666666666667,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,RSminusR,30,3,-27.777777777777775,16.666666666666668,44.44444444444444,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,VminusC,30,3,-3.3333333333333357,33.333333333333336,36.66666666666667,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,VSminusC,30,3,-23.333333333333336,13.333333333333334,36.66666666666667,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,VSminusV,30,3,-20.0,13.333333333333334,33.333333333333336,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,RminusV,30,3,11.111111111111107,44.44444444444444,33.333333333333336,0.0,12.0,157.36666666666667
43022,rel0_total_ops_12,RSminusVS,30,3,3.333333333333334,16.666666666666668,13.333333333333334,0.0,12.0,157.36666666666667
43022,rel0_total_ops_2,RminusC,212,3,6.60377358490566,46.698113207547166,40.094339622641506,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,RSminusC,212,3,3.7735849056603783,43.867924528301884,40.094339622641506,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,RSminusR,212,3,-2.830188679245282,43.867924528301884,46.698113207547166,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,VminusC,212,3,-0.15723270440251014,39.937106918238996,40.094339622641506,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,VSminusC,212,3,-6.289308176100626,33.80503144654088,40.094339622641506,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,VSminusV,212,3,-6.132075471698116,33.80503144654088,39.937106918238996,0.0,2.0,77.93867924528301
43022,rel0_total_ops_2,RminusV,212,3,6.76100628930817,46.698113207547166,39.937106918238996,0.0,2.0,77.93867924528301
