seed,group,contrast,n,n_checkpoints,late_mean_delta_accuracy_pct,late_mean_acc_a,late_mean_acc_b,mean_relevant_updates,mean_total_ops,mean_prefix_words
43022,rel0_total_ops_2,RSminusVS,212,3,10.062893081761004,43.867924528301884,33.80503144654088,0.0,2.0,77.93867924528301
43022,rel0_total_ops_3,RminusC,172,3,8.333333333333336,49.418604651162795,41.08527131782946,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,RSminusC,172,3,1.7441860465116292,42.82945736434109,41.08527131782946,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,RSminusR,172,3,-6.5891472868217065,42.82945736434109,49.418604651162795,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,VminusC,172,3,-0.5813953488372121,40.50387596899225,41.08527131782946,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,VSminusC,172,3,-9.496124031007753,31.589147286821706,41.08527131782946,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,VSminusV,172,3,-8.91472868217054,31.589147286821706,40.50387596899225,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,RminusV,172,3,8.914728682170548,49.418604651162795,40.50387596899225,0.0,3.0,85.88372093023256
43022,rel0_total_ops_3,RSminusVS,172,3,11.240310077519382,42.82945736434109,31.589147286821706,0.0,3.0,85.88372093023256
43022,rel0_total_ops_4,RminusC,131,3,8.142493638676847,49.61832061068702,41.475826972010175,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,RSminusC,131,3,-2.798982188295163,38.67684478371501,41.475826972010175,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,RSminusR,131,3,-10.94147582697201,38.67684478371501,49.61832061068702,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,VminusC,131,3,-4.5801526717557195,36.895674300254456,41.475826972010175,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,VSminusC,131,3,-14.249363867684476,27.2264631043257,41.475826972010175,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,VSminusV,131,3,-9.669211195928757,27.2264631043257,36.895674300254456,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,RminusV,131,3,12.722646310432566,49.61832061068702,36.895674300254456,0.0,4.0,93.36641221374046
43022,rel0_total_ops_4,RSminusVS,131,3,11.450381679389313,38.67684478371501,27.2264631043257,0.0,4.0,93.36641221374046
43022,rel0_total_ops_5,RminusC,104,3,15.06410256410257,56.73076923076923,41.666666666666664,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,RSminusC,104,3,-3.2051282051282044,38.46153846153846,41.666666666666664,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,RSminusR,104,3,-18.269230769230774,38.46153846153846,56.73076923076923,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,VminusC,104,3,-3.8461538461538467,37.82051282051282,41.666666666666664,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,VSminusC,104,3,-14.42307692307692,27.243589743589745,41.666666666666664,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,VSminusV,104,3,-10.576923076923073,27.243589743589745,37.82051282051282,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,RminusV,104,3,18.910256410256416,56.73076923076923,37.82051282051282,0.0,5.0,100.5673076923077
43022,rel0_total_ops_5,RSminusVS,104,3,11.217948717948715,38.46153846153846,27.243589743589745,0.0,5.0,100.5673076923077
43022,rel0_total_ops_6,RminusC,88,3,13.257575757575758,59.84848484848485,46.59090909090909,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,RSminusC,88,3,-4.545454545454547,42.04545454545455,46.59090909090909,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,RSminusR,88,3,-17.803030303030305,42.04545454545455,59.84848484848485,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,VminusC,88,3,-6.060606060606062,40.53030303030303,46.59090909090909,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,VSminusC,88,3,-17.803030303030305,28.78787878787879,46.59090909090909,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,VSminusV,88,3,-11.742424242424242,28.78787878787879,40.53030303030303,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,RminusV,88,3,19.31818181818182,59.84848484848485,40.53030303030303,0.0,6.0,107.64772727272727
43022,rel0_total_ops_6,RSminusVS,88,3,13.257575757575758,42.04545454545455,28.78787878787879,0.0,6.0,107.64772727272727
43022,rel0_total_ops_7,RminusC,66,3,25.252525252525253,59.5959595959596,34.343434343434346,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,RSminusC,66,3,5.55555555555555,39.898989898989896,34.343434343434346,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,RSminusR,66,3,-19.696969696969703,39.898989898989896,59.5959595959596,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,VminusC,66,3,-2.0202020202020208,32.323232323232325,34.343434343434346,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,VSminusC,66,3,-16.666666666666668,17.67676767676768,34.343434343434346,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,VSminusV,66,3,-14.646464646464647,17.67676767676768,32.323232323232325,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,RminusV,66,3,27.272727272727273,59.5959595959596,32.323232323232325,0.0,7.0,117.81818181818181
43022,rel0_total_ops_7,RSminusVS,66,3,22.222222222222218,39.898989898989896,17.67676767676768,0.0,7.0,117.81818181818181
43022,rel0_total_ops_8,RminusC,63,3,8.465608465608469,50.264550264550266,41.7989417989418,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,RSminusC,63,3,-12.698412698412696,29.1005291005291,41.7989417989418,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,RSminusR,63,3,-21.164021164021165,29.1005291005291,50.264550264550266,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,VminusC,63,3,-13.227513227513224,28.571428571428573,41.7989417989418,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,VSminusC,63,3,-23.28042328042328,18.51851851851852,41.7989417989418,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,VSminusV,63,3,-10.052910052910054,18.51851851851852,28.571428571428573,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,RminusV,63,3,21.693121693121693,50.264550264550266,28.571428571428573,0.0,8.0,127.47619047619048
43022,rel0_total_ops_8,RSminusVS,63,3,10.582010582010582,29.1005291005291,18.51851851851852,0.0,8.0,127.47619047619048
43022,rel0_total_ops_9,RminusC,46,3,17.391304347826086,60.869565217391305,43.47826086956522,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,RSminusC,46,3,-5.072463768115945,38.405797101449274,43.47826086956522,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,RSminusR,46,3,-22.46376811594203,38.405797101449274,60.869565217391305,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,VminusC,46,3,-5.072463768115945,38.405797101449274,43.47826086956522,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,VSminusC,46,3,-15.217391304347828,28.26086956521739,43.47826086956522,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,VSminusV,46,3,-10.144927536231883,28.26086956521739,38.405797101449274,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,RminusV,46,3,22.46376811594203,60.869565217391305,38.405797101449274,0.0,9.0,134.91304347826087
43022,rel0_total_ops_9,RSminusVS,46,3,10.144927536231883,38.405797101449274,28.26086956521739,0.0,9.0,134.91304347826087
43022,rel_eq0,RminusC,1541,3,8.782176076141035,48.237075492104694,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,RSminusC,1541,3,-0.5407743889249375,38.91412502703872,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,RSminusR,1541,3,-9.322950465065972,38.91412502703872,48.237075492104694,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,VminusC,1541,3,-0.9085009733938989,38.54639844256976,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,VSminusC,1541,3,-10.08003460956089,29.37486480640277,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,VSminusV,1541,3,-9.171533636166991,29.37486480640277,38.54639844256976,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,RminusV,1541,3,9.690677049534933,48.237075492104694,38.54639844256976,0.0,3.388059701492537,88.73329007138221
43022,rel_eq0,RSminusVS,1541,3,9.539260220635953,38.91412502703872,29.37486480640277,0.0,3.388059701492537,88.73329007138221
43022,rel_ge1,RminusC,5239,3,-2.2205255455875808,18.58497168670866,20.80549723229624,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,RSminusC,5239,3,-0.6998791117897802,20.10561812050646,20.80549723229624,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,RSminusR,5239,3,1.5206464337978005,20.10561812050646,18.58497168670866,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,VminusC,5239,3,3.8302475027040757,24.635744735000316,20.80549723229624,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,VSminusC,5239,3,4.142011834319526,24.947509066615766,20.80549723229624,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,VSminusV,5239,3,0.3117643316154499,24.947509066615766,24.635744735000316,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,RminusV,5239,3,-6.050773048291656,18.58497168670866,24.635744735000316,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge1,RSminusVS,5239,3,-4.841890946109306,20.10561812050646,24.947509066615766,2.5831265508684864,8.527772475663294,129.96087039511357
43022,rel_ge2,RminusC,3916,3,-2.5025536261491332,20.10554988083078,22.608103506979912,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,RSminusC,3916,3,-1.0299625468164777,21.578140960163434,22.608103506979912,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,RSminusR,3916,3,1.4725910793326555,21.578140960163434,20.10554988083078,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,VminusC,3916,3,4.8518896833503575,27.45999319033027,22.608103506979912,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,VSminusC,3916,3,5.149812734082396,27.757916241062308,22.608103506979912,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,VSminusV,3916,3,0.29792305073203806,27.757916241062308,27.45999319033027,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,RminusV,3916,3,-7.354443309499491,20.10554988083078,27.45999319033027,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge2,RSminusVS,3916,3,-6.179775280898873,21.578140960163434,27.757916241062308,3.1179775280898876,9.274770173646578,136.0349846782431
43022,rel_ge3,RminusC,2650,3,-3.6100628930817606,20.729559748427672,24.339622641509433,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,RSminusC,2650,3,-1.0817610062893053,23.257861635220127,24.339622641509433,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,RSminusR,2650,3,2.5283018867924554,23.257861635220127,20.729559748427672,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,VminusC,2650,3,5.283018867924529,29.62264150943396,24.339622641509433,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,VSminusC,2650,3,5.358490566037737,29.69811320754717,24.339622641509433,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,VSminusV,2650,3,0.07547169811320842,29.69811320754717,29.62264150943396,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,RminusV,2650,3,-8.89308176100629,20.729559748427672,29.62264150943396,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge3,RSminusVS,2650,3,-6.440251572327043,23.257861635220127,29.69811320754717,3.6520754716981134,9.80188679245283,140.93735849056603
43022,rel_ge4,RminusC,1420,3,-1.6901408450704238,23.262910798122064,24.953051643192488,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,RSminusC,1420,3,-0.3051643192488278,24.64788732394366,24.953051643192488,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,RSminusR,1420,3,1.384976525821596,24.64788732394366,23.262910798122064,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,VminusC,1420,3,7.582159624413144,32.53521126760563,24.953051643192488,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,VSminusC,1420,3,7.018779342723004,31.971830985915492,24.953051643192488,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,VSminusV,1420,3,-0.5633802816901401,31.971830985915492,32.53521126760563,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,RminusV,1420,3,-9.272300469483568,23.262910798122064,32.53521126760563,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_ge4,RSminusVS,1420,3,-7.323943661971832,24.64788732394366,31.971830985915492,4.216901408450704,10.112676056338028,143.64225352112675
43022,rel_updates_0,RminusC,1541,3,8.782176076141035,48.237075492104694,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,RSminusC,1541,3,-0.5407743889249375,38.91412502703872,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,RSminusR,1541,3,-9.322950465065972,38.91412502703872,48.237075492104694,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,VminusC,1541,3,-0.9085009733938989,38.54639844256976,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,VSminusC,1541,3,-10.08003460956089,29.37486480640277,39.45489941596366,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,VSminusV,1541,3,-9.171533636166991,29.37486480640277,38.54639844256976,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,RminusV,1541,3,9.690677049534933,48.237075492104694,38.54639844256976,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_0,RSminusVS,1541,3,9.539260220635953,38.91412502703872,29.37486480640277,0.0,3.388059701492537,88.73329007138221
43022,rel_updates_1,RminusC,1323,3,-1.385739480977577,14.084152179390275,15.469891660367852,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,RSminusC,1323,3,0.2771478961955136,15.747039556563365,15.469891660367852,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,RSminusR,1323,3,1.6628873771730905,15.747039556563365,14.084152179390275,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,VminusC,1323,3,0.8062484252960456,16.276140085663897,15.469891660367852,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,VSminusC,1323,3,1.1589821113630645,16.628873771730916,15.469891660367852,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,VSminusV,1323,3,0.35273368606701894,16.628873771730916,16.276140085663897,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,RminusV,1323,3,-2.1919879062736225,14.084152179390275,16.276140085663897,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_1,RSminusVS,1323,3,-0.8818342151675509,15.747039556563365,16.628873771730916,1.0,6.316704459561603,111.98185941043084
43022,rel_updates_2,RminusC,1266,3,-0.18430753027909574,18.799368088467613,18.98367561874671,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,RSminusC,1266,3,-0.9215376513954716,18.062137967351237,18.98367561874671,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,RSminusR,1266,3,-0.7372301211163759,18.062137967351237,18.799368088467613,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,VminusC,1266,3,3.9494470774091646,22.933122696155873,18.98367561874671,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,VSminusC,1266,3,4.713006845708268,23.696682464454977,18.98367561874671,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,VSminusV,1266,3,0.7635597682991033,23.696682464454977,22.933122696155873,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,RminusV,1266,3,-4.13375460768826,18.799368088467613,22.933122696155873,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_2,RSminusVS,1266,3,-5.6345444971037395,18.062137967351237,23.696682464454977,2.0,8.171406003159557,125.77330173775671
43022,rel_updates_3,RminusC,1230,3,-5.826558265582655,17.804878048780488,23.631436314363143,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,RSminusC,1230,3,-1.9783197831978327,21.65311653116531,23.631436314363143,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,RSminusR,1230,3,3.848238482384822,21.65311653116531,17.804878048780488,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,VminusC,1230,3,2.628726287262875,26.260162601626018,23.631436314363143,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,VSminusC,1230,3,3.4417344173441755,27.073170731707318,23.631436314363143,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,VSminusV,1230,3,0.8130081300813004,27.073170731707318,26.260162601626018,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,RminusV,1230,3,-8.45528455284553,17.804878048780488,26.260162601626018,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_3,RSminusVS,1230,3,-5.420054200542008,21.65311653116531,27.073170731707318,3.0,9.44308943089431,137.81463414634146
43022,rel_updates_4,RminusC,1112,3,-1.5887290167865693,23.711031175059954,25.299760191846524,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,RSminusC,1112,3,-1.0791366906474842,24.22062350119904,25.299760191846524,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,RSminusR,1112,3,0.5095923261390851,24.22062350119904,23.711031175059954,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,VminusC,1112,3,7.5539568345323715,32.853717026378895,25.299760191846524,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,VSminusC,1112,3,6.384892086330936,31.68465227817746,25.299760191846524,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,VSminusV,1112,3,-1.1690647482014356,31.68465227817746,32.853717026378895,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,RminusV,1112,3,-9.14268585131894,23.711031175059954,32.853717026378895,4.0,10.02158273381295,142.931654676259
43022,rel_updates_4,RSminusVS,1112,3,-7.46402877697842,24.22062350119904,31.68465227817746,4.0,10.02158273381295,142.931654676259
43022,rel_updates_5,RminusC,308,3,-2.0562770562770574,21.645021645021643,23.7012987012987,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,RSminusC,308,3,2.4891774891774894,26.19047619047619,23.7012987012987,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,RSminusR,308,3,4.545454545454547,26.19047619047619,21.645021645021643,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,VminusC,308,3,7.683982683982684,31.385281385281385,23.7012987012987,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,VSminusC,308,3,9.30735930735931,33.00865800865801,23.7012987012987,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,VSminusV,308,3,1.6233766233766254,33.00865800865801,31.385281385281385,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,RminusV,308,3,-9.740259740259742,21.645021645021643,31.385281385281385,5.0,10.441558441558442,146.2077922077922
43022,rel_updates_5,RSminusVS,308,3,-6.81818181818182,26.19047619047619,33.00865800865801,5.0,10.441558441558442,146.2077922077922
43022,total_ops_0,RminusC,304,3,5.701754385964911,44.18859649122807,38.48684210526316,0.0,0.0,61.473684210526315
43022,total_ops_0,RSminusC,304,3,4.824561403508774,43.31140350877193,38.48684210526316,0.0,0.0,61.473684210526315
43022,total_ops_0,RSminusR,304,3,-0.8771929824561369,43.31140350877193,44.18859649122807,0.0,0.0,61.473684210526315
43022,total_ops_0,VminusC,304,3,3.399122807017541,41.8859649122807,38.48684210526316,0.0,0.0,61.473684210526315
43022,total_ops_0,VSminusC,304,3,-4.934210526315788,33.55263157894737,38.48684210526316,0.0,0.0,61.473684210526315
43022,total_ops_0,VSminusV,304,3,-8.333333333333329,33.55263157894737,41.8859649122807,0.0,0.0,61.473684210526315
43022,total_ops_0,RminusV,304,3,2.30263157894737,44.18859649122807,41.8859649122807,0.0,0.0,61.473684210526315
43022,total_ops_0,RSminusVS,304,3,9.758771929824562,43.31140350877193,33.55263157894737,0.0,0.0,61.473684210526315
43022,total_ops_1,RminusC,331,3,4.5317220543806656,37.05941591137966,32.527693856998994,0.22356495468277945,1.0,69.66465256797584
43022,total_ops_1,RSminusC,331,3,-0.805639476334342,31.72205438066465,32.527693856998994,0.22356495468277945,1.0,69.66465256797584
