seed,arm,checkpoint,group,n,accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words,stale_pick_pct_among_wrong_stale_available_not_gold
43022,C,chck_100M,total_ops_7,508,21.25984251968504,2.045275590551181,7.0,117.93897637795276,52.17391304347826
43022,C,chck_100M,total_ops_8,592,25.33783783783784,2.285472972972973,8.0,126.08952702702703,40.0
43022,C,chck_100M,total_ops_9,660,23.78787878787879,2.5196969696969695,9.0,134.4,39.2
43022,C,chck_80M,ALL,6780,24.71976401179941,1.9960176991150442,7.359587020648967,120.59041297935103,41.58004158004158
43022,C,chck_80M,rel0_total_ops_0,304,37.828947368421055,0.0,0.0,61.473684210526315,nan
43022,C,chck_80M,rel0_total_ops_1,257,36.57587548638132,0.0,1.0,69.715953307393,nan
43022,C,chck_80M,rel0_total_ops_10,36,30.555555555555557,0.0,10.0,143.72222222222223,nan
43022,C,chck_80M,rel0_total_ops_11,32,31.25,0.0,11.0,148.96875,nan
43022,C,chck_80M,rel0_total_ops_12,30,43.333333333333336,0.0,12.0,157.36666666666667,nan
43022,C,chck_80M,rel0_total_ops_2,212,41.0377358490566,0.0,2.0,77.93867924528301,nan
43022,C,chck_80M,rel0_total_ops_3,172,41.86046511627907,0.0,3.0,85.88372093023256,nan
43022,C,chck_80M,rel0_total_ops_4,131,41.98473282442748,0.0,4.0,93.36641221374046,nan
43022,C,chck_80M,rel0_total_ops_5,104,39.42307692307692,0.0,5.0,100.5673076923077,nan
43022,C,chck_80M,rel0_total_ops_6,88,47.72727272727273,0.0,6.0,107.64772727272727,nan
43022,C,chck_80M,rel0_total_ops_7,66,31.818181818181817,0.0,7.0,117.81818181818181,nan
43022,C,chck_80M,rel0_total_ops_8,63,42.857142857142854,0.0,8.0,127.47619047619048,nan
43022,C,chck_80M,rel0_total_ops_9,46,45.65217391304348,0.0,9.0,134.91304347826087,nan
43022,C,chck_80M,rel_eq0,1541,39.51979234263465,0.0,3.388059701492537,88.73329007138221,nan
43022,C,chck_80M,rel_ge1,5239,20.36648215308265,2.5831265508684864,8.527772475663294,129.96087039511357,41.58004158004158
43022,C,chck_80M,rel_ge2,3916,21.961184882533196,3.1179775280898876,9.274770173646578,136.0349846782431,41.89473684210526
43022,C,chck_80M,rel_ge3,2650,23.81132075471698,3.6520754716981134,9.80188679245283,140.93735849056603,41.97761194029851
43022,C,chck_80M,rel_ge4,1420,24.08450704225352,4.216901408450704,10.112676056338028,143.64225352112675,42.2360248447205
43022,C,chck_80M,rel_updates_0,1541,39.51979234263465,0.0,3.388059701492537,88.73329007138221,nan
43022,C,chck_80M,rel_updates_1,1323,15.646258503401361,1.0,6.316704459561603,111.98185941043084,16.666666666666668
43022,C,chck_80M,rel_updates_2,1266,18.088467614533965,2.0,8.171406003159557,125.77330173775671,41.78743961352657
43022,C,chck_80M,rel_updates_3,1230,23.495934959349594,3.0,9.44308943089431,137.81463414634146,41.58878504672897
43022,C,chck_80M,rel_updates_4,1112,24.820143884892087,4.0,10.02158273381295,142.931654676259,42.46031746031746
43022,C,chck_80M,rel_updates_5,308,21.428571428571427,5.0,10.441558441558442,146.2077922077922,41.42857142857143
43022,C,chck_80M,total_ops_0,304,37.828947368421055,0.0,0.0,61.473684210526315,nan
43022,C,chck_80M,total_ops_1,331,32.02416918429003,0.22356495468277945,1.0,69.66465256797584,nan
43022,C,chck_80M,total_ops_10,733,20.73669849931787,2.8076398362892223,10.0,141.51841746248294,36.36363636363637
43022,C,chck_80M,total_ops_11,828,22.584541062801932,2.9504830917874396,11.0,149.18961352657004,40.95744680851064
43022,C,chck_80M,total_ops_12,919,23.286180631120782,3.115342763873776,12.0,158.37431991294886,38.285714285714285
43022,C,chck_80M,total_ops_2,339,30.383480825958703,0.4424778761061947,2.0,77.53687315634218,42.857142857142854
43022,C,chck_80M,total_ops_3,358,28.212290502793294,0.723463687150838,3.0,85.74022346368714,53.84615384615385
43022,C,chck_80M,total_ops_4,369,24.932249322493224,1.005420054200542,4.0,93.0,29.166666666666668
43022,C,chck_80M,total_ops_5,393,22.391857506361323,1.3231552162849873,5.0,101.42493638676845,44.44444444444444
43022,C,chck_80M,total_ops_6,446,25.336322869955158,1.6591928251121075,6.0,109.03363228699551,41.37931034482759
43022,C,chck_80M,total_ops_7,508,22.440944881889763,2.045275590551181,7.0,117.93897637795276,54.94505494505494
43022,C,chck_80M,total_ops_8,592,24.493243243243242,2.285472972972973,8.0,126.08952702702703,42.42424242424242
43022,C,chck_80M,total_ops_9,660,22.12121212121212,2.5196969696969695,9.0,134.4,42.96875
43022,C,chck_90M,ALL,6780,25.206489675516224,1.9960176991150442,7.359587020648967,120.59041297935103,40.06410256410256
43022,C,chck_90M,rel0_total_ops_0,304,38.48684210526316,0.0,0.0,61.473684210526315,nan
43022,C,chck_90M,rel0_total_ops_1,257,36.18677042801556,0.0,1.0,69.715953307393,nan
43022,C,chck_90M,rel0_total_ops_10,36,36.111111111111114,0.0,10.0,143.72222222222223,nan
43022,C,chck_90M,rel0_total_ops_11,32,34.375,0.0,11.0,148.96875,nan
43022,C,chck_90M,rel0_total_ops_12,30,33.333333333333336,0.0,12.0,157.36666666666667,nan
43022,C,chck_90M,rel0_total_ops_2,212,39.62264150943396,0.0,2.0,77.93867924528301,nan
43022,C,chck_90M,rel0_total_ops_3,172,41.27906976744186,0.0,3.0,85.88372093023256,nan
43022,C,chck_90M,rel0_total_ops_4,131,41.221374045801525,0.0,4.0,93.36641221374046,nan
43022,C,chck_90M,rel0_total_ops_5,104,42.30769230769231,0.0,5.0,100.5673076923077,nan
43022,C,chck_90M,rel0_total_ops_6,88,45.45454545454545,0.0,6.0,107.64772727272727,nan
43022,C,chck_90M,rel0_total_ops_7,66,36.36363636363637,0.0,7.0,117.81818181818181,nan
43022,C,chck_90M,rel0_total_ops_8,63,41.26984126984127,0.0,8.0,127.47619047619048,nan
43022,C,chck_90M,rel0_total_ops_9,46,39.130434782608695,0.0,9.0,134.91304347826087,nan
43022,C,chck_90M,rel_eq0,1541,39.26022063595068,0.0,3.388059701492537,88.73329007138221,nan
43022,C,chck_90M,rel_ge1,5239,21.072723802252337,2.5831265508684864,8.527772475663294,129.96087039511357,40.06410256410256
43022,C,chck_90M,rel_ge2,3916,23.008171603677223,3.1179775280898876,9.274770173646578,136.0349846782431,40.36796536796537
43022,C,chck_90M,rel_ge3,2650,24.641509433962263,3.6520754716981134,9.80188679245283,140.93735849056603,40.15444015444015
43022,C,chck_90M,rel_ge4,1420,25.633802816901408,4.216901408450704,10.112676056338028,143.64225352112675,40.58441558441559
43022,C,chck_90M,rel_updates_0,1541,39.26022063595068,0.0,3.388059701492537,88.73329007138221,nan
43022,C,chck_90M,rel_updates_1,1323,15.343915343915343,1.0,6.316704459561603,111.98185941043084,16.666666666666668
43022,C,chck_90M,rel_updates_2,1266,19.589257503949447,2.0,8.171406003159557,125.77330173775671,40.64039408866995
43022,C,chck_90M,rel_updates_3,1230,23.495934959349594,3.0,9.44308943089431,137.81463414634146,39.523809523809526
43022,C,chck_90M,rel_updates_4,1112,25.719424460431654,4.0,10.02158273381295,142.931654676259,42.083333333333336
43022,C,chck_90M,rel_updates_5,308,25.324675324675326,5.0,10.441558441558442,146.2077922077922,35.294117647058826
43022,C,chck_90M,total_ops_0,304,38.48684210526316,0.0,0.0,61.473684210526315,nan
43022,C,chck_90M,total_ops_1,331,32.62839879154078,0.22356495468277945,1.0,69.66465256797584,nan
43022,C,chck_90M,total_ops_10,733,21.964529331514324,2.8076398362892223,10.0,141.51841746248294,35.338345864661655
43022,C,chck_90M,total_ops_11,828,23.18840579710145,2.9504830917874396,11.0,149.18961352657004,40.88397790055249
43022,C,chck_90M,total_ops_12,919,25.027203482045703,3.115342763873776,12.0,158.37431991294886,35.75757575757576
43022,C,chck_90M,total_ops_2,339,29.49852507374631,0.4424778761061947,2.0,77.53687315634218,42.857142857142854
43022,C,chck_90M,total_ops_3,358,27.932960893854748,0.723463687150838,3.0,85.74022346368714,46.15384615384615
43022,C,chck_90M,total_ops_4,369,25.203252032520325,1.005420054200542,4.0,93.0,37.5
43022,C,chck_90M,total_ops_5,393,22.900763358778626,1.3231552162849873,5.0,101.42493638676845,43.24324324324324
43022,C,chck_90M,total_ops_6,446,25.336322869955158,1.6591928251121075,6.0,109.03363228699551,41.37931034482759
43022,C,chck_90M,total_ops_7,508,21.456692913385826,2.045275590551181,7.0,117.93897637795276,53.84615384615385
43022,C,chck_90M,total_ops_8,592,24.324324324324323,2.285472972972973,8.0,126.08952702702703,39.603960396039604
43022,C,chck_90M,total_ops_9,660,23.03030303030303,2.5196969696969695,9.0,134.4,38.095238095238095
43022,R,chck_100M,ALL,6780,25.442477876106196,1.9960176991150442,7.359587020648967,120.59041297935103,44.76861167002012
43022,R,chck_100M,rel0_total_ops_0,304,43.421052631578945,0.0,0.0,61.473684210526315,nan
43022,R,chck_100M,rel0_total_ops_1,257,45.13618677042802,0.0,1.0,69.715953307393,nan
43022,R,chck_100M,rel0_total_ops_10,36,41.666666666666664,0.0,10.0,143.72222222222223,nan
43022,R,chck_100M,rel0_total_ops_11,32,31.25,0.0,11.0,148.96875,nan
43022,R,chck_100M,rel0_total_ops_12,30,43.333333333333336,0.0,12.0,157.36666666666667,nan
43022,R,chck_100M,rel0_total_ops_2,212,46.698113207547166,0.0,2.0,77.93867924528301,nan
43022,R,chck_100M,rel0_total_ops_3,172,48.83720930232558,0.0,3.0,85.88372093023256,nan
43022,R,chck_100M,rel0_total_ops_4,131,49.61832061068702,0.0,4.0,93.36641221374046,nan
43022,R,chck_100M,rel0_total_ops_5,104,56.73076923076923,0.0,5.0,100.5673076923077,nan
43022,R,chck_100M,rel0_total_ops_6,88,60.22727272727273,0.0,6.0,107.64772727272727,nan
43022,R,chck_100M,rel0_total_ops_7,66,59.09090909090909,0.0,7.0,117.81818181818181,nan
43022,R,chck_100M,rel0_total_ops_8,63,49.20634920634921,0.0,8.0,127.47619047619048,nan
43022,R,chck_100M,rel0_total_ops_9,46,58.69565217391305,0.0,9.0,134.91304347826087,nan
43022,R,chck_100M,rel_eq0,1541,48.2154445165477,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_100M,rel_ge1,5239,18.744035121206338,2.5831265508684864,8.527772475663294,129.96087039511357,44.76861167002012
43022,R,chck_100M,rel_ge2,3916,20.19918283963228,3.1179775280898876,9.274770173646578,136.0349846782431,44.64831804281346
43022,R,chck_100M,rel_ge3,2650,20.867924528301888,3.6520754716981134,9.80188679245283,140.93735849056603,43.20987654320987
43022,R,chck_100M,rel_ge4,1420,23.380281690140844,4.216901408450704,10.112676056338028,143.64225352112675,46.46153846153846
43022,R,chck_100M,rel_updates_0,1541,48.2154445165477,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_100M,rel_updates_1,1323,14.436885865457294,1.0,6.316704459561603,111.98185941043084,53.84615384615385
43022,R,chck_100M,rel_updates_2,1266,18.799368088467613,2.0,8.171406003159557,125.77330173775671,46.61835748792271
43022,R,chck_100M,rel_updates_3,1230,17.96747967479675,3.0,9.44308943089431,137.81463414634146,38.84297520661157
43022,R,chck_100M,rel_updates_4,1112,23.741007194244606,4.0,10.02158273381295,142.931654676259,46.34146341463415
43022,R,chck_100M,rel_updates_5,308,22.07792207792208,5.0,10.441558441558442,146.2077922077922,46.835443037974684
43022,R,chck_100M,total_ops_0,304,43.421052631578945,0.0,0.0,61.473684210526315,nan
43022,R,chck_100M,total_ops_1,331,38.368580060422964,0.22356495468277945,1.0,69.66465256797584,nan
43022,R,chck_100M,total_ops_10,733,20.32742155525239,2.8076398362892223,10.0,141.51841746248294,41.891891891891895
43022,R,chck_100M,total_ops_11,828,19.92753623188406,2.9504830917874396,11.0,149.18961352657004,40.816326530612244
43022,R,chck_100M,total_ops_12,919,22.19804134929271,3.115342763873776,12.0,158.37431991294886,46.666666666666664
43022,R,chck_100M,total_ops_2,339,33.6283185840708,0.4424778761061947,2.0,77.53687315634218,57.142857142857146
43022,R,chck_100M,total_ops_3,358,29.608938547486034,0.723463687150838,3.0,85.74022346368714,53.84615384615385
43022,R,chck_100M,total_ops_4,369,26.829268292682926,1.005420054200542,4.0,93.0,37.5
43022,R,chck_100M,total_ops_5,393,27.2264631043257,1.3231552162849873,5.0,101.42493638676845,48.717948717948715
43022,R,chck_100M,total_ops_6,446,25.336322869955158,1.6591928251121075,6.0,109.03363228699551,55.932203389830505
43022,R,chck_100M,total_ops_7,508,24.212598425196852,2.045275590551181,7.0,117.93897637795276,49.438202247191015
43022,R,chck_100M,total_ops_8,592,21.62162162162162,2.285472972972973,8.0,126.08952702702703,44.85981308411215
43022,R,chck_100M,total_ops_9,660,23.939393939393938,2.5196969696969695,9.0,134.4,41.666666666666664
43022,R,chck_80M,ALL,6780,24.70501474926254,1.9960176991150442,7.359587020648967,120.59041297935103,46.93675889328063
43022,R,chck_80M,rel0_total_ops_0,304,44.73684210526316,0.0,0.0,61.473684210526315,nan
43022,R,chck_80M,rel0_total_ops_1,257,42.4124513618677,0.0,1.0,69.715953307393,nan
43022,R,chck_80M,rel0_total_ops_10,36,38.888888888888886,0.0,10.0,143.72222222222223,nan
43022,R,chck_80M,rel0_total_ops_11,32,31.25,0.0,11.0,148.96875,nan
43022,R,chck_80M,rel0_total_ops_12,30,46.666666666666664,0.0,12.0,157.36666666666667,nan
43022,R,chck_80M,rel0_total_ops_2,212,44.81132075471698,0.0,2.0,77.93867924528301,nan
43022,R,chck_80M,rel0_total_ops_3,172,48.83720930232558,0.0,3.0,85.88372093023256,nan
43022,R,chck_80M,rel0_total_ops_4,131,50.38167938931298,0.0,4.0,93.36641221374046,nan
43022,R,chck_80M,rel0_total_ops_5,104,55.76923076923077,0.0,5.0,100.5673076923077,nan
43022,R,chck_80M,rel0_total_ops_6,88,57.95454545454545,0.0,6.0,107.64772727272727,nan
43022,R,chck_80M,rel0_total_ops_7,66,59.09090909090909,0.0,7.0,117.81818181818181,nan
43022,R,chck_80M,rel0_total_ops_8,63,49.20634920634921,0.0,8.0,127.47619047619048,nan
43022,R,chck_80M,rel0_total_ops_9,46,58.69565217391305,0.0,9.0,134.91304347826087,nan
43022,R,chck_80M,rel_eq0,1541,47.631408176508764,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_80M,rel_ge1,5239,17.961443023477763,2.5831265508684864,8.527772475663294,129.96087039511357,46.93675889328063
43022,R,chck_80M,rel_ge2,3916,19.458631256384066,3.1179775280898876,9.274770173646578,136.0349846782431,46.8937875751503
43022,R,chck_80M,rel_ge3,2650,19.849056603773583,3.6520754716981134,9.80188679245283,140.93735849056603,45.96912521440823
43022,R,chck_80M,rel_ge4,1420,22.183098591549296,4.216901408450704,10.112676056338028,143.64225352112675,50.59171597633136
43022,R,chck_80M,rel_updates_0,1541,47.631408176508764,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_80M,rel_updates_1,1323,13.529856386999244,1.0,6.316704459561603,111.98185941043084,50.0
43022,R,chck_80M,rel_updates_2,1266,18.64139020537125,2.0,8.171406003159557,125.77330173775671,48.19277108433735
43022,R,chck_80M,rel_updates_3,1230,17.15447154471545,3.0,9.44308943089431,137.81463414634146,39.59183673469388
43022,R,chck_80M,rel_updates_4,1112,22.392086330935253,4.0,10.02158273381295,142.931654676259,51.351351351351354
43022,R,chck_80M,rel_updates_5,308,21.428571428571427,5.0,10.441558441558442,146.2077922077922,48.10126582278481
43022,R,chck_80M,total_ops_0,304,44.73684210526316,0.0,0.0,61.473684210526315,nan
43022,R,chck_80M,total_ops_1,331,36.858006042296076,0.22356495468277945,1.0,69.66465256797584,nan
43022,R,chck_80M,total_ops_10,733,19.781718963165076,2.8076398362892223,10.0,141.51841746248294,44.370860927152314
43022,R,chck_80M,total_ops_11,828,19.202898550724637,2.9504830917874396,11.0,149.18961352657004,42.42424242424242
43022,R,chck_80M,total_ops_12,919,21.76278563656148,3.115342763873776,12.0,158.37431991294886,46.96132596685083
43022,R,chck_80M,total_ops_2,339,32.15339233038348,0.4424778761061947,2.0,77.53687315634218,57.142857142857146
43022,R,chck_80M,total_ops_3,358,28.77094972067039,0.723463687150838,3.0,85.74022346368714,61.53846153846154
43022,R,chck_80M,total_ops_4,369,26.287262872628727,1.005420054200542,4.0,93.0,37.5
43022,R,chck_80M,total_ops_5,393,25.954198473282442,1.3231552162849873,5.0,101.42493638676845,44.73684210526316
43022,R,chck_80M,total_ops_6,446,26.233183856502244,1.6591928251121075,6.0,109.03363228699551,58.62068965517241
43022,R,chck_80M,total_ops_7,508,23.031496062992126,2.045275590551181,7.0,117.93897637795276,53.125
43022,R,chck_80M,total_ops_8,592,20.777027027027028,2.285472972972973,8.0,126.08952702702703,49.074074074074076
43022,R,chck_80M,total_ops_9,660,21.96969696969697,2.5196969696969695,9.0,134.4,45.65217391304348
43022,R,chck_90M,ALL,6780,25.825958702064895,1.9960176991150442,7.359587020648967,120.59041297935103,42.958459979736574
43022,R,chck_90M,rel0_total_ops_0,304,44.4078947368421,0.0,0.0,61.473684210526315,nan
43022,R,chck_90M,rel0_total_ops_1,257,42.80155642023346,0.0,1.0,69.715953307393,nan
43022,R,chck_90M,rel0_total_ops_10,36,41.666666666666664,0.0,10.0,143.72222222222223,nan
43022,R,chck_90M,rel0_total_ops_11,32,28.125,0.0,11.0,148.96875,nan
43022,R,chck_90M,rel0_total_ops_12,30,43.333333333333336,0.0,12.0,157.36666666666667,nan
43022,R,chck_90M,rel0_total_ops_2,212,48.58490566037736,0.0,2.0,77.93867924528301,nan
43022,R,chck_90M,rel0_total_ops_3,172,50.58139534883721,0.0,3.0,85.88372093023256,nan
43022,R,chck_90M,rel0_total_ops_4,131,48.85496183206107,0.0,4.0,93.36641221374046,nan
43022,R,chck_90M,rel0_total_ops_5,104,57.69230769230769,0.0,5.0,100.5673076923077,nan
43022,R,chck_90M,rel0_total_ops_6,88,61.36363636363637,0.0,6.0,107.64772727272727,nan
43022,R,chck_90M,rel0_total_ops_7,66,60.60606060606061,0.0,7.0,117.81818181818181,nan
43022,R,chck_90M,rel0_total_ops_8,63,52.38095238095238,0.0,8.0,127.47619047619048,nan
43022,R,chck_90M,rel0_total_ops_9,46,65.21739130434783,0.0,9.0,134.91304347826087,nan
43022,R,chck_90M,rel_eq0,1541,48.864373783257626,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_90M,rel_ge1,5239,19.049436915441877,2.5831265508684864,8.527772475663294,129.96087039511357,42.958459979736574
43022,R,chck_90M,rel_ge2,3916,20.658835546475995,3.1179775280898876,9.274770173646578,136.0349846782431,42.75436793422405
43022,R,chck_90M,rel_ge3,2650,21.471698113207548,3.6520754716981134,9.80188679245283,140.93735849056603,41.42857142857143
43022,R,chck_90M,rel_ge4,1420,24.225352112676056,4.216901408450704,10.112676056338028,143.64225352112675,45.0
43022,R,chck_90M,rel_updates_0,1541,48.864373783257626,0.0,3.388059701492537,88.73329007138221,nan
43022,R,chck_90M,rel_updates_1,1323,14.285714285714286,1.0,6.316704459561603,111.98185941043084,57.142857142857146
43022,R,chck_90M,rel_updates_2,1266,18.95734597156398,2.0,8.171406003159557,125.77330173775671,44.55205811138015
43022,R,chck_90M,rel_updates_3,1230,18.29268292682927,3.0,9.44308943089431,137.81463414634146,36.666666666666664
43022,R,chck_90M,rel_updates_4,1112,25.0,4.0,10.02158273381295,142.931654676259,45.22821576763486
43022,R,chck_90M,rel_updates_5,308,21.428571428571427,5.0,10.441558441558442,146.2077922077922,44.30379746835443
43022,R,chck_90M,total_ops_0,304,44.4078947368421,0.0,0.0,61.473684210526315,nan
43022,R,chck_90M,total_ops_1,331,35.95166163141994,0.22356495468277945,1.0,69.66465256797584,nan
43022,R,chck_90M,total_ops_10,733,21.282401091405184,2.8076398362892223,10.0,141.51841746248294,40.55944055944056
43022,R,chck_90M,total_ops_11,828,20.169082125603865,2.9504830917874396,11.0,149.18961352657004,38.86010362694301
43022,R,chck_90M,total_ops_12,919,22.850924918389556,3.115342763873776,12.0,158.37431991294886,44.6927374301676
43022,R,chck_90M,total_ops_2,339,35.10324483775811,0.4424778761061947,2.0,77.53687315634218,57.142857142857146
43022,R,chck_90M,total_ops_3,358,30.726256983240223,0.723463687150838,3.0,85.74022346368714,53.84615384615385
43022,R,chck_90M,total_ops_4,369,26.287262872628727,1.005420054200542,4.0,93.0,37.5
43022,R,chck_90M,total_ops_5,393,27.2264631043257,1.3231552162849873,5.0,101.42493638676845,48.717948717948715
43022,R,chck_90M,total_ops_6,446,25.56053811659193,1.6591928251121075,6.0,109.03363228699551,54.23728813559322
43022,R,chck_90M,total_ops_7,508,25.0,2.045275590551181,7.0,117.93897637795276,48.31460674157304
43022,R,chck_90M,total_ops_8,592,21.62162162162162,2.285472972972973,8.0,126.08952702702703,41.666666666666664
43022,R,chck_90M,total_ops_9,660,24.545454545454547,2.5196969696969695,9.0,134.4,39.097744360902254
43022,RS,chck_100M,ALL,6780,24.67551622418879,1.9960176991150442,7.359587020648967,120.59041297935103,46.18599791013584
43022,RS,chck_100M,rel0_total_ops_0,304,43.421052631578945,0.0,0.0,61.473684210526315,nan
43022,RS,chck_100M,rel0_total_ops_1,257,35.40856031128405,0.0,1.0,69.715953307393,nan
43022,RS,chck_100M,rel0_total_ops_10,36,22.22222222222222,0.0,10.0,143.72222222222223,nan
43022,RS,chck_100M,rel0_total_ops_11,32,28.125,0.0,11.0,148.96875,nan
43022,RS,chck_100M,rel0_total_ops_12,30,16.666666666666668,0.0,12.0,157.36666666666667,nan
43022,RS,chck_100M,rel0_total_ops_2,212,45.283018867924525,0.0,2.0,77.93867924528301,nan
43022,RS,chck_100M,rel0_total_ops_3,172,43.02325581395349,0.0,3.0,85.88372093023256,nan
43022,RS,chck_100M,rel0_total_ops_4,131,38.93129770992366,0.0,4.0,93.36641221374046,nan
43022,RS,chck_100M,rel0_total_ops_5,104,38.46153846153846,0.0,5.0,100.5673076923077,nan
43022,RS,chck_100M,rel0_total_ops_6,88,43.18181818181818,0.0,6.0,107.64772727272727,nan
43022,RS,chck_100M,rel0_total_ops_7,66,40.90909090909091,0.0,7.0,117.81818181818181,nan
43022,RS,chck_100M,rel0_total_ops_8,63,31.746031746031747,0.0,8.0,127.47619047619048,nan
43022,RS,chck_100M,rel0_total_ops_9,46,39.130434782608695,0.0,9.0,134.91304347826087,nan
43022,RS,chck_100M,rel_eq0,1541,39.51979234263465,0.0,3.388059701492537,88.73329007138221,nan
43022,RS,chck_100M,rel_ge1,5239,20.309219316663487,2.5831265508684864,8.527772475663294,129.96087039511357,46.18599791013584
43022,RS,chck_100M,rel_ge2,3916,21.73135852911134,3.1179775280898876,9.274770173646578,136.0349846782431,46.25131995776135
43022,RS,chck_100M,rel_ge3,2650,23.433962264150942,3.6520754716981134,9.80188679245283,140.93735849056603,46.224677716390424
43022,RS,chck_100M,rel_ge4,1420,24.929577464788732,4.216901408450704,10.112676056338028,143.64225352112675,44.83870967741935
43022,RS,chck_100M,rel_updates_0,1541,39.51979234263465,0.0,3.388059701492537,88.73329007138221,nan
43022,RS,chck_100M,rel_updates_1,1323,16.099773242630384,1.0,6.316704459561603,111.98185941043084,40.0
43022,RS,chck_100M,rel_updates_2,1266,18.167456556082147,2.0,8.171406003159557,125.77330173775671,46.28712871287129
43022,RS,chck_100M,rel_updates_3,1230,21.70731707317073,3.0,9.44308943089431,137.81463414634146,48.06866952789699
43022,RS,chck_100M,rel_updates_4,1112,24.46043165467626,4.0,10.02158273381295,142.931654676259,47.389558232931726
43022,RS,chck_100M,rel_updates_5,308,26.623376623376622,5.0,10.441558441558442,146.2077922077922,34.42622950819672
43022,RS,chck_100M,total_ops_0,304,43.421052631578945,0.0,0.0,61.473684210526315,nan
43022,RS,chck_100M,total_ops_1,331,32.32628398791541,0.22356495468277945,1.0,69.66465256797584,nan
