seed,arm,group,n,n_checkpoints,late_mean_accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words,late_mean_stale_pick_pct_among_wrong_stale_available_not_gold
43022,C,ALL,6780,3,25.04424778761062,1.9960176991150442,7.359587020648967,120.59041297935103,40.71771930997806
43022,C,rel0_total_ops_0,304,3,38.48684210526316,0.0,0.0,61.473684210526315,nan
43022,C,rel0_total_ops_1,257,3,36.4461738002594,0.0,1.0,69.715953307393,nan
43022,C,rel0_total_ops_10,36,3,34.25925925925926,0.0,10.0,143.72222222222223,nan
43022,C,rel0_total_ops_11,32,3,33.333333333333336,0.0,11.0,148.96875,nan
43022,C,rel0_total_ops_12,30,3,36.66666666666667,0.0,12.0,157.36666666666667,nan
43022,C,rel0_total_ops_2,212,3,40.094339622641506,0.0,2.0,77.93867924528301,nan
43022,C,rel0_total_ops_3,172,3,41.08527131782946,0.0,3.0,85.88372093023256,nan
43022,C,rel0_total_ops_4,131,3,41.475826972010175,0.0,4.0,93.36641221374046,nan
43022,C,rel0_total_ops_5,104,3,41.666666666666664,0.0,5.0,100.5673076923077,nan
43022,C,rel0_total_ops_6,88,3,46.59090909090909,0.0,6.0,107.64772727272727,nan
43022,C,rel0_total_ops_7,66,3,34.343434343434346,0.0,7.0,117.81818181818181,nan
43022,C,rel0_total_ops_8,63,3,41.7989417989418,0.0,8.0,127.47619047619048,nan
43022,C,rel0_total_ops_9,46,3,43.47826086956522,0.0,9.0,134.91304347826087,nan
43022,C,rel_eq0,1541,3,39.45489941596366,0.0,3.388059701492537,88.73329007138221,nan
43022,C,rel_ge1,5239,3,20.80549723229624,2.5831265508684864,8.527772475663294,129.96087039511357,40.71771930997806
43022,C,rel_ge2,3916,3,22.608103506979912,3.1179775280898876,9.274770173646578,136.0349846782431,41.02634291356096
43022,C,rel_ge3,2650,3,24.339622641509433,3.6520754716981134,9.80188679245283,140.93735849056603,41.14408109977586
43022,C,rel_ge4,1420,3,24.953051643192488,4.216901408450704,10.112676056338028,143.64225352112675,41.49570236526758
43022,C,rel_updates_0,1541,3,39.45489941596366,0.0,3.388059701492537,88.73329007138221,nan
43022,C,rel_updates_1,1323,3,15.469891660367852,1.0,6.316704459561603,111.98185941043084,16.666666666666668
43022,C,rel_updates_2,1266,3,18.98367561874671,2.0,8.171406003159557,125.77330173775671,40.87463737785636
43022,C,rel_updates_3,1230,3,23.631436314363143,3.0,9.44308943089431,137.81463414634146,40.62362946980035
43022,C,rel_updates_4,1112,3,25.299760191846524,4.0,10.02158273381295,142.931654676259,42.466931216931215
43022,C,rel_updates_5,308,3,23.7012987012987,5.0,10.441558441558442,146.2077922077922,38.012040637150385
43022,C,total_ops_0,304,3,38.48684210526316,0.0,0.0,61.473684210526315,nan
43022,C,total_ops_1,331,3,32.527693856998994,0.22356495468277945,1.0,69.66465256797584,nan
43022,C,total_ops_10,733,3,21.55525238744884,2.8076398362892223,10.0,141.51841746248294,35.505599014370944
43022,C,total_ops_11,828,3,23.027375201288244,2.9504830917874396,11.0,149.18961352657004,41.22975026533988
43022,C,total_ops_12,919,3,24.084149437794704,3.115342763873776,12.0,158.37431991294886,37.056346182094686
43022,C,total_ops_2,339,3,29.891838741396263,0.4424778761061947,2.0,77.53687315634218,42.857142857142854
43022,C,total_ops_3,358,3,27.746741154562383,0.723463687150838,3.0,85.74022346368714,48.717948717948715
43022,C,total_ops_4,369,3,25.112917795844623,1.005420054200542,4.0,93.0,34.72222222222222
43022,C,total_ops_5,393,3,22.731128074639525,1.3231552162849873,5.0,101.42493638676845,43.64364364364364
43022,C,total_ops_6,446,3,25.186846038863976,1.6591928251121075,6.0,109.03363228699551,41.710500681862456
43022,C,total_ops_7,508,3,21.719160104986877,2.045275590551181,7.0,117.93897637795276,53.65504061156235
43022,C,total_ops_8,592,3,24.71846846846847,2.285472972972973,8.0,126.08952702702703,40.676067606760675
43022,C,total_ops_9,660,3,22.97979797979798,2.5196969696969695,9.0,134.4,40.08799603174603
43022,R,ALL,6780,3,25.32448377581121,1.9960176991150442,7.359587020648967,120.59041297935103,44.88794351434578
43022,R,rel0_total_ops_0,304,3,44.18859649122807,0.0,0.0,61.473684210526315,nan
43022,R,rel0_total_ops_1,257,3,43.45006485084306,0.0,1.0,69.715953307393,nan
43022,R,rel0_total_ops_10,36,3,40.74074074074074,0.0,10.0,143.72222222222223,nan
43022,R,rel0_total_ops_11,32,3,30.208333333333332,0.0,11.0,148.96875,nan
43022,R,rel0_total_ops_12,30,3,44.44444444444444,0.0,12.0,157.36666666666667,nan
43022,R,rel0_total_ops_2,212,3,46.698113207547166,0.0,2.0,77.93867924528301,nan
43022,R,rel0_total_ops_3,172,3,49.418604651162795,0.0,3.0,85.88372093023256,nan
43022,R,rel0_total_ops_4,131,3,49.61832061068702,0.0,4.0,93.36641221374046,nan
43022,R,rel0_total_ops_5,104,3,56.73076923076923,0.0,5.0,100.5673076923077,nan
43022,R,rel0_total_ops_6,88,3,59.84848484848485,0.0,6.0,107.64772727272727,nan
43022,R,rel0_total_ops_7,66,3,59.5959595959596,0.0,7.0,117.81818181818181,nan
43022,R,rel0_total_ops_8,63,3,50.264550264550266,0.0,8.0,127.47619047619048,nan
43022,R,rel0_total_ops_9,46,3,60.869565217391305,0.0,9.0,134.91304347826087,nan
43022,R,rel_eq0,1541,3,48.237075492104694,0.0,3.388059701492537,88.73329007138221,nan
43022,R,rel_ge1,5239,3,18.58497168670866,2.5831265508684864,8.527772475663294,129.96087039511357,44.88794351434578
43022,R,rel_ge2,3916,3,20.10554988083078,3.1179775280898876,9.274770173646578,136.0349846782431,44.765491184062604
43022,R,rel_ge3,2650,3,20.729559748427672,3.6520754716981134,9.80188679245283,140.93735849056603,43.535857728729844
43022,R,rel_ge4,1420,3,23.262910798122064,4.216901408450704,10.112676056338028,143.64225352112675,47.35108481262327
43022,R,rel_updates_0,1541,3,48.237075492104694,0.0,3.388059701492537,88.73329007138221,nan
43022,R,rel_updates_1,1323,3,14.084152179390275,1.0,6.316704459561603,111.98185941043084,53.663003663003664
43022,R,rel_updates_2,1266,3,18.799368088467613,2.0,8.171406003159557,125.77330173775671,46.4543955612134
43022,R,rel_updates_3,1230,3,17.804878048780488,3.0,9.44308943089431,137.81463414634146,38.3671595359907
43022,R,rel_updates_4,1112,3,23.711031175059954,4.0,10.02158273381295,142.931654676259,47.64034351120679
43022,R,rel_updates_5,308,3,21.645021645021643,5.0,10.441558441558442,146.2077922077922,46.413502109704645
43022,R,total_ops_0,304,3,44.18859649122807,0.0,0.0,61.473684210526315,nan
43022,R,total_ops_1,331,3,37.05941591137966,0.22356495468277945,1.0,69.66465256797584,nan
43022,R,total_ops_10,733,3,20.463847203274216,2.8076398362892223,10.0,141.51841746248294,42.27406445949492
43022,R,total_ops_11,828,3,19.766505636070853,2.9504830917874396,11.0,149.18961352657004,40.700224193932556
43022,R,total_ops_12,919,3,22.270583968081247,3.115342763873776,12.0,158.37431991294886,46.106910021228366
43022,R,total_ops_2,339,3,33.6283185840708,0.4424778761061947,2.0,77.53687315634218,57.142857142857146
43022,R,total_ops_3,358,3,29.702048417132215,0.723463687150838,3.0,85.74022346368714,56.41025641025641
43022,R,total_ops_4,369,3,26.467931345980126,1.005420054200542,4.0,93.0,37.5
43022,R,total_ops_5,393,3,26.802374893977948,1.3231552162849873,5.0,101.42493638676845,47.39091318038686
43022,R,total_ops_6,446,3,25.71001494768311,1.6591928251121075,6.0,109.03363228699551,56.26339372686538
43022,R,total_ops_7,508,3,24.081364829396325,2.045275590551181,7.0,117.93897637795276,50.292602996254686
43022,R,total_ops_8,592,3,21.34009009009009,2.285472972972973,8.0,126.08952702702703,45.200184608284296
43022,R,total_ops_9,660,3,23.484848484848484,2.5196969696969695,9.0,134.4,42.1388616468708
43022,RS,ALL,6780,3,24.38053097345133,1.9960176991150442,7.359587020648967,120.59041297935103,47.69862486281815
43022,RS,rel0_total_ops_0,304,3,43.31140350877193,0.0,0.0,61.473684210526315,nan
43022,RS,rel0_total_ops_1,257,3,34.76005188067445,0.0,1.0,69.715953307393,nan
43022,RS,rel0_total_ops_10,36,3,23.14814814814815,0.0,10.0,143.72222222222223,nan
43022,RS,rel0_total_ops_11,32,3,27.083333333333332,0.0,11.0,148.96875,nan
43022,RS,rel0_total_ops_12,30,3,16.666666666666668,0.0,12.0,157.36666666666667,nan
43022,RS,rel0_total_ops_2,212,3,43.867924528301884,0.0,2.0,77.93867924528301,nan
43022,RS,rel0_total_ops_3,172,3,42.82945736434109,0.0,3.0,85.88372093023256,nan
43022,RS,rel0_total_ops_4,131,3,38.67684478371501,0.0,4.0,93.36641221374046,nan
43022,RS,rel0_total_ops_5,104,3,38.46153846153846,0.0,5.0,100.5673076923077,nan
43022,RS,rel0_total_ops_6,88,3,42.04545454545455,0.0,6.0,107.64772727272727,nan
43022,RS,rel0_total_ops_7,66,3,39.898989898989896,0.0,7.0,117.81818181818181,nan
