seed,arm,group,n,n_checkpoints,late_mean_accuracy_pct,mean_relevant_updates,mean_total_ops,mean_prefix_words,late_mean_stale_pick_pct_among_wrong_stale_available_not_gold
43022,RS,rel0_total_ops_8,63,3,29.1005291005291,0.0,8.0,127.47619047619048,nan
43022,RS,rel0_total_ops_9,46,3,38.405797101449274,0.0,9.0,134.91304347826087,nan
43022,RS,rel_eq0,1541,3,38.91412502703872,0.0,3.388059701492537,88.73329007138221,nan
43022,RS,rel_ge1,5239,3,20.10561812050646,2.5831265508684864,8.527772475663294,129.96087039511357,47.69862486281815
43022,RS,rel_ge2,3916,3,21.578140960163434,3.1179775280898876,9.274770173646578,136.0349846782431,47.761129611723234
43022,RS,rel_ge3,2650,3,23.257861635220127,3.6520754716981134,9.80188679245283,140.93735849056603,48.17906608329317
43022,RS,rel_ge4,1420,3,24.64788732394366,4.216901408450704,10.112676056338028,143.64225352112675,46.52195759220179
43022,RS,rel_updates_0,1541,3,38.91412502703872,0.0,3.388059701492537,88.73329007138221,nan
43022,RS,rel_updates_1,1323,3,15.747039556563365,1.0,6.316704459561603,111.98185941043084,42.121212121212125
43022,RS,rel_updates_2,1266,3,18.062137967351237,2.0,8.171406003159557,125.77330173775671,47.19500981769091
43022,RS,rel_updates_3,1230,3,21.65311653116531,3.0,9.44308943089431,137.81463414634146,50.41095940019341
43022,RS,rel_updates_4,1112,3,24.22062350119904,4.0,10.02158273381295,142.931654676259,49.115267815750684
43022,RS,rel_updates_5,308,3,26.19047619047619,5.0,10.441558441558442,146.2077922077922,35.99726775956284
43022,RS,total_ops_0,304,3,43.31140350877193,0.0,0.0,61.473684210526315,nan
43022,RS,total_ops_1,331,3,31.72205438066465,0.22356495468277945,1.0,69.66465256797584,nan
43022,RS,total_ops_10,733,3,21.873578899499773,2.8076398362892223,10.0,141.51841746248294,45.9412828508856
43022,RS,total_ops_11,828,3,20.933977455716587,2.9504830917874396,11.0,149.18961352657004,44.064889900756164
43022,RS,total_ops_12,919,3,20.674646354733405,3.115342763873776,12.0,158.37431991294886,45.31407701697557
43022,RS,total_ops_2,339,3,31.858407079646017,0.4424778761061947,2.0,77.53687315634218,53.333333333333336
43022,RS,total_ops_3,358,3,28.491620111731844,0.723463687150838,3.0,85.74022346368714,61.53846153846154
43022,RS,total_ops_4,369,3,23.848238482384822,1.005420054200542,4.0,93.0,41.76548089591568
43022,RS,total_ops_5,393,3,21.034775233248514,1.3231552162849873,5.0,101.42493638676845,52.65842765842766
43022,RS,total_ops_6,446,3,23.766816143497756,1.6591928251121075,6.0,109.03363228699551,48.87110016420361
43022,RS,total_ops_7,508,3,22.83464566929134,2.045275590551181,7.0,117.93897637795276,55.20696531932487
43022,RS,total_ops_8,592,3,23.31081081081081,2.285472972972973,8.0,126.08952702702703,53.013468013468014
43022,RS,total_ops_9,660,3,23.03030303030303,2.5196969696969695,9.0,134.4,46.46363676751522
43022,V,ALL,6780,3,27.797443461160274,1.9960176991150442,7.359587020648967,120.59041297935103,37.19947605540826
43022,V,rel0_total_ops_0,304,3,41.8859649122807,0.0,0.0,61.473684210526315,nan
43022,V,rel0_total_ops_1,257,3,38.651102464332034,0.0,1.0,69.715953307393,nan
43022,V,rel0_total_ops_10,36,3,35.18518518518519,0.0,10.0,143.72222222222223,nan
43022,V,rel0_total_ops_11,32,3,31.25,0.0,11.0,148.96875,nan
43022,V,rel0_total_ops_12,30,3,33.333333333333336,0.0,12.0,157.36666666666667,nan
43022,V,rel0_total_ops_2,212,3,39.937106918238996,0.0,2.0,77.93867924528301,nan
43022,V,rel0_total_ops_3,172,3,40.50387596899225,0.0,3.0,85.88372093023256,nan
43022,V,rel0_total_ops_4,131,3,36.895674300254456,0.0,4.0,93.36641221374046,nan
43022,V,rel0_total_ops_5,104,3,37.82051282051282,0.0,5.0,100.5673076923077,nan
43022,V,rel0_total_ops_6,88,3,40.53030303030303,0.0,6.0,107.64772727272727,nan
43022,V,rel0_total_ops_7,66,3,32.323232323232325,0.0,7.0,117.81818181818181,nan
43022,V,rel0_total_ops_8,63,3,28.571428571428573,0.0,8.0,127.47619047619048,nan
43022,V,rel0_total_ops_9,46,3,38.405797101449274,0.0,9.0,134.91304347826087,nan
43022,V,rel_eq0,1541,3,38.54639844256976,0.0,3.388059701492537,88.73329007138221,nan
43022,V,rel_ge1,5239,3,24.635744735000316,2.5831265508684864,8.527772475663294,129.96087039511357,37.19947605540826
43022,V,rel_ge2,3916,3,27.45999319033027,3.1179775280898876,9.274770173646578,136.0349846782431,37.28584419006964
43022,V,rel_ge3,2650,3,29.62264150943396,3.6520754716981134,9.80188679245283,140.93735849056603,35.07646748610604
43022,V,rel_ge4,1420,3,32.53521126760563,4.216901408450704,10.112676056338028,143.64225352112675,36.29669167891493
43022,V,rel_updates_0,1541,3,38.54639844256976,0.0,3.388059701492537,88.73329007138221,nan
43022,V,rel_updates_1,1323,3,16.276140085663897,1.0,6.316704459561603,111.98185941043084,30.303030303030305
43022,V,rel_updates_2,1266,3,22.933122696155873,2.0,8.171406003159557,125.77330173775671,40.17369121459522
43022,V,rel_updates_3,1230,3,26.260162601626018,3.0,9.44308943089431,137.81463414634146,33.53673723536737
43022,V,rel_updates_4,1112,3,32.853717026378895,4.0,10.02158273381295,142.931654676259,36.69846532213067
43022,V,rel_updates_5,308,3,31.385281385281385,5.0,10.441558441558442,146.2077922077922,34.92063492063492
43022,V,total_ops_0,304,3,41.8859649122807,0.0,0.0,61.473684210526315,nan
43022,V,total_ops_1,331,3,33.93756294058409,0.22356495468277945,1.0,69.66465256797584,nan
43022,V,total_ops_10,733,3,26.921327876307412,2.8076398362892223,10.0,141.51841746248294,29.397157194218398
43022,V,total_ops_11,828,3,27.13365539452496,2.9504830917874396,11.0,149.18961352657004,32.23689153015511
43022,V,total_ops_12,919,3,27.56619513964454,3.115342763873776,12.0,158.37431991294886,38.74568400185099
43022,V,total_ops_2,339,3,28.8102261553589,0.4424778761061947,2.0,77.53687315634218,57.142857142857146
43022,V,total_ops_3,358,3,30.446927374301676,0.723463687150838,3.0,85.74022346368714,69.44444444444444
43022,V,total_ops_4,369,3,24.570912375790424,1.005420054200542,4.0,93.0,45.45454545454545
43022,V,total_ops_5,393,3,25.699745547073793,1.3231552162849873,5.0,101.42493638676845,41.1764705882353
43022,V,total_ops_6,446,3,26.083707025411062,1.6591928251121075,6.0,109.03363228699551,41.72549019607843
43022,V,total_ops_7,508,3,25.853018372703414,2.045275590551181,7.0,117.93897637795276,40.23255813953488
43022,V,total_ops_8,592,3,25.28153153153153,2.285472972972973,8.0,126.08952702702703,41.2516656196364
43022,V,total_ops_9,660,3,26.363636363636363,2.5196969696969695,9.0,134.4,36.43763459316799
43022,VS,ALL,6780,3,25.95378564405113,1.9960176991150442,7.359587020648967,120.59041297935103,33.77722617819752
43022,VS,rel0_total_ops_0,304,3,33.55263157894737,0.0,0.0,61.473684210526315,nan
43022,VS,rel0_total_ops_1,257,3,31.25810635538262,0.0,1.0,69.715953307393,nan
43022,VS,rel0_total_ops_10,36,3,19.444444444444443,0.0,10.0,143.72222222222223,nan
43022,VS,rel0_total_ops_11,32,3,23.958333333333332,0.0,11.0,148.96875,nan
43022,VS,rel0_total_ops_12,30,3,13.333333333333334,0.0,12.0,157.36666666666667,nan
43022,VS,rel0_total_ops_2,212,3,33.80503144654088,0.0,2.0,77.93867924528301,nan
43022,VS,rel0_total_ops_3,172,3,31.589147286821706,0.0,3.0,85.88372093023256,nan
43022,VS,rel0_total_ops_4,131,3,27.2264631043257,0.0,4.0,93.36641221374046,nan
43022,VS,rel0_total_ops_5,104,3,27.243589743589745,0.0,5.0,100.5673076923077,nan
43022,VS,rel0_total_ops_6,88,3,28.78787878787879,0.0,6.0,107.64772727272727,nan
43022,VS,rel0_total_ops_7,66,3,17.67676767676768,0.0,7.0,117.81818181818181,nan
43022,VS,rel0_total_ops_8,63,3,18.51851851851852,0.0,8.0,127.47619047619048,nan
43022,VS,rel0_total_ops_9,46,3,28.26086956521739,0.0,9.0,134.91304347826087,nan
43022,VS,rel_eq0,1541,3,29.37486480640277,0.0,3.388059701492537,88.73329007138221,nan
43022,VS,rel_ge1,5239,3,24.947509066615766,2.5831265508684864,8.527772475663294,129.96087039511357,33.77722617819752
43022,VS,rel_ge2,3916,3,27.757916241062308,3.1179775280898876,9.274770173646578,136.0349846782431,33.88290005872161
43022,VS,rel_ge3,2650,3,29.69811320754717,3.6520754716981134,9.80188679245283,140.93735849056603,33.15840840961183
43022,VS,rel_ge4,1420,3,31.971830985915492,4.216901408450704,10.112676056338028,143.64225352112675,30.049520133851743
43022,VS,rel_updates_0,1541,3,29.37486480640277,0.0,3.388059701492537,88.73329007138221,nan
43022,VS,rel_updates_1,1323,3,16.628873771730916,1.0,6.316704459561603,111.98185941043084,21.42857142857143
43022,VS,rel_updates_2,1266,3,23.696682464454977,2.0,8.171406003159557,125.77330173775671,34.83617734143681
43022,VS,rel_updates_3,1230,3,27.073170731707318,3.0,9.44308943089431,137.81463414634146,37.27931488801054
43022,VS,rel_updates_4,1112,3,31.68465227817746,4.0,10.02158273381295,142.931654676259,31.418483477307007
43022,VS,rel_updates_5,308,3,33.00865800865801,5.0,10.441558441558442,146.2077922077922,25.08368726762725
43022,VS,total_ops_0,304,3,33.55263157894737,0.0,0.0,61.473684210526315,nan
43022,VS,total_ops_1,331,3,27.895266868076536,0.22356495468277945,1.0,69.66465256797584,nan
43022,VS,total_ops_10,733,3,26.3756252842201,2.8076398362892223,10.0,141.51841746248294,33.83899308160373
43022,VS,total_ops_11,828,3,25.72463768115942,2.9504830917874396,11.0,149.18961352657004,32.30051402198196
43022,VS,total_ops_12,919,3,25.752629669931085,3.115342763873776,12.0,158.37431991294886,31.78657969695771
43022,VS,total_ops_2,339,3,26.843657817109143,0.4424778761061947,2.0,77.53687315634218,60.0
43022,VS,total_ops_3,358,3,25.41899441340782,0.723463687150838,3.0,85.74022346368714,70.16835016835017
43022,VS,total_ops_4,369,3,23.848238482384822,1.005420054200542,4.0,93.0,20.70175438596491
43022,VS,total_ops_5,393,3,23.40966921119593,1.3231552162849873,5.0,101.42493638676845,43.40131009763935
43022,VS,total_ops_6,446,3,25.7847533632287,1.6591928251121075,6.0,109.03363228699551,36.81481481481482
43022,VS,total_ops_7,508,3,25.131233595800524,2.045275590551181,7.0,117.93897637795276,33.910533910533914
43022,VS,total_ops_8,592,3,25.9009009009009,2.285472972972973,8.0,126.08952702702703,34.90228747960707
43022,VS,total_ops_9,660,3,24.8989898989899,2.5196969696969695,9.0,134.4,31.800613088098093
