uid,domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,old_instability_pattern,correct_43022,correct_43122,margin_43022,margin_43122,margin_seed_delta_430_minus_431,old_sent_len0,old_sent_len1,new_sent_len0,new_sent_len1,delta_sent_len0_new_minus_old,delta_sent_len1_new_minus_old,mean_sentence_len_delta_new_minus_old,delta_candidate_length_asymmetry_new_minus_old,old_target_len0,old_target_len1,new_target_len0,new_target_len1,target_len_delta_new_minus_old
physical-dynamics_45,physical-dynamics,grow,shrink,direct,antonym,concept swap,1110,1,0,0.34265708923339844,-1.1380844116210938,1.4807415008544922,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_46,physical-dynamics,grow,shrink,direct,antonym,concept swap,0010,0,1,-2.1119041442871094,0.3084297180175781,-2.4203338623046875,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_48,physical-dynamics,grow,shrink,direct,antonym,concept swap,0010,0,1,-1.9575786590576172,0.6869602203369141,-2.6445388793945312,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_49,physical-dynamics,grow,shrink,direct,antonym,concept swap,1110,1,0,0.4301929473876953,-1.2870979309082031,1.7172908782958984,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_81,physical-dynamics,sink,float,direct,antonym,concept swap,0100,1,1,0.41327476501464844,1.8261470794677734,-1.412872314453125,13,11,13,12,0,1,0.5,-1,5,5,5,5,0.0
physical-dynamics_83,physical-dynamics,sink,float,direct,antonym,concept swap,0100,0,0,-1.9118480682373047,-0.42224884033203125,-1.4895992279052734,14,11,14,11,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_95,physical-dynamics,sink,float,direct,antonym,concept swap,0100,0,0,-4.0150146484375,-2.82391357421875,-1.19110107421875,14,11,14,11,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_99,physical-dynamics,sink,float,direct,antonym,concept swap,0100,0,0,-3.104794502258301,-0.4888267517089844,-2.6159677505493164,14,11,14,11,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_103,physical-dynamics,sink,float,indirect,antonym,concept swap,1110,1,0,0.18157577514648438,-0.2623405456542969,0.44391632080078125,15,16,15,16,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_107,physical-dynamics,sink,float,indirect,antonym,concept swap,1110,0,0,-0.3150177001953125,-1.0871810913085938,0.7721633911132812,15,16,15,16,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_110,physical-dynamics,sink,float,indirect,antonym,concept swap,0010,1,0,0.6725749969482422,-1.2015304565429688,1.874105453491211,10,10,11,11,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_112,physical-dynamics,sink,float,indirect,antonym,concept swap,0010,0,0,-0.3163585662841797,-4.353294372558594,4.036935806274414,10,10,11,11,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_114,physical-dynamics,sink,float,indirect,antonym,concept swap,0010,1,0,0.5759792327880859,-2.4374961853027344,3.0134754180908203,10,10,11,11,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_115,physical-dynamics,sink,float,indirect,antonym,concept swap,0111,1,0,4.440732002258301,-2.267446517944336,6.708178520202637,10,10,10,10,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_116,physical-dynamics,sink,float,indirect,antonym,concept swap,0010,0,0,-0.42899322509765625,-2.2152137756347656,1.7862205505371094,10,10,11,11,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_118,physical-dynamics,sink,float,indirect,antonym,concept swap,0010,1,0,0.28314971923828125,-1.5194168090820312,1.8025665283203125,10,10,11,11,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_51,physical-dynamics,roll,slide,indirect,negation,concept swap,0010,0,1,-0.7528572082519531,0.12393569946289062,-0.8767929077148438,16,15,17,16,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_52,physical-dynamics,roll,slide,indirect,negation,concept swap,1110,1,1,0.1226339340209961,0.5698957443237305,-0.4472618103027344,15,16,15,16,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_59,physical-dynamics,roll,slide,indirect,negation,concept swap,0010,0,0,-0.30228424072265625,-0.010023117065429688,-0.29226112365722656,16,15,17,16,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_62,physical-dynamics,roll,slide,indirect,other,concept swap,1110,1,0,0.7802448272705078,-1.8716926574707031,2.651937484741211,19,20,19,20,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_64,physical-dynamics,roll,slide,indirect,other,concept swap,1110,1,1,1.6936149597167969,0.6150703430175781,1.0785446166992188,19,20,19,20,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_66,physical-dynamics,roll,slide,indirect,other,concept swap,0100,1,0,0.9124994277954102,-1.236140251159668,2.148639678955078,19,20,19,20,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_0,physical-dynamics,accelerate,slow down,direct,antonym,concept swap,1111,1,1,2.871554374694824,3.0404205322265625,-0.16886615753173828,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_2,physical-dynamics,accelerate,slow down,direct,antonym,concept swap,1111,1,1,2.350696563720703,2.9670677185058594,-0.6163711547851562,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_4,physical-dynamics,accelerate,slow down,direct,antonym,concept swap,1111,1,1,1.905172348022461,3.038949966430664,-1.1337776184082031,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_6,physical-dynamics,accelerate,slow down,direct,antonym,concept swap,1111,1,1,2.5313053131103516,2.3332462310791016,0.19805908203125,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_8,physical-dynamics,accelerate,slow down,direct,antonym,concept swap,1111,1,1,3.0589895248413086,2.9477481842041016,0.11124134063720703,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_10,physical-dynamics,accelerate,slow down,indirect,antonym,concept swap,1111,1,0,1.0748443603515625,-0.2454547882080078,1.3202991485595703,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_12,physical-dynamics,accelerate,slow down,indirect,antonym,concept swap,1111,1,1,1.0709686279296875,0.07043838500976562,1.0005302429199219,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_14,physical-dynamics,accelerate,slow down,indirect,antonym,concept swap,1111,1,0,0.6821174621582031,-0.0535888671875,0.7357063293457031,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_16,physical-dynamics,accelerate,slow down,indirect,antonym,concept swap,1111,1,1,1.3221864700317383,0.24249839782714844,1.0796880722045898,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_18,physical-dynamics,accelerate,slow down,indirect,antonym,concept swap,1111,1,0,1.1191844940185547,-0.5701942443847656,1.6893787384033203,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
physical-dynamics_20,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,1,1,0.6037874221801758,0.4488353729248047,0.1549520492553711,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_22,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,0,0,-0.5454311370849609,-0.9367656707763672,0.39133453369140625,11,11,11,11,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_28,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,1,1,0.41463184356689453,0.33978271484375,0.07484912872314453,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_33,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,0,0,-0.6210098266601562,-1.0519294738769531,0.4309196472167969,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_36,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,1,1,0.4012737274169922,0.4868946075439453,-0.08562088012695312,14,14,14,14,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_38,physical-dynamics,fall,rise,direct,antonym,concept swap,0000,0,0,-0.2825765609741211,-0.8561515808105469,0.5735750198364258,11,11,11,11,0,0,0.0,0,5,5,5,5,0.0
physical-dynamics_57,physical-dynamics,roll,slide,indirect,negation,concept swap,0000,0,1,-0.13976287841796875,0.23975372314453125,-0.3795166015625,16,15,17,16,1,1,1.0,0,5,5,6,6,1.0
physical-dynamics_70,physical-dynamics,roll,slide,indirect,other,concept swap,0000,0,0,-1.6623992919921875,-0.9044647216796875,-0.7579345703125,20,20,20,21,0,1,0.5,-1,5,5,5,5,0.0
physical-dynamics_72,physical-dynamics,roll,slide,indirect,other,concept swap,0000,0,1,-0.5425395965576172,0.3956031799316406,-0.9381427764892578,20,20,20,21,0,1,0.5,-1,5,5,5,5,0.0
physical-dynamics_74,physical-dynamics,roll,slide,indirect,other,concept swap,0000,0,0,-1.5872859954833984,-0.9963932037353516,-0.5908927917480469,20,20,20,21,0,1,0.5,-1,5,5,5,5,0.0
spatial-relations_355,spatial-relations,left,right,direct,antonym,concept swap,0110,1,1,4.630710601806641,0.4977397918701172,4.132970809936523,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_359,spatial-relations,left,right,direct,antonym,concept swap,0110,1,1,5.15483283996582,0.1403331756591797,5.014499664306641,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_363,spatial-relations,left,right,direct,antonym,concept swap,0110,1,1,6.038421630859375,1.1505393981933594,4.887882232666016,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_375,spatial-relations,left,right,direct,antonym,variable swap,0110,1,1,4.630710601806641,0.4977397918701172,4.132970809936523,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_379,spatial-relations,left,right,direct,antonym,variable swap,0110,1,1,5.15483283996582,0.1403331756591797,5.014499664306641,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_383,spatial-relations,left,right,direct,antonym,variable swap,0110,1,1,6.038421630859375,1.1505393981933594,4.887882232666016,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_25,spatial-relations,above,below,indirect,antonym,concept swap,0110,1,0,0.9361610412597656,-1.802927017211914,2.7390880584716797,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_29,spatial-relations,above,below,indirect,antonym,concept swap,0110,0,1,-0.2592315673828125,0.32473182678222656,-0.5839633941650391,13,13,13,13,0,0,0.0,0,6,6,6,6,0.0
spatial-relations_36,spatial-relations,above,below,indirect,antonym,concept swap,0110,0,0,-5.354803085327148,-1.9497127532958984,-3.40509033203125,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_304,spatial-relations,front,behind,indirect,antonym,concept swap,0110,1,1,0.019695281982421875,0.3700294494628906,-0.35033416748046875,19,19,21,21,2,2,2.0,0,8,8,9,9,1.0
spatial-relations_322,spatial-relations,front,behind,indirect,antonym,concept swap,0110,0,0,-0.012072563171386719,-2.797600269317627,2.7855277061462402,21,21,21,21,0,0,0.0,0,8,8,8,8,0.0
spatial-relations_342,spatial-relations,front,behind,indirect,antonym,concept swap,0110,1,0,0.3908824920654297,-3.131538152694702,3.522420644760132,21,21,21,21,0,0,0.0,0,8,8,8,8,0.0
spatial-relations_405,spatial-relations,left,right,indirect,antonym,concept swap,0110,1,0,0.043979644775390625,-1.248739242553711,1.2927188873291016,27,27,30,30,3,3,3.0,0,9,9,10,10,1.0
spatial-relations_113,spatial-relations,above,below,indirect,variable swap,concept swap,0110,1,0,0.03501415252685547,-4.699353218078613,4.734367370605469,27,28,33,32,6,4,5.0,2,8,8,10,10,2.0
spatial-relations_429,spatial-relations,left,right,indirect,variable swap,concept swap,0110,0,0,-2.510232925415039,-1.9479503631591797,-0.5622825622558594,27,27,27,27,0,0,0.0,0,9,9,9,9,0.0
spatial-relations_177,spatial-relations,above,below,indirect,variable swap,variable swap,0110,1,0,0.03501415252685547,-4.699353218078613,4.734367370605469,27,28,33,32,6,4,5.0,2,8,8,10,10,2.0
spatial-relations_0,spatial-relations,above,below,direct,antonym,concept swap,0100,0,0,-4.08995246887207,-2.1179866790771484,-1.9719657897949219,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_2,spatial-relations,above,below,direct,antonym,concept swap,0100,0,0,-3.4174022674560547,-2.6502532958984375,-0.7671489715576172,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_6,spatial-relations,above,below,direct,antonym,concept swap,0100,0,0,-2.3370532989501953,-2.122282028198242,-0.21477127075195312,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_7,spatial-relations,above,below,direct,antonym,concept swap,0010,0,0,-1.8123340606689453,-3.399982452392578,1.5876483917236328,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_210,spatial-relations,close,far,direct,antonym,concept swap,1110,1,0,1.3003616333007812,-0.5890903472900391,1.8894519805908203,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_223,spatial-relations,close,far,direct,antonym,concept swap,1110,0,1,-0.6407356262207031,4.021846771240234,-4.6625823974609375,16,16,16,16,0,0,0.0,0,8,8,8,8,0.0
spatial-relations_240,spatial-relations,east,west,direct,antonym,concept swap,0010,0,0,-2.663442611694336,-1.2367172241210938,-1.4267253875732422,16,16,16,16,0,0,0.0,0,8,8,8,8,0.0
spatial-relations_291,spatial-relations,front,behind,direct,antonym,concept swap,1110,1,0,6.2243499755859375,-0.9038581848144531,7.128208160400391,16,14,16,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_295,spatial-relations,front,behind,direct,antonym,concept swap,1110,1,0,2.9863452911376953,-0.8612384796142578,3.847583770751953,16,14,16,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_297,spatial-relations,front,behind,direct,antonym,concept swap,1110,1,0,5.709009170532227,-3.241281509399414,8.95029067993164,16,14,16,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_351,spatial-relations,left,right,direct,antonym,concept swap,0010,1,1,5.046356201171875,1.1206817626953125,3.9256744384765625,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_358,spatial-relations,left,right,direct,antonym,concept swap,0010,1,0,2.725543975830078,-2.114349365234375,4.839893341064453,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_366,spatial-relations,left,right,direct,antonym,concept swap,0010,1,0,1.29681396484375,-3.871715545654297,5.168529510498047,24,24,28,28,4,4,4.0,0,11,11,13,13,2.0
spatial-relations_367,spatial-relations,left,right,direct,antonym,concept swap,0111,1,0,4.0117340087890625,-0.4347362518310547,4.446470260620117,24,24,28,28,4,4,4.0,0,11,11,13,13,2.0
spatial-relations_447,spatial-relations,north,south,direct,antonym,concept swap,0100,0,0,-2.220783233642578,-1.9317169189453125,-0.2890663146972656,16,16,16,16,0,0,0.0,0,8,8,8,8,0.0
spatial-relations_448,spatial-relations,north,south,direct,antonym,concept swap,0010,0,0,-2.3562889099121094,-1.8983173370361328,-0.45797157287597656,18,18,22,22,4,4,4.0,0,9,9,11,11,2.0
spatial-relations_449,spatial-relations,north,south,direct,antonym,concept swap,0100,0,0,-2.2744250297546387,-2.2552404403686523,-0.019184589385986328,18,18,22,22,4,4,4.0,0,9,9,11,11,2.0
spatial-relations_371,spatial-relations,left,right,direct,antonym,variable swap,0010,1,1,5.046356201171875,1.1206817626953125,3.9256744384765625,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_380,spatial-relations,left,right,direct,antonym,variable swap,0010,1,0,2.725543975830078,-2.114349365234375,4.839893341064453,22,22,22,22,0,0,0.0,0,10,10,10,10,0.0
spatial-relations_386,spatial-relations,left,right,direct,antonym,variable swap,0010,1,0,1.29681396484375,-3.871715545654297,5.168529510498047,24,24,28,28,4,4,4.0,0,11,11,13,13,2.0
spatial-relations_389,spatial-relations,left,right,direct,antonym,variable swap,0111,1,0,4.0117340087890625,-0.4347362518310547,4.446470260620117,24,24,28,28,4,4,4.0,0,11,11,13,13,2.0
spatial-relations_13,spatial-relations,above,below,indirect,antonym,concept swap,0010,1,1,2.093250274658203,1.0049686431884766,1.0882816314697266,13,13,13,13,0,0,0.0,0,6,6,6,6,0.0
spatial-relations_14,spatial-relations,above,below,indirect,antonym,concept swap,0100,1,0,0.41382598876953125,-0.13776588439941406,0.5515918731689453,24,24,26,26,2,2,2.0,0,6,6,7,7,1.0
spatial-relations_16,spatial-relations,above,below,indirect,antonym,concept swap,0010,0,0,-2.699573516845703,-2.7177181243896484,0.018144607543945312,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_21,spatial-relations,above,below,indirect,antonym,concept swap,0100,0,0,-2.9475650787353516,-0.0942392349243164,-2.853325843811035,13,13,15,15,2,2,2.0,0,6,6,7,7,1.0
spatial-relations_22,spatial-relations,above,below,indirect,antonym,concept swap,0100,1,1,0.3917808532714844,0.8640346527099609,-0.47225379943847656,21,21,21,21,0,0,0.0,0,5,5,5,5,0.0
spatial-relations_30,spatial-relations,above,below,indirect,antonym,concept swap,0100,0,0,-5.332817077636719,-0.7063140869140625,-4.626502990722656,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_32,spatial-relations,above,below,indirect,antonym,concept swap,0100,0,0,-4.730669021606445,-2.003721237182617,-2.726947784423828,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_34,spatial-relations,above,below,indirect,antonym,concept swap,0100,0,0,-6.029815673828125,-1.655630111694336,-4.374185562133789,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_39,spatial-relations,above,below,indirect,antonym,concept swap,0010,1,0,0.33514404296875,-0.005657196044921875,0.3408012390136719,25,25,25,25,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_19,spatial-relations,above,below,indirect,antonym,concept swap,1111,1,0,0.12990760803222656,-0.3622550964355469,0.49216270446777344,21,21,24,24,3,3,3.0,0,5,5,6,6,1.0
spatial-relations_27,spatial-relations,above,below,indirect,antonym,concept swap,1111,1,0,0.14153480529785156,-0.5650386810302734,0.706573486328125,23,23,23,23,0,0,0.0,0,6,6,6,6,0.0
spatial-relations_38,spatial-relations,above,below,indirect,antonym,concept swap,1111,1,1,0.1938018798828125,0.051532745361328125,0.14226913452148438,25,25,25,25,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_59,spatial-relations,above,below,indirect,antonym,variable swap,1111,1,0,0.12990760803222656,-0.3622550964355469,0.49216270446777344,21,21,24,24,3,3,3.0,0,5,5,6,6,1.0
spatial-relations_61,spatial-relations,above,below,indirect,antonym,variable swap,1111,1,0,0.04637336730957031,-0.7511501312255859,0.7975234985351562,21,21,24,24,3,3,3.0,0,5,5,6,6,1.0
spatial-relations_63,spatial-relations,above,below,indirect,antonym,variable swap,1111,0,1,-0.17590713500976562,0.16022872924804688,-0.3361358642578125,21,21,21,21,0,0,0.0,0,5,5,5,5,0.0
spatial-relations_67,spatial-relations,above,below,indirect,antonym,variable swap,1111,1,0,0.14153480529785156,-0.5650386810302734,0.706573486328125,23,23,23,23,0,0,0.0,0,6,6,6,6,0.0
spatial-relations_72,spatial-relations,above,below,indirect,antonym,variable swap,1111,1,1,0.1938018798828125,0.051532745361328125,0.14226913452148438,25,25,25,25,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_75,spatial-relations,above,below,indirect,antonym,variable swap,1111,1,1,1.7738361358642578,0.9729461669921875,0.8008899688720703,28,28,32,32,4,4,4.0,0,8,8,10,10,2.0
spatial-relations_91,spatial-relations,above,below,indirect,variable swap,concept swap,1111,0,0,-0.4613170623779297,-6.4567718505859375,5.995454788208008,21,21,24,23,3,2,2.5,1,5,5,6,6,1.0
spatial-relations_1,spatial-relations,above,below,direct,antonym,concept swap,0000,0,0,-3.567790985107422,-3.466928482055664,-0.10086250305175781,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_3,spatial-relations,above,below,direct,antonym,concept swap,0000,0,0,-3.4265403747558594,-4.72169303894043,1.2951526641845703,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_4,spatial-relations,above,below,direct,antonym,concept swap,0000,0,0,-3.925823211669922,-3.2785301208496094,-0.6472930908203125,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_5,spatial-relations,above,below,direct,antonym,concept swap,0000,0,0,-2.0733203887939453,-3.4637527465820312,1.390432357788086,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_8,spatial-relations,above,below,direct,antonym,concept swap,0000,0,0,-5.946262836456299,-4.162286758422852,-1.7839760780334473,16,16,20,20,4,4,4.0,0,8,8,10,10,2.0
spatial-relations_17,spatial-relations,above,below,indirect,antonym,concept swap,0000,0,1,-1.7101306915283203,0.24018096923828125,-1.9503116607666016,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_18,spatial-relations,above,below,indirect,antonym,concept swap,0000,1,1,0.028810501098632812,0.08765220642089844,-0.058841705322265625,21,21,24,24,3,3,3.0,0,5,5,6,6,1.0
spatial-relations_31,spatial-relations,above,below,indirect,antonym,concept swap,0000,0,0,-4.544706344604492,-2.058849334716797,-2.4858570098876953,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_33,spatial-relations,above,below,indirect,antonym,concept swap,0000,0,0,-0.4984912872314453,-1.8407936096191406,1.3423023223876953,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
spatial-relations_37,spatial-relations,above,below,indirect,antonym,concept swap,0000,0,0,-2.4669151306152344,-0.3505058288574219,-2.1164093017578125,17,17,17,17,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_39,physical-interactions,break,fix,direct,antonym,concept swap,0110,0,0,-3.185056686401367,-1.7785091400146484,-1.4065475463867188,12,12,13,12,1,0,0.5,1,6,6,6,6,0.0
physical-interactions_266,physical-interactions,kick,drop,direct,antonym,concept swap,0110,1,0,0.5369434356689453,-1.5403356552124023,2.0772790908813477,16,19,15,17,-1,-2,-1.5,1,6,6,6,6,0.0
physical-interactions_272,physical-interactions,kick,drop,direct,antonym,concept swap,0110,1,0,1.3728628158569336,-0.5716285705566406,1.9444913864135742,18,21,17,19,-1,-2,-1.5,1,7,7,7,7,0.0
physical-interactions_274,physical-interactions,kick,drop,direct,antonym,concept swap,0110,1,1,1.780374526977539,0.7554264068603516,1.0249481201171875,16,19,15,17,-1,-2,-1.5,1,6,6,6,6,0.0
physical-interactions_306,physical-interactions,kick,touch,direct,antonym,concept swap,0110,1,0,0.5369434356689453,-1.5403356552124023,2.0772790908813477,16,19,15,17,-1,-2,-1.5,1,6,6,6,6,0.0
physical-interactions_312,physical-interactions,kick,touch,direct,antonym,concept swap,0110,1,0,1.3728628158569336,-0.5716285705566406,1.9444913864135742,18,21,17,19,-1,-2,-1.5,1,7,7,7,7,0.0
physical-interactions_314,physical-interactions,kick,touch,direct,antonym,concept swap,0110,1,1,1.780374526977539,0.7554264068603516,1.0249481201171875,16,19,15,17,-1,-2,-1.5,1,6,6,6,6,0.0
physical-interactions_366,physical-interactions,push,pull,direct,antonym,concept swap,0110,1,0,2.3865699768066406,-6.90647029876709,9.29304027557373,14,13,14,13,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_378,physical-interactions,push,pull,direct,antonym,concept swap,0110,0,0,-1.2829647064208984,-0.8205814361572266,-0.4623832702636719,16,17,16,17,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_336,physical-interactions,push,-,direct,other,variable swap,0110,1,1,2.258045196533203,1.43914794921875,0.8188972473144531,17,16,17,16,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_396,physical-interactions,revolve around,-,direct,variable swap,variable swap,0110,1,1,2.1983108520507812,2.9413070678710938,-0.7429962158203125,21,21,21,21,0,0,0.0,0,9,9,9,9,0.0
physical-interactions_149,physical-interactions,heat,cool,direct,variable_swap,concept swap,0110,1,0,0.4596138000488281,-3.449125289916992,3.9087390899658203,30,30,36,36,6,6,6.0,0,9,9,11,11,2.0
physical-interactions_163,physical-interactions,heat,cool,direct,variable_swap,variable swap,0110,1,0,0.4596138000488281,-3.449125289916992,3.9087390899658203,30,30,36,36,6,6,6.0,0,9,9,11,11,2.0
physical-interactions_48,physical-interactions,break,fix,indirect,antonym,concept swap,0110,1,1,0.09807872772216797,0.43978309631347656,-0.3417043685913086,16,15,15,15,-1,0,-0.5,-1,7,7,7,7,0.0
physical-interactions_325,physical-interactions,kick,touch,indirect,antonym,concept swap,0110,1,0,3.25640869140625,-2.4863224029541016,5.742731094360352,16,14,16,14,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_545,physical-interactions,throw,touch,indirect,antonym,concept swap,0110,1,0,3.25640869140625,-2.4863224029541016,5.742731094360352,16,14,16,14,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_327,physical-interactions,kick,touch,indirect,negation,concept swap,0110,1,0,0.9107151031494141,-0.5493450164794922,1.4600601196289062,19,20,19,20,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_547,physical-interactions,throw,touch,indirect,negation,concept swap,0110,1,0,0.9107151031494141,-0.5493450164794922,1.4600601196289062,19,20,19,20,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_279,physical-interactions,kick,drop,indirect,other,concept swap,0110,1,1,0.20162010192871094,0.6546611785888672,-0.45304107666015625,15,14,14,14,-1,0,-0.5,-1,7,7,7,7,0.0
physical-interactions_4,physical-interactions,attract,repel,direct,antonym,concept swap,0111,1,1,1.0228328704833984,1.2086219787597656,-0.1857891082763672,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_6,physical-interactions,attract,repel,direct,antonym,concept swap,0111,1,1,2.4070262908935547,0.5070571899414062,1.8999691009521484,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_8,physical-interactions,attract,repel,direct,antonym,concept swap,0111,1,0,1.3879280090332031,-0.30312156677246094,1.691049575805664,17,17,21,21,4,4,4.0,0,8,8,10,10,2.0
physical-interactions_11,physical-interactions,attract,repel,direct,antonym,concept swap,1110,0,1,-0.5697193145751953,0.8722457885742188,-1.441965103149414,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_12,physical-interactions,attract,repel,direct,antonym,concept swap,0111,1,1,1.7532634735107422,3.3851966857910156,-1.6319332122802734,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_14,physical-interactions,attract,repel,direct,antonym,concept swap,0111,1,1,3.125690460205078,2.7918319702148438,0.3338584899902344,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_27,physical-interactions,break,fix,direct,antonym,concept swap,0111,0,1,-2.550961494445801,0.3119068145751953,-2.862868309020996,12,12,13,12,1,0,0.5,1,6,6,6,6,0.0
physical-interactions_31,physical-interactions,break,fix,direct,antonym,concept swap,0111,0,1,-0.9909496307373047,0.43980979919433594,-1.4307594299316406,14,14,15,14,1,0,0.5,1,7,7,7,7,0.0
physical-interactions_32,physical-interactions,break,fix,direct,antonym,concept swap,1110,1,1,2.314159393310547,1.0362529754638672,1.2779064178466797,16,17,16,17,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_35,physical-interactions,break,fix,direct,antonym,concept swap,0111,0,1,-2.126598358154297,0.8292179107666016,-2.9558162689208984,12,12,14,13,2,1,1.5,1,6,6,7,7,1.0
physical-interactions_36,physical-interactions,break,fix,direct,antonym,concept swap,0111,1,1,0.5721626281738281,1.904623031616211,-1.3324604034423828,14,15,15,16,1,1,1.0,0,6,6,7,7,1.0
physical-interactions_44,physical-interactions,break,fix,direct,antonym,concept swap,1110,1,1,2.313385009765625,3.6181583404541016,-1.3047733306884766,15,16,15,16,0,0,0.0,0,7,7,7,7,0.0
