uid,domain,ConceptA,ConceptB,ContextType,ContextDiff,TargetDiff,old_instability_pattern,correct_43022,correct_43122,margin_43022,margin_43122,margin_seed_delta_430_minus_431,old_sent_len0,old_sent_len1,new_sent_len0,new_sent_len1,delta_sent_len0_new_minus_old,delta_sent_len1_new_minus_old,mean_sentence_len_delta_new_minus_old,delta_candidate_length_asymmetry_new_minus_old,old_target_len0,old_target_len1,new_target_len0,new_target_len1,target_len_delta_new_minus_old
physical-interactions_57,physical-interactions,catch,throw,direct,antonym,concept swap,1110,1,0,1.5576171875,-3.0364017486572266,4.594018936157227,14,13,14,13,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_59,physical-interactions,catch,throw,direct,antonym,concept swap,0010,1,0,2.0852737426757812,-3.5419559478759766,5.627229690551758,16,15,16,15,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_60,physical-interactions,catch,throw,direct,antonym,concept swap,0100,1,1,0.5910463333129883,0.7718000411987305,-0.1807537078857422,13,14,15,16,2,2,2.0,0,6,6,7,7,1.0
physical-interactions_62,physical-interactions,catch,throw,direct,antonym,concept swap,1110,0,1,-7.216377258300781,5.062530517578125,-12.278907775878906,13,14,13,14,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_63,physical-interactions,catch,throw,direct,antonym,concept swap,0100,1,0,3.174030303955078,-8.212499618530273,11.386529922485352,14,13,14,13,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_65,physical-interactions,catch,throw,direct,antonym,concept swap,0010,0,0,-0.6918125152587891,-4.537237167358398,3.8454246520996094,16,15,16,15,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_126,physical-interactions,drop,lift,direct,antonym,concept swap,0010,1,0,0.00713348388671875,-0.20217132568359375,0.2093048095703125,12,12,12,12,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_127,physical-interactions,drop,lift,direct,antonym,concept swap,0100,0,0,-0.11604690551757812,-0.8076591491699219,0.6916122436523438,12,12,12,12,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_128,physical-interactions,drop,lift,direct,antonym,concept swap,0010,0,0,-1.684274673461914,-0.87908935546875,-0.8051853179931641,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_130,physical-interactions,drop,lift,direct,antonym,concept swap,0010,0,1,-2.2077293395996094,0.0017852783203125,-2.209514617919922,12,12,13,13,1,1,1.0,0,6,6,7,7,1.0
physical-interactions_132,physical-interactions,drop,lift,direct,antonym,concept swap,0010,0,0,-3.619415283203125,-0.8161201477050781,-2.803295135498047,12,12,12,12,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_133,physical-interactions,drop,lift,direct,antonym,concept swap,0100,1,0,0.8918285369873047,-0.06756782531738281,0.9593963623046875,12,12,12,12,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_134,physical-interactions,drop,lift,direct,antonym,concept swap,0010,0,0,-0.3264312744140625,-0.4151611328125,0.0887298583984375,13,13,13,13,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_135,physical-interactions,drop,lift,direct,antonym,concept swap,0100,1,0,0.4992027282714844,-0.0047607421875,0.5039634704589844,13,13,13,13,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_269,physical-interactions,kick,drop,direct,antonym,concept swap,0111,1,1,0.8519134521484375,0.7239036560058594,0.12800979614257812,21,18,19,17,-2,-1,-1.5,-1,7,7,7,7,0.0
physical-interactions_270,physical-interactions,kick,drop,direct,antonym,concept swap,1110,0,0,-0.3241853713989258,-1.426802635192871,1.1026172637939453,16,19,17,19,1,0,0.5,1,6,6,7,7,1.0
physical-interactions_309,physical-interactions,kick,touch,direct,antonym,concept swap,0111,1,1,0.6030349731445312,1.755223274230957,-1.1521883010864258,21,18,19,17,-2,-1,-1.5,-1,7,7,7,7,0.0
physical-interactions_310,physical-interactions,kick,touch,direct,antonym,concept swap,1110,0,0,-0.3241853713989258,-1.426802635192871,1.1026172637939453,16,19,17,19,1,0,0.5,1,6,6,7,7,1.0
physical-interactions_0,physical-interactions,attract,repel,direct,antonym,concept swap,1111,1,1,0.76226806640625,1.2922515869140625,-0.5299835205078125,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_10,physical-interactions,attract,repel,direct,antonym,concept swap,1111,1,1,1.8507080078125,1.473602294921875,0.377105712890625,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
physical-interactions_17,physical-interactions,attract,repel,direct,antonym,concept swap,1111,0,0,-0.8423709869384766,-1.1268329620361328,0.28446197509765625,17,17,21,21,4,4,4.0,0,8,8,10,10,2.0
physical-interactions_28,physical-interactions,break,fix,direct,antonym,concept swap,1111,0,1,-0.21573829650878906,1.9359683990478516,-2.1517066955566406,14,15,14,15,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_30,physical-interactions,break,fix,direct,antonym,concept swap,1111,0,1,-0.1756744384765625,2.421884536743164,-2.5975589752197266,14,14,14,15,0,1,0.5,-1,7,7,7,7,0.0
physical-interactions_34,physical-interactions,break,fix,direct,antonym,concept swap,1111,1,1,2.7005176544189453,2.102649688720703,0.5978679656982422,12,12,13,14,1,2,1.5,-1,6,6,7,7,1.0
physical-interactions_50,physical-interactions,break,fix,indirect,antonym,concept swap,1111,1,1,0.6965608596801758,1.035780906677246,-0.3392200469970703,14,13,15,15,1,2,1.5,-1,6,6,7,7,1.0
physical-interactions_52,physical-interactions,break,fix,indirect,antonym,concept swap,1111,1,1,1.258854866027832,1.7588424682617188,-0.4999876022338867,16,15,15,15,-1,0,-0.5,-1,7,7,7,7,0.0
physical-interactions_54,physical-interactions,break,fix,indirect,antonym,concept swap,1111,1,1,2.6864728927612305,2.8746604919433594,-0.1881875991821289,14,13,13,13,-1,0,-0.5,-1,6,6,6,6,0.0
physical-interactions_68,physical-interactions,catch,throw,indirect,antonym,concept swap,1111,0,0,-0.4465065002441406,-0.6488742828369141,0.20236778259277344,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_29,physical-interactions,break,fix,direct,antonym,concept swap,0000,1,0,0.4705181121826172,-3.0046329498291016,3.4751510620117188,15,14,15,14,0,0,0.0,0,6,6,6,6,0.0
physical-interactions_69,physical-interactions,catch,throw,indirect,antonym,concept swap,0000,1,1,0.5544929504394531,1.4945220947265625,-0.9400291442871094,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_71,physical-interactions,catch,throw,indirect,antonym,concept swap,0000,1,1,0.48409271240234375,1.791707992553711,-1.3076152801513672,13,13,15,15,2,2,2.0,0,6,6,7,7,1.0
physical-interactions_73,physical-interactions,catch,throw,indirect,antonym,concept swap,0000,1,1,0.1353473663330078,1.1800193786621094,-1.0446720123291016,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
physical-interactions_80,physical-interactions,catch,throw,indirect,antonym,concept swap,0000,1,1,0.8200883865356445,0.10497283935546875,0.7151155471801758,15,16,17,18,2,2,2.0,0,6,6,7,7,1.0
physical-interactions_88,physical-interactions,collide with,-,direct,antonym,variable swap,0000,0,0,-1.324758529663086,-8.065383911132812,6.740625381469727,21,21,25,25,4,4,4.0,0,10,10,12,12,2.0
physical-interactions_94,physical-interactions,collide with,-,direct,antonym,variable swap,0000,0,0,-4.810260772705078,-6.691371917724609,1.8811111450195312,19,19,19,19,0,0,0.0,0,9,9,9,9,0.0
physical-interactions_96,physical-interactions,collide with,-,direct,variable swap,variable swap,0000,0,0,-13.399911880493164,-14.014461517333984,0.6145496368408203,19,19,19,19,0,0,0.0,0,9,9,9,9,0.0
physical-interactions_97,physical-interactions,collide with,-,direct,variable swap,variable swap,0000,0,0,-14.589468002319336,-12.392192840576172,-2.197275161743164,19,19,19,19,0,0,0.0,0,9,9,9,9,0.0
physical-interactions_98,physical-interactions,collide with,-,direct,variable swap,variable swap,0000,0,0,-15.003488540649414,-12.510932922363281,-2.492555618286133,19,19,19,19,0,0,0.0,0,9,9,9,9,0.0
social-relations_6,social-relations,boss,subordinate,direct,antonym,concept swap,0110,1,0,0.02679443359375,-3.6198348999023438,3.6466293334960938,15,14,17,17,2,3,2.5,-1,7,7,8,8,1.0
social-relations_18,social-relations,boss,subordinate,direct,antonym,concept swap,0110,0,0,-0.4265737533569336,-3.7961721420288086,3.369598388671875,15,14,15,15,0,1,0.5,-1,7,7,7,7,0.0
social-relations_460,social-relations,friend,enemy,direct,antonym,concept swap,0110,1,1,0.5445671081542969,3.07412052154541,-2.5295534133911133,12,12,12,13,0,1,0.5,-1,7,7,7,7,0.0
social-relations_462,social-relations,friend,enemy,direct,antonym,concept swap,0110,0,0,-2.802231788635254,-4.165776252746582,1.3635444641113281,12,12,12,13,0,1,0.5,-1,7,7,7,7,0.0
social-relations_466,social-relations,friend,enemy,direct,antonym,concept swap,0110,0,1,-2.249800682067871,1.9109687805175781,-4.160769462585449,12,12,14,15,2,3,2.5,-1,7,7,8,8,1.0
social-relations_470,social-relations,friend,enemy,direct,antonym,concept swap,0110,0,1,-0.7240505218505859,3.497089385986328,-4.221139907836914,10,10,12,13,2,3,2.5,-1,6,6,7,7,1.0
social-relations_476,social-relations,friend,enemy,direct,antonym,concept swap,0110,1,1,1.0262985229492188,3.61763858795166,-2.5913400650024414,12,12,12,13,0,1,0.5,-1,7,7,7,7,0.0
social-relations_478,social-relations,friend,enemy,direct,antonym,concept swap,0110,0,0,-3.1682052612304688,-0.4108619689941406,-2.757343292236328,12,12,12,13,0,1,0.5,-1,7,7,7,7,0.0
social-relations_1282,social-relations,teacher,student,direct,antonym,concept swap,0110,1,0,1.4908943176269531,-6.384340286254883,7.875234603881836,11,12,11,12,0,0,0.0,0,6,6,6,6,0.0
social-relations_32,social-relations,boss,subordinate,direct,antonym,variable swap,0110,1,0,0.02679443359375,-3.6198348999023438,3.6466293334960938,15,14,17,17,2,3,2.5,-1,7,7,8,8,1.0
social-relations_58,social-relations,boss,subordinate,direct,antonym,variable swap,0110,0,0,-0.4265737533569336,-3.7961721420288086,3.369598388671875,15,14,15,15,0,1,0.5,-1,7,7,7,7,0.0
social-relations_1297,social-relations,teacher,student,direct,antonym,variable swap,0110,0,1,-0.1527423858642578,5.0496826171875,-5.202425003051758,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_1316,social-relations,teacher,student,direct,antonym,variable swap,0110,1,0,1.4908943176269531,-6.384340286254883,7.875234603881836,11,12,11,12,0,0,0.0,0,6,6,6,6,0.0
social-relations_549,social-relations,friend,stranger,direct,negation,concept swap,0110,0,0,-2.71328067779541,-3.230630874633789,0.5173501968383789,14,12,14,12,0,0,0.0,0,7,7,7,7,0.0
social-relations_580,social-relations,landlord,roommate,direct,other,concept swap,0110,1,0,2.0327606201171875,-2.2940406799316406,4.326801300048828,16,15,18,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_1216,social-relations,sibling,child,direct,other,concept swap,0110,1,1,2.9843502044677734,2.266714096069336,0.7176361083984375,14,14,15,15,1,1,1.0,0,8,8,8,8,0.0
social-relations_72,social-relations,boss,subordinate,direct,variable swap,concept swap,0110,0,1,-0.08399677276611328,5.054651260375977,-5.13864803314209,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_670,social-relations,landlord,tenant,direct,variable swap,concept swap,0110,0,1,-2.1713027954101562,1.2321548461914062,-3.4034576416015625,16,16,17,17,1,1,1.0,0,7,7,8,8,1.0
social-relations_697,social-relations,landlord,tenant,direct,variable swap,concept swap,0110,0,1,-1.827199935913086,4.4060516357421875,-6.233251571655273,15,15,17,17,2,2,2.0,0,8,8,9,9,1.0
social-relations_1355,social-relations,teacher,student,direct,variable swap,concept swap,0110,1,1,0.14039993286132812,3.4851417541503906,-3.3447418212890625,13,13,13,13,0,0,0.0,0,6,6,6,6,0.0
social-relations_1367,social-relations,teacher,student,direct,variable swap,concept swap,0110,0,1,-0.40604209899902344,7.675533294677734,-8.081575393676758,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_124,social-relations,boss,subordinate,direct,variable swap,variable swap,0110,0,1,-0.08399677276611328,5.054651260375977,-5.13864803314209,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_150,social-relations,boss,subordinate,direct,variable swap,variable swap,0110,1,1,3.7574005126953125,1.76959228515625,1.9878082275390625,14,14,14,14,0,0,0.0,0,8,8,8,8,0.0
social-relations_159,social-relations,boss,subordinate,direct,variable swap,variable swap,0110,1,1,4.498729705810547,2.2718582153320312,2.2268714904785156,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_173,social-relations,boss,subordinate,direct,variable swap,variable swap,0110,0,1,-1.0329980850219727,0.48494911193847656,-1.5179471969604492,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_722,social-relations,landlord,tenant,direct,variable swap,variable swap,0110,0,1,-2.1713027954101562,1.2321548461914062,-3.4034576416015625,16,16,17,17,1,1,1.0,0,7,7,8,8,1.0
social-relations_775,social-relations,landlord,tenant,direct,variable swap,variable swap,0110,0,1,-1.827199935913086,4.4060516357421875,-6.233251571655273,15,15,17,17,2,2,2.0,0,8,8,9,9,1.0
social-relations_957,social-relations,parent,child,direct,variable swap,variable swap,0110,0,0,-0.820469856262207,-1.7739830017089844,0.9535131454467773,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_1423,social-relations,teacher,student,direct,variable swap,variable swap,0110,1,1,0.14039993286132812,3.4851417541503906,-3.3447418212890625,13,13,13,13,0,0,0.0,0,6,6,6,6,0.0
social-relations_1441,social-relations,teacher,student,direct,variable swap,variable swap,0110,0,1,-1.5039854049682617,1.992706298828125,-3.4966917037963867,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_1445,social-relations,teacher,student,direct,variable swap,variable swap,0110,0,1,-0.24283981323242188,0.83251953125,-1.0753593444824219,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_1447,social-relations,teacher,student,direct,variable swap,variable swap,0110,0,1,-0.40604209899902344,7.675533294677734,-8.081575393676758,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_189,social-relations,boss,subordinate,indirect,antonym,concept swap,0110,1,1,1.3623847961425781,0.9882011413574219,0.37418365478515625,20,20,22,22,2,2,2.0,0,9,9,10,10,1.0
social-relations_402,social-relations,colleague,boss,indirect,antonym,concept swap,0110,1,0,3.4132919311523438,-1.7824745178222656,5.195766448974609,17,16,17,16,0,0,0.0,0,8,8,8,8,0.0
social-relations_494,social-relations,friend,enemy,indirect,antonym,concept swap,0110,1,1,2.521554946899414,2.667233467102051,-0.14567852020263672,16,15,18,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_500,social-relations,friend,enemy,indirect,antonym,concept swap,0110,0,0,-1.7190971374511719,-0.02263641357421875,-1.6964607238769531,14,13,16,15,2,2,2.0,0,6,6,7,7,1.0
social-relations_511,social-relations,friend,enemy,indirect,antonym,concept swap,0110,1,0,1.1370391845703125,-1.7396488189697266,2.876688003540039,13,14,13,14,0,0,0.0,0,6,6,6,6,0.0
social-relations_566,social-relations,friend,stranger,indirect,antonym,concept swap,0110,0,0,-1.6872215270996094,-0.7820262908935547,-0.9051952362060547,17,18,16,18,-1,0,-0.5,-1,7,7,7,7,0.0
social-relations_960,social-relations,parent,child,indirect,antonym,concept swap,0110,1,0,1.5316314697265625,-1.6503715515136719,3.1820030212402344,13,14,13,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_972,social-relations,parent,child,indirect,antonym,concept swap,0110,1,1,0.9552707672119141,7.622189521789551,-6.666918754577637,11,12,13,14,2,2,2.0,0,6,6,7,7,1.0
social-relations_1255,social-relations,stranger,romantic partner,indirect,antonym,concept swap,0110,1,1,0.9243183135986328,1.1251716613769531,-0.2008533477783203,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
social-relations_229,social-relations,boss,subordinate,indirect,antonym,variable swap,0110,1,1,1.3623847961425781,0.9882011413574219,0.37418365478515625,20,20,22,22,2,2,2.0,0,9,9,10,10,1.0
social-relations_990,social-relations,parent,child,indirect,antonym,variable swap,0110,1,0,1.5316314697265625,-1.6503715515136719,3.1820030212402344,13,14,13,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_995,social-relations,parent,child,indirect,antonym,variable swap,0110,1,0,0.4457054138183594,-1.2748775482177734,1.7205829620361328,18,18,18,18,0,0,0.0,0,7,7,7,7,0.0
social-relations_1016,social-relations,parent,child,indirect,antonym,variable swap,0110,1,1,0.9552707672119141,7.622189521789551,-6.666918754577637,11,12,13,14,2,2,2.0,0,6,6,7,7,1.0
social-relations_521,social-relations,friend,romantic partner,indirect,other,concept swap,0110,1,1,1.7420883178710938,0.6161479949951172,1.1259403228759766,18,18,18,18,0,0,0.0,0,8,8,8,8,0.0
social-relations_529,social-relations,friend,romantic partner,indirect,other,concept swap,0110,1,1,1.9688186645507812,0.9093914031982422,1.059427261352539,16,16,18,18,2,2,2.0,0,7,7,8,8,1.0
social-relations_533,social-relations,friend,romantic partner,indirect,other,concept swap,0110,1,1,1.9328193664550781,0.7500801086425781,1.1827392578125,16,16,16,16,0,0,0.0,0,7,7,7,7,0.0
social-relations_539,social-relations,friend,romantic partner,indirect,other,concept swap,0110,1,1,0.8775634765625,1.0103416442871094,-0.13277816772460938,18,18,18,18,0,0,0.0,0,8,8,8,8,0.0
social-relations_284,social-relations,boss,subordinate,indirect,variable swap,concept swap,0110,1,1,0.12805557250976562,5.06767463684082,-4.939619064331055,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_816,social-relations,landlord,tenant,indirect,variable swap,concept swap,0110,1,1,5.420711517333984,9.439407348632812,-4.018695831298828,15,15,18,18,3,3,3.0,0,7,7,9,9,2.0
social-relations_829,social-relations,landlord,tenant,indirect,variable swap,concept swap,0110,0,1,-1.500579833984375,8.624958038330078,-10.125537872314453,15,15,17,17,2,2,2.0,0,8,8,9,9,1.0
social-relations_1087,social-relations,parent,child,indirect,variable swap,concept swap,0110,1,1,0.25145435333251953,14.401321411132812,-14.149867057800293,16,16,18,18,2,2,2.0,0,7,7,8,8,1.0
social-relations_338,social-relations,boss,subordinate,indirect,variable swap,variable swap,0110,1,1,0.12805557250976562,5.06767463684082,-4.939619064331055,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_387,social-relations,boss,subordinate,indirect,variable swap,variable swap,0110,0,0,-1.460789680480957,-4.803461074829102,3.3426713943481445,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_842,social-relations,landlord,tenant,indirect,variable swap,variable swap,0110,1,1,5.420711517333984,9.439407348632812,-4.018695831298828,15,15,18,18,3,3,3.0,0,7,7,9,9,2.0
social-relations_844,social-relations,landlord,tenant,indirect,variable swap,variable swap,0110,0,0,-1.5530014038085938,-2.6566390991210938,1.1036376953125,16,16,18,18,2,2,2.0,0,8,8,9,9,1.0
social-relations_869,social-relations,landlord,tenant,indirect,variable swap,variable swap,0110,0,1,-1.500579833984375,8.624958038330078,-10.125537872314453,15,15,17,17,2,2,2.0,0,8,8,9,9,1.0
social-relations_1165,social-relations,parent,child,indirect,variable swap,variable swap,0110,1,1,0.25145435333251953,14.401321411132812,-14.149867057800293,16,16,18,18,2,2,2.0,0,7,7,8,8,1.0
social-relations_1167,social-relations,parent,child,indirect,variable swap,variable swap,0110,0,0,-0.3500041961669922,-8.755025863647461,8.405021667480469,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_1519,social-relations,teacher,student,indirect,variable swap,variable swap,0110,0,0,-5.992191314697266,-2.8085994720458984,-3.183591842651367,15,15,15,15,0,0,0.0,0,6,6,6,6,0.0
social-relations_875,social-relations,parent,child,direct,active-passive,concept swap,1110,1,0,0.8078384399414062,-4.528694152832031,5.3365325927734375,12,10,14,12,2,2,2.0,0,6,6,7,7,1.0
social-relations_876,social-relations,parent,child,direct,active-passive,concept swap,0100,0,0,-6.85174560546875,-2.3156051635742188,-4.536140441894531,10,12,10,12,0,0,0.0,0,6,6,6,6,0.0
social-relations_882,social-relations,parent,child,direct,active-passive,variable swap,0010,0,0,-0.4969654083251953,-0.7772350311279297,0.2802696228027344,12,14,12,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_886,social-relations,parent,child,direct,active-passive,variable swap,0010,0,0,-6.708953857421875,-3.0278186798095703,-3.6811351776123047,12,14,14,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_889,social-relations,parent,child,direct,active-passive,variable swap,1110,1,0,0.8078384399414062,-4.528694152832031,5.3365325927734375,12,10,14,12,2,2,2.0,0,6,6,7,7,1.0
social-relations_892,social-relations,parent,child,direct,active-passive,variable swap,0100,0,0,-6.85174560546875,-2.3156051635742188,-4.536140441894531,10,12,10,12,0,0,0.0,0,6,6,6,6,0.0
social-relations_2,social-relations,boss,subordinate,direct,antonym,concept swap,0010,0,0,-0.5083999633789062,-3.222344398498535,2.713944435119629,15,14,15,15,0,1,0.5,-1,7,7,7,7,0.0
social-relations_4,social-relations,boss,subordinate,direct,antonym,concept swap,0010,0,0,-0.164398193359375,-4.286533355712891,4.122135162353516,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_7,social-relations,boss,subordinate,direct,antonym,concept swap,0111,0,1,-1.7620849609375,1.4742355346679688,-3.2363204956054688,16,17,19,19,3,2,2.5,1,9,9,10,10,1.0
social-relations_9,social-relations,boss,subordinate,direct,antonym,concept swap,1110,1,1,0.5510025024414062,1.6110000610351562,-1.05999755859375,14,14,16,16,2,2,2.0,0,8,8,9,9,1.0
social-relations_10,social-relations,boss,subordinate,direct,antonym,concept swap,0010,0,0,-0.23657894134521484,-3.8899879455566406,3.653409004211426,13,12,15,15,2,3,2.5,-1,6,6,7,7,1.0
social-relations_13,social-relations,boss,subordinate,direct,antonym,concept swap,1110,1,1,4.671985626220703,1.3978843688964844,3.2741012573242188,14,14,14,14,0,0,0.0,0,8,8,8,8,0.0
social-relations_14,social-relations,boss,subordinate,direct,antonym,concept swap,0010,0,0,-0.5455198287963867,-4.182009696960449,3.6364898681640625,13,12,13,13,0,1,0.5,-1,6,6,6,6,0.0
social-relations_464,social-relations,friend,enemy,direct,antonym,concept swap,1110,0,1,-0.25881385803222656,1.9214019775390625,-2.180215835571289,12,12,14,15,2,3,2.5,-1,7,7,8,8,1.0
social-relations_473,social-relations,friend,enemy,direct,antonym,concept swap,0010,0,0,-2.085630416870117,-3.7025585174560547,1.6169281005859375,10,10,11,10,1,0,0.5,1,6,6,6,6,0.0
social-relations_605,social-relations,landlord,tenant,direct,antonym,concept swap,0010,1,1,0.03157806396484375,0.6327629089355469,-0.6011848449707031,15,16,17,18,2,2,2.0,0,8,8,9,9,1.0
social-relations_607,social-relations,landlord,tenant,direct,antonym,concept swap,0111,1,1,0.07007980346679688,0.1256103515625,-0.055530548095703125,19,19,21,21,2,2,2.0,0,8,8,9,9,1.0
social-relations_608,social-relations,landlord,tenant,direct,antonym,concept swap,0010,0,1,-6.076168060302734,0.13022422790527344,-6.206392288208008,13,12,16,15,3,3,3.0,0,6,6,8,8,2.0
social-relations_615,social-relations,landlord,tenant,direct,antonym,concept swap,1110,1,1,1.5315322875976562,3.4660873413085938,-1.9345550537109375,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
social-relations_617,social-relations,landlord,tenant,direct,antonym,concept swap,0010,1,1,1.8393974304199219,1.1644477844238281,0.6749496459960938,15,16,15,16,0,0,0.0,0,8,8,8,8,0.0
social-relations_619,social-relations,landlord,tenant,direct,antonym,concept swap,0100,1,1,0.8162269592285156,0.6401290893554688,0.17609786987304688,17,17,17,17,0,0,0.0,0,8,8,8,8,0.0
social-relations_1269,social-relations,teacher,student,direct,antonym,concept swap,1110,0,1,-0.3517875671386719,1.8250179290771484,-2.1768054962158203,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
social-relations_1273,social-relations,teacher,student,direct,antonym,concept swap,0111,0,1,-0.5174942016601562,2.6067447662353516,-3.124238967895508,15,15,17,17,2,2,2.0,0,7,7,8,8,1.0
social-relations_1275,social-relations,teacher,student,direct,antonym,concept swap,0111,1,1,5.205219268798828,6.013038635253906,-0.8078193664550781,14,13,16,15,2,2,2.0,0,7,7,8,8,1.0
social-relations_1278,social-relations,teacher,student,direct,antonym,concept swap,0010,0,0,-1.7375516891479492,-5.631996154785156,3.894444465637207,11,12,13,14,2,2,2.0,0,6,6,7,7,1.0
social-relations_1285,social-relations,teacher,student,direct,antonym,concept swap,1110,0,1,-1.1283817291259766,1.6369800567626953,-2.765361785888672,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
social-relations_21,social-relations,boss,subordinate,direct,antonym,variable swap,0100,0,1,-0.8940877914428711,2.574838638305664,-3.468926429748535,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_24,social-relations,boss,subordinate,direct,antonym,variable swap,0010,0,0,-0.5083999633789062,-3.222344398498535,2.713944435119629,15,14,15,15,0,1,0.5,-1,7,7,7,7,0.0
social-relations_28,social-relations,boss,subordinate,direct,antonym,variable swap,0010,0,0,-0.164398193359375,-4.286533355712891,4.122135162353516,14,14,16,16,2,2,2.0,0,7,7,8,8,1.0
social-relations_30,social-relations,boss,subordinate,direct,antonym,variable swap,0010,0,0,-1.9626731872558594,-4.7207794189453125,2.758106231689453,16,16,18,18,2,2,2.0,0,9,9,10,10,1.0
social-relations_3,social-relations,boss,subordinate,direct,antonym,concept swap,1111,0,1,-0.9178047180175781,0.23505020141601562,-1.1528549194335938,16,17,17,17,1,0,0.5,1,9,9,9,9,0.0
social-relations_11,social-relations,boss,subordinate,direct,antonym,concept swap,1111,0,0,-1.2057685852050781,-0.9294891357421875,-0.2762794494628906,14,15,17,17,3,2,2.5,1,8,8,9,9,1.0
social-relations_19,social-relations,boss,subordinate,direct,antonym,concept swap,1111,0,0,-1.2635231018066406,-0.5938720703125,-0.6696510314941406,16,17,17,17,1,0,0.5,1,9,9,9,9,0.0
social-relations_27,social-relations,boss,subordinate,direct,antonym,variable swap,1111,0,1,-0.9178047180175781,0.23505020141601562,-1.1528549194335938,16,17,17,17,1,0,0.5,1,9,9,9,9,0.0
social-relations_41,social-relations,boss,subordinate,direct,antonym,variable swap,1111,0,0,-1.2057685852050781,-0.9294891357421875,-0.2762794494628906,14,15,17,17,3,2,2.5,1,8,8,9,9,1.0
social-relations_57,social-relations,boss,subordinate,direct,antonym,variable swap,1111,0,0,-1.2635231018066406,-0.5938720703125,-0.6696510314941406,16,17,17,17,1,0,0.5,1,9,9,9,9,0.0
social-relations_63,social-relations,boss,subordinate,direct,variable swap,concept swap,1111,1,1,5.469921112060547,0.4763031005859375,4.993618011474609,14,14,17,17,3,3,3.0,0,8,8,9,9,1.0
social-relations_64,social-relations,boss,subordinate,direct,variable swap,concept swap,1111,1,1,3.2594547271728516,0.6980800628662109,2.5613746643066406,14,14,14,14,0,0,0.0,0,7,7,7,7,0.0
social-relations_66,social-relations,boss,subordinate,direct,variable swap,concept swap,1111,1,1,8.828276634216309,7.710677146911621,1.1175994873046875,15,15,15,15,0,0,0.0,0,7,7,7,7,0.0
social-relations_71,social-relations,boss,subordinate,direct,variable swap,concept swap,1111,1,1,8.06304931640625,7.102367401123047,0.9606819152832031,16,16,17,17,1,1,1.0,0,9,9,9,9,0.0
social-relations_46,social-relations,boss,subordinate,direct,antonym,variable swap,0000,0,0,-0.20642471313476562,-0.75543212890625,0.5490074157714844,14,14,14,14,0,0,0.0,0,8,8,8,8,0.0
social-relations_62,social-relations,boss,subordinate,direct,variable swap,concept swap,0000,0,0,-2.2099390029907227,-3.754558563232422,1.5446195602416992,12,12,15,15,3,3,3.0,0,6,6,7,7,1.0
