seed,token_class,n_targets,mean_delta_gain_T_vs_N,se_delta_gain_T_vs_N,corr_with_log1p_OFF_freq,corr_with_delta_log1p_freq,corr_with_ALN_log1p_freq,mean_OFF_freq,median_OFF_freq,mean_delta_freq,median_delta_freq,frac_delta_freq_positive
seed43022,nonoverlap,2400,-0.5933967567762981,0.05031607619898993,-0.15235913919963073,-0.01016906012066592,-0.15376200941602636,2178.1225,446.0,-47.969166666666666,0.0,0.44416666666666665
seed43022,overlap,1200,3.5975192840897945,0.12355470651210862,-0.00884460772531662,-0.0027411092592652133,-0.009052482019622105,1412.1258333333333,299.0,-12.649166666666666,0.0,0.47583333333333333
seed43122,nonoverlap,2400,-0.880575756974156,0.052877603796737886,-0.09087846214529914,0.013635505686127296,-0.09063000510126212,2178.1225,446.0,-47.969166666666666,0.0,0.44416666666666665
seed43122,overlap,1200,4.199778949688965,0.13786710642094144,-0.005915908555819964,0.026034716167172713,-0.004167626690658288,1412.1258333333333,299.0,-12.649166666666666,0.0,0.47583333333333333
