pair_id,edit_class,is_transform,bridge_gap1,bridge_skip,bridge_span,bridge_absent,natcomp_gap1,natcomp_skip,natcomp_span,natcomp_absent
compact:frontier_consolidation_fwcompact_medium_007183,light_restructure,True,0.9090909090909091,0.09090909090909091,0.9642857142857143,0.0,1.0,0.0,0.2857142857142857,0.07692307692307693
compact:frontier_consolidation_fwcompact_medium_022843,light_restructure,True,0.8,0.2,1.0,0.0,0.4444444444444444,0.5555555555555556,1.0,0.3333333333333333
compact:frontier_consolidation_fwcompact_medium_053900,light_restructure,True,0.7272727272727273,0.2727272727272727,1.0,0.09090909090909091,0.8,0.2,1.0,0.1111111111111111
compact:frontier_consolidation_fwcompact_medium_024370,deletion_reorder,False,0.9090909090909091,0.09090909090909091,0.8125,0.0,1.0,0.0,1.0,0.25
compact:frontier_consolidation_fwcompact_medium_061373,light_restructure,True,0.8888888888888888,0.1111111111111111,0.78125,0.07692307692307693,0.875,0.125,1.0,0.3076923076923077
compact:frontier_consolidation_fwcompact_medium_051386,deletion_reorder,False,1.0,0.0,0.8461538461538461,0.0,,,0.038461538461538464,0.2857142857142857
compact:frontier_consolidation_fwcompact_medium_059769,light_restructure,True,0.875,0.125,0.8888888888888888,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.2222222222222222
compact:frontier_consolidation_fwcompact_medium_051691,light_restructure,True,0.75,0.25,1.0,0.0,0.6923076923076923,0.3076923076923077,1.0,0.09090909090909091
compact:frontier_consolidation_fwcompact_medium_039830,verbatim_substring,False,1.0,0.0,1.0,0.0,0.8888888888888888,0.1111111111111111,0.9375,0.125
compact:frontier_consolidation_fwcompact_medium_015343,deletion_reorder,False,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.0,0.5714285714285714,0.42857142857142855,0.9166666666666666,0.2
compact:frontier_consolidation_fwcompact_medium_046698,deletion_reorder,False,0.8461538461538461,0.15384615384615385,0.9444444444444444,0.0,0.5714285714285714,0.42857142857142855,1.0,0.1
compact:frontier_consolidation_fwcompact_medium_044349,deletion_reorder,False,0.9090909090909091,0.09090909090909091,1.0,0.0,0.75,0.25,1.0,0.07692307692307693
compact:frontier_consolidation_fwcompact_medium_039259,light_restructure,True,0.75,0.25,0.9459459459459459,0.0,0.8571428571428571,0.14285714285714285,0.9459459459459459,0.38461538461538464
compact:frontier_consolidation_fwcompact_medium_034662,verbatim_substring,False,1.0,0.0,1.0,0.0,1.0,0.0,0.5588235294117647,0.35
compact:frontier_consolidation_fwcompact_medium_011282,deletion_reorder,False,0.96875,0.03125,1.0,0.0,1.0,0.0,0.5714285714285714,0.19047619047619047
compact:frontier_consolidation_fwcompact_medium_017226,light_restructure,True,0.5833333333333334,0.4166666666666667,0.9615384615384616,0.0,0.5,0.5,0.9615384615384616,0.25
compact:frontier_consolidation_fwcompact_medium_029007,verbatim_substring,False,1.0,0.0,1.0,0.0,0.875,0.125,1.0,0.2
compact:frontier_consolidation_fwcompact_medium_038046,light_restructure,True,0.8,0.2,1.0,0.1,1.0,0.0,1.0,0.25
compact:frontier_consolidation_fwcompact_medium_029598,deletion_reorder,False,0.7692307692307693,0.23076923076923078,1.0,0.0,0.8333333333333334,0.16666666666666666,0.65,0.25
compact:frontier_consolidation_fwcompact_medium_031745,light_restructure,True,0.782608695652174,0.21739130434782608,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.1875
compact:frontier_consolidation_fwcompact_medium_003757,deletion_reorder,False,1.0,0.0,0.5,0.0,0.7777777777777778,0.2222222222222222,1.0,0.26666666666666666
compact:frontier_consolidation_fwcompact_medium_028240,light_restructure,True,0.6666666666666666,0.3333333333333333,0.9565217391304348,0.0,1.0,0.0,0.9565217391304348,0.2222222222222222
compact:frontier_consolidation_fwcompact_medium_044135,verbatim_substring,False,1.0,0.0,0.7096774193548387,0.0,1.0,0.0,0.5806451612903226,0.36363636363636365
compact:frontier_consolidation_fwcompact_medium_042231,light_restructure,True,0.8333333333333334,0.16666666666666666,1.0,0.0,1.0,0.0,1.0,0.4
compact:frontier_consolidation_fwcompact_medium_035734,light_restructure,True,0.75,0.25,0.8846153846153846,0.0,0.42857142857142855,0.5714285714285714,0.8846153846153846,0.2
compact:frontier_consolidation_fwcompact_medium_004982,light_restructure,True,0.6666666666666666,0.3333333333333333,0.9285714285714286,0.0,0.75,0.25,0.9285714285714286,0.4
compact:frontier_consolidation_fwcompact_medium_028160,deletion_reorder,False,0.875,0.125,1.0,0.0,0.875,0.125,0.9523809523809523,0.0
compact:frontier_consolidation_fwcompact_medium_029668,substantive_restructure,True,1.0,0.0,0.7647058823529411,0.0,0.5714285714285714,0.42857142857142855,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_053186,light_restructure,True,0.8571428571428571,0.14285714285714285,0.8518518518518519,0.0,1.0,0.0,0.8518518518518519,0.0
compact:frontier_consolidation_fwcompact_medium_032518,light_restructure,True,0.8823529411764706,0.11764705882352941,1.0,0.0,0.8,0.2,0.95,0.21428571428571427
compact:frontier_consolidation_fwcompact_medium_014152,verbatim_substring,False,1.0,0.0,1.0,0.0,0.9090909090909091,0.09090909090909091,1.0,0.09090909090909091
compact:frontier_consolidation_fwcompact_medium_041121,deletion_reorder,False,0.9090909090909091,0.09090909090909091,1.0,0.0,0.8,0.2,0.7692307692307693,0.0
compact:frontier_consolidation_fwcompact_medium_060456,light_restructure,True,0.8571428571428571,0.14285714285714285,0.47619047619047616,0.1,0.6666666666666666,0.3333333333333333,0.9523809523809523,0.25
compact:frontier_consolidation_fwcompact_medium_005065,verbatim_substring,False,0.9411764705882353,0.058823529411764705,0.8695652173913043,0.0,0.9411764705882353,0.058823529411764705,0.8695652173913043,0.0
compact:frontier_consolidation_fwcompact_medium_021666,light_restructure,True,0.6666666666666666,0.3333333333333333,0.88,0.0,0.5,0.5,0.88,0.2222222222222222
compact:frontier_consolidation_fwcompact_medium_016145,substantive_restructure,True,1.0,0.0,0.18518518518518517,0.0,1.0,0.0,0.18518518518518517,0.0
compact:frontier_consolidation_fwcompact_medium_050022,verbatim_substring,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.16666666666666666
compact:frontier_consolidation_fwcompact_medium_028466,light_restructure,True,0.7777777777777778,0.2222222222222222,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.16666666666666666
compact:frontier_consolidation_fwcompact_medium_038833,light_restructure,True,0.8333333333333334,0.16666666666666666,1.0,0.0,0.8,0.2,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_061243,light_restructure,True,0.7142857142857143,0.2857142857142857,0.8421052631578947,0.16666666666666666,0.6,0.4,0.7368421052631579,0.16666666666666666
compact:frontier_consolidation_fwcompact_medium_018859,verbatim_substring,False,1.0,0.0,1.0,0.0,0.7777777777777778,0.2222222222222222,0.8571428571428571,0.0
compact:frontier_consolidation_fwcompact_medium_046716,light_restructure,True,0.42857142857142855,0.5714285714285714,1.0,0.0,0.5,0.5,0.8571428571428571,0.2
compact:frontier_consolidation_fwcompact_medium_056426,deletion_reorder,False,0.8928571428571429,0.10714285714285714,0.9459459459459459,0.0,0.7142857142857143,0.2857142857142857,0.9459459459459459,0.1875
compact:frontier_consolidation_fwcompact_medium_050425,deletion_reorder,False,0.5714285714285714,0.42857142857142855,1.0,0.0,0.6666666666666666,0.3333333333333333,0.9166666666666666,0.0
compact:frontier_consolidation_fwcompact_medium_049612,deletion_reorder,False,0.9090909090909091,0.09090909090909091,1.0,0.0,1.0,0.0,1.0,0.2857142857142857
compact:frontier_consolidation_fwcompact_medium_022254,deletion_reorder,False,0.8666666666666667,0.13333333333333333,1.0,0.07692307692307693,0.7272727272727273,0.2727272727272727,0.9615384615384616,0.09090909090909091
compact:frontier_consolidation_fwcompact_medium_020399,deletion_reorder,False,0.8888888888888888,0.1111111111111111,0.6875,0.0,0.75,0.25,0.6875,0.0
compact:frontier_consolidation_fwcompact_medium_041332,substantive_restructure,True,0.5,0.5,0.8666666666666667,0.0,1.0,0.0,0.26666666666666666,0.0
compact:frontier_consolidation_fwcompact_medium_044414,verbatim_substring,False,1.0,0.0,0.8333333333333334,0.0,0.9285714285714286,0.07142857142857142,0.8333333333333334,0.0
compact:frontier_consolidation_fwcompact_medium_045193,light_restructure,True,1.0,0.0,0.6,0.0,1.0,0.0,0.6,0.14285714285714285
compact:frontier_consolidation_fwcompact_medium_054903,light_restructure,True,0.3333333333333333,0.6666666666666666,1.0,0.0,0.5,0.5,0.9285714285714286,0.0
compact:frontier_consolidation_fwcompact_medium_020098,substantive_restructure,True,0.6666666666666666,0.3333333333333333,0.8235294117647058,0.16666666666666666,0.75,0.25,0.8235294117647058,0.0
compact:frontier_consolidation_fwcompact_medium_054374,light_restructure,True,0.8888888888888888,0.1111111111111111,1.0,0.14285714285714285,0.5,0.5,1.0,0.3333333333333333
compact:frontier_consolidation_fwcompact_medium_031974,light_restructure,True,0.8,0.2,0.8636363636363636,0.0,0.8,0.2,0.8636363636363636,0.0
compact:frontier_consolidation_fwcompact_medium_022926,light_restructure,True,1.0,0.0,1.0,0.0,1.0,0.0,0.8666666666666667,0.0
compact:frontier_consolidation_fwcompact_medium_054149,verbatim_substring,False,1.0,0.0,1.0,0.0,0.8,0.2,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_061395,verbatim_substring,False,1.0,0.0,1.0,0.0,1.0,0.0,0.7857142857142857,0.07142857142857142
compact:frontier_consolidation_fwcompact_medium_056163,substantive_restructure,True,0.8333333333333334,0.16666666666666666,0.6428571428571429,0.0,0.75,0.25,0.35714285714285715,0.09090909090909091
compact:frontier_consolidation_fwcompact_medium_060117,light_restructure,True,0.7894736842105263,0.21052631578947367,0.6521739130434783,0.0,0.5454545454545454,0.45454545454545453,1.0,0.26666666666666666
compact:frontier_consolidation_fwcompact_medium_046535,deletion_reorder,False,0.8888888888888888,0.1111111111111111,0.7333333333333333,0.0,,,0.06666666666666667,0.16666666666666666
compact:frontier_consolidation_fwcompact_medium_047499,substantive_restructure,True,0.6666666666666666,0.3333333333333333,1.0,0.4,1.0,0.0,0.52,0.3333333333333333
compact:frontier_consolidation_fwcompact_medium_001136,deletion_reorder,False,0.9230769230769231,0.07692307692307693,0.625,0.0,0.6363636363636364,0.36363636363636365,1.0,0.16666666666666666
compact:frontier_consolidation_fwcompact_medium_006787,deletion_reorder,False,0.7777777777777778,0.2222222222222222,1.0,0.0,0.7142857142857143,0.2857142857142857,0.9166666666666666,0.0
compact:frontier_consolidation_fwcompact_medium_029308,deletion_reorder,False,0.9,0.1,1.0,0.0,0.8888888888888888,0.1111111111111111,0.9285714285714286,0.0
compact:frontier_consolidation_fwcompact_medium_028028,deletion_reorder,False,1.0,0.0,0.6923076923076923,0.0,1.0,0.0,0.6923076923076923,0.0
compact:frontier_consolidation_fwcompact_medium_039275,light_restructure,True,0.9,0.1,0.5714285714285714,0.0,0.9,0.1,0.75,0.18181818181818182
compact:frontier_consolidation_fwcompact_medium_002918,deletion_reorder,False,0.6666666666666666,0.3333333333333333,1.0,0.0,0.8333333333333334,0.16666666666666666,0.5263157894736842,0.0
compact:frontier_consolidation_fwcompact_medium_035775,deletion_reorder,False,0.9333333333333333,0.06666666666666667,0.95,0.0,1.0,0.0,0.75,0.1
compact:frontier_consolidation_fwcompact_medium_047497,substantive_restructure,True,0.5,0.5,0.8461538461538461,0.06666666666666667,0.75,0.25,1.0,0.0625
compact:frontier_consolidation_fwcompact_medium_002319,deletion_reorder,False,0.9375,0.0625,1.0,0.0,1.0,0.0,0.7222222222222222,0.14285714285714285
compact:frontier_consolidation_fwcompact_medium_039647,deletion_reorder,False,0.9090909090909091,0.09090909090909091,1.0,0.0,0.9285714285714286,0.07142857142857142,1.0,0.1
compact:frontier_consolidation_fwcompact_medium_004087,light_restructure,True,0.8571428571428571,0.14285714285714285,1.0,0.0,0.75,0.25,0.9047619047619048,0.2222222222222222
compact:frontier_consolidation_fwcompact_medium_051879,light_restructure,True,0.8,0.2,1.0,0.2857142857142857,0.7142857142857143,0.2857142857142857,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_030700,light_restructure,True,0.8823529411764706,0.11764705882352941,0.8214285714285714,0.0,0.8823529411764706,0.11764705882352941,0.8214285714285714,0.0625
compact:frontier_consolidation_fwcompact_medium_016834,light_restructure,True,0.8333333333333334,0.16666666666666666,1.0,0.2,0.8,0.2,0.9166666666666666,0.2
compact:frontier_consolidation_fwcompact_medium_017749,light_restructure,True,1.0,0.0,0.5714285714285714,0.0,0.8571428571428571,0.14285714285714285,0.7857142857142857,0.0
compact:frontier_consolidation_fwcompact_medium_031882,light_restructure,True,0.6923076923076923,0.3076923076923077,0.95,0.0,0.8571428571428571,0.14285714285714285,0.95,0.2
compact:frontier_consolidation_fwcompact_medium_030656,light_restructure,True,0.4444444444444444,0.5555555555555556,1.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0
compact:frontier_consolidation_fwcompact_medium_035364,light_restructure,True,0.625,0.375,0.9444444444444444,0.0,1.0,0.0,0.3888888888888889,0.0
compact:frontier_consolidation_fwcompact_medium_029796,light_restructure,True,0.9,0.1,1.0,0.0,1.0,0.0,0.9090909090909091,0.2
compact:frontier_consolidation_fwcompact_medium_046193,light_restructure,True,0.9130434782608695,0.08695652173913043,1.0,0.0,0.8571428571428571,0.14285714285714285,0.9310344827586207,0.125
compact:frontier_consolidation_fwcompact_medium_046131,deletion_reorder,False,0.9285714285714286,0.07142857142857142,1.0,0.0,0.8461538461538461,0.15384615384615385,0.9696969696969697,0.11764705882352941
