model,temperature,calib_mean_nll_T1,calib_best_mean_nll,qwen_delta_spec_T1,qwen_delta_spec_Tfit,qwen_delta_spec_rank,common_both_T1,common_both_Tfit,common_both_rank,common_delta_swing_T1,common_delta_swing_Tfit,common_delta_rank_swing
coherent86,1.1,3.984628384961532,3.970562770160345,0.0,0.0,0.0,20,20,20,0.0,0.0,0.0
ordinary_inherited_wwm_seed62064,1.1,3.978598322547399,3.9657363747174923,0.00027692016628054115,7.513536942294757e-05,-1.2386458333333323,21,21,21,-0.015963917459760488,-0.014696164244697113,-3.493333333333321
densemask_sparselabel_seed62064,1.1,4.020669095103557,4.002054626817027,0.16915143952187564,0.14678865148714978,66.97135416666667,21,21,20,0.6098622747829983,0.5443574689115799,117.79809523809524
clean_pres_lambda1_eval_seed62064,1.1,4.004602749932271,3.9881073019825495,0.11859463354883094,0.1007459675881546,42.69649305555556,21,21,20,0.38722254829747327,0.3458754409494855,74.87380952380953
clean_pres_lambda1_eval_seed62065,1.1,4.001655974926857,3.9855350261124283,0.11796569436167678,0.10040703126190541,43.14145833333334,21,21,20,0.38279963246413645,0.34194798075017474,73.13380952380952
