seed,contrast,delta_T_minus_U_full,delta_T_minus_N_full,note
43022,repeat_minus_repeat_split,0.3871542385432687,0.297939197234362,SE not recomputed here; use row-level files for inferential intervals
43022,view_minus_view_split,0.39605774311903985,0.4054676933308322,SE not recomputed here; use row-level files for inferential intervals
43022,view_minus_repeat,0.15730562521212446,0.2911000853761847,VIEW's extra aligned-restatement state-use effect over exact recurrence
43122,repeat_minus_repeat_split,0.5772698268356362,0.5861615358238657,SE not recomputed here; use row-level files for inferential intervals
43122,view_minus_view_split,0.534761726113939,0.4797457064697097,SE not recomputed here; use row-level files for inferential intervals
43122,view_minus_repeat,0.07185805678978396,0.1206060936720244,VIEW's extra aligned-restatement state-use effect over exact recurrence
