seed,comparison,n,delta_T_minus_U_full,se_delta_T_minus_U_full,z_delta_T_minus_U_full,delta_T_minus_N_full,delta_T_raw_full,delta_U_raw_full,delta_T_minus_U_content
43022,repeat_minus_clean,1125,0.2083222853821273,0.035381538051620996,5.8878809925727085,0.16077943902182348,0.18865020232221238,-0.01967208305991491,0.22996946655480102
43022,view_minus_clean,1125,0.36562791059425176,0.03737025629680255,9.783928365124307,0.45187952439800816,0.3643972123577254,-0.001230698236526398,0.38482870211596637
43022,repeat_split_minus_clean,1125,-0.17883195316114137,0.034920306259761856,-5.121145038959946,-0.1371597582125385,0.25644369660555943,0.4352756497667008,-0.19118536798788055
43022,view_split_minus_clean,1125,-0.030429832524788116,0.0350466981659565,-0.8682653179108013,0.04641183106717595,0.2498723307537839,0.28030216327857205,-0.03915977868501941
43122,repeat_minus_clean,1125,0.33178842176904677,0.03723505683709323,8.910646308951572,0.373595814269202,0.2973697722748766,-0.03441864949417018,0.3732185389438317
43122,view_minus_clean,1125,0.40364647855883073,0.037648146452016154,10.721549839732267,0.4942019079412264,0.47894193695363996,0.07529545839480922,0.4725207736485214
43122,repeat_split_minus_clean,1125,-0.2454814050665894,0.03462489785039591,-7.089736585714793,-0.21256572155466358,0.10247491558150415,0.3479563206480935,-0.25045381409502687
43122,view_split_minus_clean,1125,-0.13111524755510828,0.03561919043651388,-3.6810282869511726,0.014456201471516692,0.21276383491346101,0.3438790824685693,-0.11894529719945895
