target_class,contrast,gain_T_vs_N_mean,gain_T_vs_N_seed_sd,gain_U_vs_N_mean,gain_U_vs_N_seed_sd,gain_T_vs_U_mean,gain_T_vs_U_seed_sd,mean_pairs
overlap,RminusC,0.1090419302193112,0.1215864120906677,0.0123067572124866,0.0270702345121388,0.0967351730068245,0.0996208411522855,1200.0
overlap,VminusC,0.2376388054194393,0.070553654544334,0.006856861109018,0.0158533525049723,0.2307819443104213,0.0818415497977518,1200.0
overlap,VminusR,0.1285968752001281,0.0533397238836067,-0.0054498961034685,0.0355079529356996,0.1340467713035967,0.0231849910352046,1200.0
nonoverlap,RminusC,-0.2171304292915738,0.0285409349720827,0.0109872305095201,0.0498751511047927,-0.2281176598010939,0.0530133393367047,1200.0
nonoverlap,VminusC,0.0316145040857588,0.0398495262034384,-0.0052224283004653,0.0254956644626911,0.0368369323862242,0.0447215999971105,1200.0
nonoverlap,VminusR,0.2487449333773327,0.0645811037060401,-0.0162096588099855,0.0280140023184524,0.2649545921873181,0.083259055189262,1200.0
ALL,RminusC,-0.0540442495361313,0.0539963596499697,0.0116469938610033,0.0382594302813875,-0.0656912433971346,0.0267144834031148,1200.0
ALL,VminusC,0.134626654752599,0.0538892919716089,0.0008172164042763,0.0167793642806381,0.1338094383483227,0.0574197978601862,1200.0
ALL,VminusR,0.1886709042887303,0.0115757790876155,-0.010829777456727,0.0313994846404215,0.1995006817454574,0.0317923847880726,1200.0
