seed,arm,checkpoint,probe_set,slot_mode,packet_type,condition,grouping,n_packets,mean_full_m_orig_new_minus_source,se_full_m_orig_new_minus_source,fraction_positive_full_m_orig_new_minus_source,mean_full_m_source_minus_orig_new,se_full_m_source_minus_orig_new,fraction_positive_full_m_source_minus_orig_new,mean_full_m_source_minus_swapped_new,se_full_m_source_minus_swapped_new,fraction_positive_full_m_source_minus_swapped_new,mean_full_m_orig_new_minus_swapped_new,se_full_m_orig_new_minus_swapped_new,fraction_positive_full_m_orig_new_minus_swapped_new,mean_full_gold_margin_vs_original_competitor,se_full_gold_margin_vs_original_competitor,fraction_positive_full_gold_margin_vs_original_competitor,mean_full_retention_margin_vs_swapped_new,se_full_retention_margin_vs_swapped_new,fraction_positive_full_retention_margin_vs_swapped_new,mean_content_m_orig_new_minus_source,se_content_m_orig_new_minus_source,fraction_positive_content_m_orig_new_minus_source,mean_content_m_source_minus_orig_new,se_content_m_source_minus_orig_new,fraction_positive_content_m_source_minus_orig_new,mean_content_m_source_minus_swapped_new,se_content_m_source_minus_swapped_new,fraction_positive_content_m_source_minus_swapped_new,mean_content_m_orig_new_minus_swapped_new,se_content_m_orig_new_minus_swapped_new,fraction_positive_content_m_orig_new_minus_swapped_new,mean_content_gold_margin_vs_original_competitor,se_content_gold_margin_vs_original_competitor,fraction_positive_content_gold_margin_vs_original_competitor,mean_content_retention_margin_vs_swapped_new,se_content_retention_margin_vs_swapped_new,fraction_positive_content_retention_margin_vs_swapped_new,updated_conflict_heuristic,gold_state_type
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.5935200996370857,0.15900164812422246,0.61,-0.5935200996370857,0.15900164812422246,0.39,4.7337912383525165,0.20998973780962987,0.92,5.327311337989602,0.19865230091665145,0.945,-0.5935200996370857,0.15900164812422246,0.39,4.7337912383525165,0.20998973780962987,0.92,0.7491691059505716,0.1943313542467094,0.585,-0.7491691059505716,0.1943313542467094,0.415,5.517531700529579,0.21135715777865122,0.945,6.266700806480151,0.19819957162451168,0.96,-0.7491691059505716,0.1943313542467094,0.415,5.517531700529579,0.21135715777865122,0.945,,
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.883580498591804,0.22116286514068442,0.095,3.883580498591804,0.22116286514068442,0.905,-0.6097262961057064,0.1704926078092077,0.39,-4.493306794697511,0.2098356292086591,0.09,3.883580498591804,0.22116286514068442,0.905,-0.6097262961057064,0.1704926078092077,0.39,-4.464069786268904,0.2326167815255112,0.095,4.464069786268904,0.2326167815255112,0.905,-0.7744857029002794,0.20520153319184736,0.395,-5.238555489169183,0.22302359300372754,0.075,4.464069786268904,0.2326167815255112,0.905,-0.7744857029002794,0.20520153319184736,0.395,,
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-3.9938292904474824,0.21864966953240025,0.085,3.9938292904474824,0.21864966953240025,0.915,4.86269831655692,0.21270646152183142,0.935,0.8688690261094378,0.21251144114347167,0.59,3.9938292904474824,0.21864966953240025,0.915,4.86269831655692,0.21270646152183142,0.935,-4.610627283628836,0.22656692870588913,0.09,4.610627283628836,0.22656692870588913,0.91,5.644493336151398,0.21135744420021824,0.945,1.0338660525225625,0.20536259121815562,0.64,4.610627283628836,0.22656692870588913,0.91,5.644493336151398,0.21135744420021824,0.945,,
43022,base,chck_100M,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,0.9102297708583069,0.22134455665068553,0.6,-0.9102297708583069,0.22134455665068553,0.4,5.092809746972953,0.2329726483521787,0.92,6.00303951783126,0.2021684384596358,0.97,0.9102297708583069,0.22134455665068553,0.6,5.092809746972953,0.2329726483521787,0.92,1.0214084184620598,0.23739989511366294,0.61,-1.0214084184620598,0.23739989511366294,0.39,5.836771621496775,0.23094381215957924,0.93,6.858180039958834,0.18841520314893279,0.975,1.0214084184620598,0.23739989511366294,0.61,5.836771621496775,0.23094381215957924,0.93,,
43022,base,chck_100M,balanced_heldout,template,UPDATED_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.754096047641854,0.2497917739484118,0.1,4.754096047641854,0.2497917739484118,0.9,-0.6406526012319647,0.23571561436017283,0.47,-5.3947486488738186,0.21422972116389213,0.03,-4.754096047641854,0.2497917739484118,0.1,-0.6406526012319647,0.23571561436017283,0.47,-5.200342689459819,0.25048612536056886,0.095,5.200342689459819,0.25048612536056886,0.905,-0.6799759831037223,0.2616518150381109,0.495,-5.880318672563542,0.21319629880294816,0.03,-5.200342689459819,0.25048612536056886,0.095,-0.6799759831037223,0.2616518150381109,0.495,,
43022,base,chck_100M,balanced_heldout,template,UPDATED_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition,200,-4.877307537636139,0.24270357895859448,0.085,4.877307537636139,0.24270357895859448,0.915,5.31151295484168,0.23513874501809273,0.93,0.4342054172055408,0.1872382687957428,0.565,-4.877307537636139,0.24270357895859448,0.085,5.31151295484168,0.23513874501809273,0.93,-5.356466749727863,0.2421069694735342,0.08,5.356466749727863,0.2421069694735342,0.92,6.093628837128341,0.23123443474877978,0.935,0.7371620874004771,0.179987849224829,0.615,-5.356466749727863,0.2421069694735342,0.08,6.093628837128341,0.23123443474877978,0.935,,
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,0.5935200996370857,0.15900164812422246,0.61,-0.5935200996370857,0.15900164812422246,0.39,4.7337912383525165,0.20998973780962987,0.92,5.327311337989602,0.19865230091665145,0.945,-0.5935200996370857,0.15900164812422246,0.39,4.7337912383525165,0.20998973780962987,0.92,0.7491691059505716,0.1943313542467094,0.585,-0.7491691059505716,0.1943313542467094,0.415,5.517531700529579,0.21135715777865122,0.945,6.266700806480151,0.19819957162451168,0.96,-0.7491691059505716,0.1943313542467094,0.415,5.517531700529579,0.21135715777865122,0.945,,
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,U,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.883580498591804,0.22116286514068442,0.095,3.883580498591804,0.22116286514068442,0.905,-0.6097262961057064,0.1704926078092077,0.39,-4.493306794697511,0.2098356292086591,0.09,3.883580498591804,0.22116286514068442,0.905,-0.6097262961057064,0.1704926078092077,0.39,-4.464069786268904,0.2326167815255112,0.095,4.464069786268904,0.2326167815255112,0.905,-0.7744857029002794,0.20520153319184736,0.395,-5.238555489169183,0.22302359300372754,0.075,4.464069786268904,0.2326167815255112,0.905,-0.7744857029002794,0.20520153319184736,0.395,,
43022,base,chck_100M,balanced_heldout,template,UNCHANGED_DISTRACTOR_USE,N,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,200,-3.9938292904474824,0.21864966953240025,0.085,3.9938292904474824,0.21864966953240025,0.915,4.86269831655692,0.21270646152183142,0.935,0.8688690261094378,0.21251144114347167,0.59,3.9938292904474824,0.21864966953240025,0.915,4.86269831655692,0.21270646152183142,0.935,-4.610627283628836,0.22656692870588913,0.09,4.610627283628836,0.22656692870588913,0.91,5.644493336151398,0.21135744420021824,0.945,1.0338660525225625,0.20536259121815562,0.64,4.610627283628836,0.22656692870588913,0.91,5.644493336151398,0.21135744420021824,0.945,,
43022,base,chck_100M,balanced_heldout,template,UPDATED_USE,T,seed+arm+checkpoint+probe_set+slot_mode+packet_type+condition+updated_conflict_heuristic,131,0.7631766940913504,0.24754093680209138,0.5725190839694656,-0.7631766940913504,0.24754093680209138,0.42748091603053434,5.014643365928642,0.293738151651706,0.9236641221374046,5.777820060019993,0.24290198605714552,0.9694656488549618,0.7631766940913504,0.24754093680209138,0.5725190839694656,5.014643365928642,0.293738151651706,0.9236641221374046,0.8432783216207012,0.2675369126347433,0.5954198473282443,-0.8432783216207012,0.2675369126347433,0.40458015267175573,5.843406567978164,0.2884182201543675,0.9312977099236641,6.686684889598865,0.2324551710622191,0.9770992366412213,0.8432783216207012,0.2675369126347433,0.5954198473282443,5.843406567978164,0.2884182201543675,0.9312977099236641,True,
