subset,n,item_point_pp,item_p025,item_p50,item_p975,n_clusters,cluster_point_pp,cluster_p025,cluster_p50,cluster_p975
stable_five_item_pool,170519,0.18003858807522916,-0.06468487437814474,0.17564024776220322,0.4193080961704254,105,0.18003858807522916,-1.0474323980284688,0.2362646795685014,1.8171916181559096
EWoK_plus_Entity_item_pool,14398,-1.0557021808584526,-1.7469440162181855,-0.9758299589157104,-0.22121127247810457,29,-1.0557021808584526,-2.072068044949401,-1.0283094814030025,0.04647139293473686
BLiMP,59875,1.424634655532359,1.1181211173534393,1.4154489040374756,1.697745296359062,67,1.424634655532359,0.24622418065513652,1.5105823188811605,2.7762510260320816
Supplement,5218,-4.503641241855117,-5.5596013307571415,-4.503641128540039,-3.437619769573214,5,-4.503641241855117,-5.63301513334916,-4.475278483486417,-0.4227773301101277
EWoK,7618,-0.4594381727487529,-1.535836100578308,-0.4791283905506134,0.7288658186793324,11,-0.4594381727487529,-1.8799482241289847,-0.46794559613283326,1.450136948942351
Entity,6780,-1.7256637168141593,-2.581858432292938,-1.7109144926071167,-0.8842182710766799,18,-1.7256637168141593,-2.9792513777669116,-1.6966568313802615,-0.44391688445097877
COMPS,91028,-0.17467152963923188,-0.5511765733361245,-0.1757700890302658,0.15951136015355566,4,-0.17467152963923188,-3.1918357800805985,-0.17467152963923188,3.222420120898074
GlobalPIQA_item_pool,203,2.4630541871921183,-2.721674919128418,2.955665111541748,7.647783279418935,2,2.4630541871921183,-3.883495145631068,2.4630541871921183,9.0
