frame_id,base_id,condition,family,object,alt_a,alt_b,delta1,delta2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias
IF_00001,BASE_0001,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
IF_00002,BASE_0001,explicit_final,empty_full,glass,empty,full,8.44535094499588,-9.476636111736298,17.921987056732178,8.44535094499588,True,False,False
IF_00003,BASE_0001,last_event,empty_full,glass,empty,full,0.8149309158325195,0.19647789001464844,0.6184530258178711,-0.19647789001464844,False,True,False
IF_00004,BASE_0001,consistent_prior,empty_full,glass,empty,full,6.940307050943375,-7.18569103628397,14.125998087227345,6.940307050943375,True,False,False
IF_00005,BASE_0001,distractor_event,empty_full,glass,empty,full,1.7513771057128906,1.2154207229614258,0.5359563827514648,-1.2154207229614258,False,True,False
IF_00006,BASE_0001,contradict_bare,empty_full,glass,empty,full,-8.537167066708207,7.025599732995033,-15.56276679970324,-8.537167066708207,False,False,False
IF_00007,BASE_0001,contradict_temporal,empty_full,glass,empty,full,-8.822180146351457,7.775272347033024,-16.59745249338448,-8.822180146351457,False,False,False
IF_00008,BASE_0001,contradict_reinforced,empty_full,glass,empty,full,-7.228178985416889,7.185892254114151,-14.41407123953104,-7.228178985416889,False,False,False
IF_00009,BASE_0001,explicit_override,empty_full,glass,empty,full,0.9367266297340393,-5.058220140635967,5.994946770370007,0.9367266297340393,True,False,False
IF_00010,BASE_0001,reported_event,empty_full,glass,empty,full,1.3407397270202637,0.9433672428131104,0.3973724842071533,-0.9433672428131104,False,True,False
IF_00011,BASE_0002,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
IF_00012,BASE_0002,explicit_final,empty_full,glass,empty,full,8.44535094499588,-9.476636111736298,17.921987056732178,8.44535094499588,True,False,False
IF_00013,BASE_0002,last_event,empty_full,glass,empty,full,0.7121343612670898,0.011383056640625,0.7007513046264648,-0.011383056640625,False,True,False
IF_00014,BASE_0002,consistent_prior,empty_full,glass,empty,full,6.892801403999329,-7.530620377510786,14.423421781510115,6.892801403999329,True,False,False
IF_00015,BASE_0002,distractor_event,empty_full,glass,empty,full,1.2051010131835938,0.9607305526733398,0.2443704605102539,-0.9607305526733398,False,True,False
IF_00016,BASE_0002,contradict_bare,empty_full,glass,empty,full,-8.648333569988608,7.204848684370518,-15.853182254359126,-8.648333569988608,False,False,False
IF_00017,BASE_0002,contradict_temporal,empty_full,glass,empty,full,-8.93358021043241,7.959486573934555,-16.893066784366965,-8.93358021043241,False,False,False
IF_00018,BASE_0002,contradict_reinforced,empty_full,glass,empty,full,-7.579412817955017,7.430369608104229,-15.009782426059246,-7.579412817955017,False,False,False
IF_00019,BASE_0002,explicit_override,empty_full,glass,empty,full,0.9367266297340393,-5.058220140635967,5.994946770370007,0.9367266297340393,True,False,False
IF_00020,BASE_0002,reported_event,empty_full,glass,empty,full,0.9571347236633301,0.2363758087158203,0.7207589149475098,-0.2363758087158203,False,True,False
IF_00021,BASE_0003,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
IF_00022,BASE_0003,explicit_final,empty_full,glass,empty,full,8.44535094499588,-9.476636111736298,17.921987056732178,8.44535094499588,True,False,False
IF_00023,BASE_0003,last_event,empty_full,glass,empty,full,0.5146217346191406,-0.05401897430419922,0.5686407089233398,0.05401897430419922,True,False,False
IF_00024,BASE_0003,consistent_prior,empty_full,glass,empty,full,6.6853319853544235,-7.478530652821064,14.163862638175488,6.6853319853544235,True,False,False
IF_00025,BASE_0003,distractor_event,empty_full,glass,empty,full,0.8881127834320068,0.8247852325439453,0.06332755088806152,-0.8247852325439453,False,True,False
IF_00026,BASE_0003,contradict_bare,empty_full,glass,empty,full,-8.834896443411708,6.9463071674108505,-15.781203610822558,-8.834896443411708,False,False,False
IF_00027,BASE_0003,contradict_temporal,empty_full,glass,empty,full,-9.090137030929327,7.650239430367947,-16.740376461297274,-9.090137030929327,False,False,False
IF_00028,BASE_0003,contradict_reinforced,empty_full,glass,empty,full,-7.745757546275854,7.187039591372013,-14.932797137647867,-7.745757546275854,False,False,False
IF_00029,BASE_0003,explicit_override,empty_full,glass,empty,full,0.9367266297340393,-5.058220140635967,5.994946770370007,0.9367266297340393,True,False,False
IF_00030,BASE_0003,reported_event,empty_full,glass,empty,full,0.154876708984375,0.023740768432617188,0.1311359405517578,-0.023740768432617188,False,True,False
IF_00031,BASE_0004,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
IF_00032,BASE_0004,explicit_final,empty_full,glass,empty,full,8.44535094499588,-9.476636111736298,17.921987056732178,8.44535094499588,True,False,False
IF_00033,BASE_0004,last_event,empty_full,glass,empty,full,0.8935585021972656,0.05330181121826172,0.8402566909790039,-0.05330181121826172,False,True,False
IF_00034,BASE_0004,consistent_prior,empty_full,glass,empty,full,7.094868138432503,-7.117455471307039,14.212323609739542,7.094868138432503,True,False,False
IF_00035,BASE_0004,distractor_event,empty_full,glass,empty,full,2.1926090717315674,2.0248947143554688,0.16771435737609863,-2.0248947143554688,False,True,False
IF_00036,BASE_0004,contradict_bare,empty_full,glass,empty,full,-8.453422043472528,7.449777074158192,-15.90319911763072,-8.453422043472528,False,False,False
IF_00037,BASE_0004,contradict_temporal,empty_full,glass,empty,full,-8.77910628169775,7.861556068062782,-16.640662349760532,-8.77910628169775,False,False,False
IF_00038,BASE_0004,contradict_reinforced,empty_full,glass,empty,full,-6.827002599835396,7.396064683794975,-14.223067283630371,-7.396064683794975,False,False,False
IF_00039,BASE_0004,explicit_override,empty_full,glass,empty,full,0.9367266297340393,-5.058220140635967,5.994946770370007,0.9367266297340393,True,False,False
IF_00040,BASE_0004,reported_event,empty_full,glass,empty,full,3.452369213104248,2.831421136856079,0.620948076248169,-2.831421136856079,False,True,False
IF_00041,BASE_0005,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
IF_00042,BASE_0005,explicit_final,empty_full,glass,empty,full,8.44535094499588,-9.476636111736298,17.921987056732178,8.44535094499588,True,False,False
IF_00043,BASE_0005,last_event,empty_full,glass,empty,full,0.7931780815124512,-0.004189491271972656,0.7973675727844238,0.004189491271972656,True,False,False
IF_00044,BASE_0005,consistent_prior,empty_full,glass,empty,full,6.902059316635132,-7.4377363212406635,14.339795637875795,6.902059316635132,True,False,False
IF_00045,BASE_0005,distractor_event,empty_full,glass,empty,full,1.3639161586761475,0.992828369140625,0.37108778953552246,-0.992828369140625,False,True,False
IF_00046,BASE_0005,contradict_bare,empty_full,glass,empty,full,-8.737965010106564,7.205784007906914,-15.943749018013477,-8.737965010106564,False,False,False
IF_00047,BASE_0005,contradict_temporal,empty_full,glass,empty,full,-9.01070555485785,7.808895401656628,-16.819600956514478,-9.01070555485785,False,False,False
IF_00048,BASE_0005,contradict_reinforced,empty_full,glass,empty,full,-7.649063911288977,7.260722018778324,-14.9097859300673,-7.649063911288977,False,False,False
IF_00049,BASE_0005,explicit_override,empty_full,glass,empty,full,0.9367266297340393,-5.058220140635967,5.994946770370007,0.9367266297340393,True,False,False
IF_00050,BASE_0005,reported_event,empty_full,glass,empty,full,1.0034589767456055,0.5790863037109375,0.42437267303466797,-0.5790863037109375,False,True,False
IF_00051,BASE_0006,no_context,empty_full,glass,empty,full,-0.30052661895751953,-0.30052661895751953,0.0,-0.30052661895751953,False,False,True
