role,token_class,n_checkpoints,n,T,U,N,A_T,A_U,G
OFF,nonoverlap,3,2730.0,6.792053842247533,8.111171002218883,8.470488787688524,1.6784349454409913,0.35931778546964005,1.3191171599713511
OFF,overlap,3,3170.0,3.441677514137455,7.9295171823950925,8.285423147983627,4.84374563384617,0.35590596558853244,4.487839668257638
SHUF,nonoverlap,3,2730.0,6.677473762212833,7.963385061020207,8.195016660505589,1.5175428982927566,0.23163159948538292,1.2859112988073738
SHUF,overlap,3,3170.0,3.9605529749827197,7.8747848059053185,8.082745418327686,4.122192443344966,0.20796061242236752,3.914231830922599
