contrast,role_a,role_b,n,delta_gain,gain_a,gain_b,delta_repeated_nll,delta_unrepeated_nll
SHUFminusOFF,SHUF,OFF,2000,-0.22156491722828475,2.1083507279677502,2.329915645196035,0.12289846736359955,-0.0986664498646852
