role,checkpoint,pair_id,target_key,overlap_bin,token_class,surface_word_class,target_word,target_token_id,N,T,U,gain_T_vs_U,gain_T_vs_N,gain_U_vs_N
OFF,chck_100M,wikilarge_017089608da0d2887c82,wikilarge_017089608da0d2887c82:1,medium,overlap,overlap,sea,2121,9.866488456726074,2.4325387477874756,9.831092834472656,7.398554086685181,7.433949708938599,0.03539562225341797
OFF,chck_100M,wikilarge_017089608da0d2887c82,wikilarge_017089608da0d2887c82:4,medium,nonoverlap,nonoverlap,pictures,2920,13.389062881469727,14.029537200927734,13.062418937683105,-0.9671182632446289,-0.6404743194580078,0.3266439437866211
OFF,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:1,medium,nonoverlap,nonoverlap,people,605,8.878713607788086,12.804953575134277,12.376764297485352,-0.4281892776489258,-3.9262399673461914,-3.4980506896972656
OFF,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:4,medium,nonoverlap,nonoverlap,name,866,10.033894538879395,9.175962448120117,8.994131088256836,-0.18183135986328125,0.8579320907592773,1.0397634506225586
OFF,chck_100M,wikilarge_017e738f835259332345,wikilarge_017e738f835259332345:5,medium,overlap,overlap,simply,3217,11.082894325256348,6.932428359985352,11.53984260559082,4.607414245605469,4.150465965270996,-0.45694828033447266
OFF,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:2,medium,overlap,overlap,constructed,8141,14.66166877746582,9.081548690795898,13.493807792663574,4.412259101867676,5.580120086669922,1.167860984802246
OFF,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:4,medium,nonoverlap,nonoverlap,used,987,11.588035583496094,12.26843547821045,11.249717712402344,-1.0187177658081055,-0.6803998947143555,0.33831787109375
OFF,chck_100M,wikilarge_01963191926527b51b32,wikilarge_01963191926527b51b32:5,medium,nonoverlap,nonoverlap,now,501,12.502029418945312,12.99368667602539,11.240939140319824,-1.7527475357055664,-0.4916572570800781,1.2610902786254883
OFF,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:10,high,nonoverlap,nonoverlap,put,563,11.813329696655273,14.3118314743042,12.771693229675293,-1.5401382446289062,-2.498501777648926,-0.9583635330200195
OFF,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:13,high,nonoverlap,overlap,king,1116,10.10769271850586,15.003931999206543,11.083921432495117,-3.920010566711426,-4.896239280700684,-0.9762287139892578
OFF,chck_100M,wikilarge_01d00fc38d7168edc816,wikilarge_01d00fc38d7168edc816:2,high,overlap,overlap,armed,7736,12.451737403869629,11.993657112121582,14.382411003112793,2.388753890991211,0.4580802917480469,-1.930673599243164
OFF,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:5,medium,overlap,overlap,russian,3579,10.05421257019043,11.354270935058594,11.679692268371582,0.3254213333129883,-1.300058364868164,-1.6254796981811523
OFF,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:6,medium,nonoverlap,nonoverlap,football,2789,15.142539978027344,15.06649112701416,14.991984367370605,-0.07450675964355469,0.0760488510131836,0.15055561065673828
OFF,chck_100M,wikilarge_01d0a0c7c5a04adafc96,wikilarge_01d0a0c7c5a04adafc96:7,medium,nonoverlap,nonoverlap,player,3781,10.528047561645508,11.640297889709473,10.048839569091797,-1.5914583206176758,-1.1122503280639648,0.47920799255371094
OFF,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:3,low,nonoverlap,nonoverlap,linked,9125,11.386691093444824,10.287310600280762,9.48845100402832,-0.7988595962524414,1.0993804931640625,1.898240089416504
OFF,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:6,low,nonoverlap,nonoverlap,sometimes,2151,10.318582534790039,9.90020751953125,11.027682304382324,1.1274747848510742,0.41837501525878906,-0.7090997695922852
OFF,chck_100M,wikilarge_01deb315f61ee218a026,wikilarge_01deb315f61ee218a026:7,low,overlap,overlap,illegal,8190,14.558791160583496,14.805633544921875,14.82535171508789,0.019718170166015625,-0.2468423843383789,-0.26656055450439453
OFF,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:0,low,nonoverlap,overlap,after,644,12.127226829528809,12.302270889282227,10.907354354858398,-1.3949165344238281,-0.17504405975341797,1.2198724746704102
OFF,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:4,low,nonoverlap,nonoverlap,word,999,13.545812606811523,12.392413139343262,12.398448944091797,0.006035804748535156,1.1533994674682617,1.1473636627197266
OFF,chck_100M,wikilarge_021295bbacea698397ba,wikilarge_021295bbacea698397ba:5,low,overlap,overlap,royal,5263,12.048795700073242,13.440354347229004,12.702987670898438,-0.7373666763305664,-1.3915586471557617,-0.6541919708251953
OFF,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:3,medium,overlap,overlap,february,2666,12.322542190551758,8.328105926513672,11.524523735046387,3.196417808532715,3.994436264038086,0.7980184555053711
OFF,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:4,medium,nonoverlap,nonoverlap,football,2789,15.03903865814209,15.375432968139648,15.274447441101074,-0.10098552703857422,-0.3363943099975586,-0.23540878295898438
OFF,chck_100M,wikilarge_0245cd311ae74fa40bbd,wikilarge_0245cd311ae74fa40bbd:5,medium,nonoverlap,nonoverlap,player,3781,10.022852897644043,10.062980651855469,9.788952827453613,-0.27402782440185547,-0.04012775421142578,0.2339000701904297
OFF,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:2,medium,nonoverlap,nonoverlap,reading,2998,12.609832763671875,13.373661041259766,13.066189765930176,-0.30747127532958984,-0.7638282775878906,-0.4563570022583008
OFF,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:5,medium,nonoverlap,nonoverlap,liked,3118,11.611753463745117,12.18136215209961,12.477396011352539,0.2960338592529297,-0.5696086883544922,-0.8656425476074219
OFF,chck_100M,wikilarge_025d7f3375e0e8db9d4b,wikilarge_025d7f3375e0e8db9d4b:6,medium,overlap,overlap,school,965,8.500909805297852,0.8864421844482422,7.255399703979492,6.36895751953125,7.614467620849609,1.2455101013183594
OFF,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:13,low,overlap,overlap,first,643,8.863818168640137,5.471001625061035,8.992081642150879,3.5210800170898438,3.3928165435791016,-0.1282634735107422
OFF,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:14,low,nonoverlap,nonoverlap,time,533,6.275458812713623,6.38930606842041,6.317355632781982,-0.07195043563842773,-0.11384725570678711,-0.041896820068359375
OFF,chck_100M,wikilarge_02608c33926d43278a7a,wikilarge_02608c33926d43278a7a:7,low,nonoverlap,nonoverlap,recording,6504,13.227989196777344,12.932561874389648,13.597394943237305,0.6648330688476562,0.2954273223876953,-0.36940574645996094
OFF,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:0,medium,nonoverlap,nonoverlap,there,864,10.592472076416016,9.310912132263184,11.031798362731934,1.72088623046875,1.281559944152832,-0.43932628631591797
OFF,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:2,medium,nonoverlap,nonoverlap,main,2190,13.539682388305664,13.511131286621094,13.35515022277832,-0.15598106384277344,0.028551101684570312,0.18453216552734375
OFF,chck_100M,wikilarge_028161d957f2e275df66,wikilarge_028161d957f2e275df66:9,medium,overlap,overlap,common,2368,10.093165397644043,7.565016746520996,11.55691909790039,3.9919023513793945,2.528148651123047,-1.4637537002563477
OFF,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:1,medium,nonoverlap,nonoverlap,supposed,3041,10.28203296661377,8.487752914428711,12.460766792297363,3.9730138778686523,1.7942800521850586,-2.1787338256835938
OFF,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:4,medium,overlap,overlap,patience,12046,13.787741661071777,11.943401336669922,12.903968811035156,0.9605674743652344,1.8443403244018555,0.8837728500366211
OFF,chck_100M,wikilarge_02ac3e9ff647afbc89fa,wikilarge_02ac3e9ff647afbc89fa:6,medium,nonoverlap,nonoverlap,things,899,12.044292449951172,12.918182373046875,14.948417663574219,2.0302352905273438,-0.8738899230957031,-2.904125213623047
OFF,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:0,medium,nonoverlap,nonoverlap,called,932,10.463558197021484,11.947305679321289,11.255745887756348,-0.6915597915649414,-1.4837474822998047,-0.7921876907348633
OFF,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:4,medium,nonoverlap,nonoverlap,names,3377,13.099194526672363,12.422951698303223,12.584836959838867,0.16188526153564453,0.6762428283691406,0.5143575668334961
OFF,chck_100M,wikilarge_032b5128576efdfe09ff,wikilarge_032b5128576efdfe09ff:8,medium,overlap,overlap,end,915,12.429902076721191,4.572728157043457,13.367650032043457,8.794921875,7.857173919677734,-0.9377479553222656
OFF,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:0,low,nonoverlap,overlap,fall,1247,13.018259048461914,11.94583511352539,11.192100524902344,-0.7537345886230469,1.0724239349365234,1.8261585235595703
OFF,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:1,low,overlap,overlap,students,3222,11.490079879760742,7.8260040283203125,10.397608757019043,2.5716047286987305,3.6640758514404297,1.0924711227416992
OFF,chck_100M,wikilarge_0348af3f28368f351953,wikilarge_0348af3f28368f351953:3,low,nonoverlap,nonoverlap,there,381,6.2545318603515625,7.47831392288208,8.205814361572266,0.7275004386901855,-1.2237820625305176,-1.9512825012207031
OFF,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:10,high,nonoverlap,nonoverlap,went,795,10.3638334274292,10.615559577941895,9.796097755432129,-0.8194618225097656,-0.2517261505126953,0.5677356719970703
OFF,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:11,high,overlap,nonoverlap,school,965,12.145242691040039,12.904425621032715,11.991979598999023,-0.9124460220336914,-0.7591829299926758,0.15326309204101562
OFF,chck_100M,wikilarge_039d146fba4f38d43db8,wikilarge_039d146fba4f38d43db8:7,high,nonoverlap,nonoverlap,area,1836,9.559490203857422,10.585819244384766,10.291579246520996,-0.29423999786376953,-1.0263290405273438,-0.7320890426635742
OFF,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:1,low,overlap,overlap,teams,5394,13.156017303466797,13.699572563171387,11.65401840209961,-2.0455541610717773,-0.5435552597045898,1.5019989013671875
OFF,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:3,low,nonoverlap,nonoverlap,play,625,10.706843376159668,14.394730567932129,10.28407096862793,-4.110659599304199,-3.687887191772461,0.4227724075317383
OFF,chck_100M,wikilarge_03eb30cd994801d8f163,wikilarge_03eb30cd994801d8f163:4,low,nonoverlap,nonoverlap,against,1208,10.390429496765137,9.100784301757812,8.807870864868164,-0.29291343688964844,1.2896451950073242,1.5825586318969727
OFF,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:0,medium,nonoverlap,nonoverlap,found,897,12.278867721557617,10.112170219421387,11.377538681030273,1.2653684616088867,2.1666975021362305,0.9013290405273438
OFF,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:3,medium,nonoverlap,nonoverlap,which,520,6.73667049407959,7.8905415534973145,7.425570487976074,-0.46497106552124023,-1.1538710594177246,-0.6888999938964844
OFF,chck_100M,wikilarge_03f7885168cad27e61c7,wikilarge_03f7885168cad27e61c7:6,medium,overlap,overlap,river,3642,11.823211669921875,4.359598159790039,11.306324005126953,6.946725845336914,7.463613510131836,0.5168876647949219
OFF,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:0,high,nonoverlap,nonoverlap,may,764,11.270659446716309,9.480902671813965,9.735386848449707,0.2544841766357422,1.7897567749023438,1.5352725982666016
OFF,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:11,high,nonoverlap,nonoverlap,well,602,11.00631332397461,11.568402290344238,12.531424522399902,0.9630222320556641,-0.5620889663696289,-1.525111198425293
OFF,chck_100M,wikilarge_044412403dd9a49a4c05,wikilarge_044412403dd9a49a4c05:5,high,overlap,overlap,boundaries,14309,12.71507453918457,6.221003532409668,11.828975677490234,5.607972145080566,6.494071006774902,0.8860988616943359
OFF,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:10,low,nonoverlap,nonoverlap,thick,4481,10.591357231140137,10.023670196533203,10.57202434539795,0.5483541488647461,0.5676870346069336,0.0193328857421875
OFF,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:21,low,overlap,overlap,sugar,3059,12.172395706176758,10.525314331054688,11.316004753112793,0.7906904220581055,1.6470813751220703,0.8563909530639648
OFF,chck_100M,wikilarge_0469802d93facfc0e4a0,wikilarge_0469802d93facfc0e4a0:3,low,nonoverlap,nonoverlap,mix,3190,14.816547393798828,14.953964233398438,15.37668228149414,0.4227180480957031,-0.13741683959960938,-0.5601348876953125
OFF,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:0,medium,overlap,overlap,family,1344,7.638893127441406,14.395479202270508,14.212220191955566,-0.1832590103149414,-6.756586074829102,-6.57332706451416
OFF,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:2,medium,nonoverlap,nonoverlap,often,1771,10.823354721069336,13.252178192138672,12.948222160339355,-0.3039560317993164,-2.428823471069336,-2.1248674392700195
OFF,chck_100M,wikilarge_04ccb679b5e877ff63b7,wikilarge_04ccb679b5e877ff63b7:3,medium,nonoverlap,nonoverlap,pay,1736,10.71298599243164,12.115667343139648,11.862078666687012,-0.2535886764526367,-1.4026813507080078,-1.149092674255371
OFF,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:0,medium,nonoverlap,nonoverlap,particularly,4019,14.882268905639648,13.800946235656738,12.115464210510254,-1.6854820251464844,1.0813226699829102,2.7668046951293945
OFF,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:10,medium,overlap,overlap,garden,14551,16.95977783203125,17.25710678100586,16.69757843017578,-0.5595283508300781,-0.2973289489746094,0.26219940185546875
OFF,chck_100M,wikilarge_04f79f60b863b4b10408,wikilarge_04f79f60b863b4b10408:8,medium,nonoverlap,nonoverlap,performances,15136,9.51486587524414,9.348908424377441,6.540475845336914,-2.8084325790405273,0.16595745086669922,2.9743900299072266
OFF,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:11,low,overlap,overlap,live,12571,12.522224426269531,13.040472030639648,13.432938575744629,0.39246654510498047,-0.5182476043701172,-0.9107141494750977
OFF,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:4,low,nonoverlap,nonoverlap,people,605,11.232430458068848,11.78790283203125,11.412273406982422,-0.3756294250488281,-0.5554723739624023,-0.17984294891357422
OFF,chck_100M,wikilarge_05645f9b18529a59b12c,wikilarge_05645f9b18529a59b12c:5,low,nonoverlap,nonoverlap,one,345,6.852349281311035,7.829176425933838,7.21811580657959,-0.611060619354248,-0.9768271446228027,-0.3657665252685547
OFF,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:10,high,nonoverlap,nonoverlap,often,1771,9.626696586608887,11.148672103881836,9.459402084350586,-1.68927001953125,-1.5219755172729492,0.16729450225830078
OFF,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:2,high,overlap,overlap,pole,9505,12.470763206481934,4.505420684814453,12.724018096923828,8.218597412109375,7.9653425216674805,-0.25325489044189453
OFF,chck_100M,wikilarge_058fa5bc423b9c54120e,wikilarge_058fa5bc423b9c54120e:9,high,nonoverlap,nonoverlap,used,987,12.80671215057373,13.616714477539062,13.083011627197266,-0.5337028503417969,-0.810002326965332,-0.27629947662353516
OFF,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:5,high,nonoverlap,nonoverlap,less,1653,10.242596626281738,10.86308765411377,10.045642852783203,-0.8174448013305664,-0.6204910278320312,0.19695377349853516
OFF,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:7,high,nonoverlap,nonoverlap,after,644,8.358491897583008,8.169522285461426,7.940998554229736,-0.22852373123168945,0.18896961212158203,0.4174933433532715
OFF,chck_100M,wikilarge_05bac544cf85059f8c41,wikilarge_05bac544cf85059f8c41:9,high,overlap,overlap,over,552,7.055179119110107,7.469869613647461,7.576430320739746,0.10656070709228516,-0.4146904945373535,-0.5212512016296387
OFF,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:1,medium,nonoverlap,nonoverlap,may,764,12.433270454406738,11.245454788208008,12.112713813781738,0.8672590255737305,1.1878156661987305,0.320556640625
OFF,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:10,medium,overlap,overlap,gave,1439,12.576959609985352,13.48514175415039,12.537679672241211,-0.9474620819091797,-0.9081821441650391,0.039279937744140625
OFF,chck_100M,wikilarge_05bc3de2b05690677cfc,wikilarge_05bc3de2b05690677cfc:2,medium,nonoverlap,nonoverlap,gotten,7451,11.340213775634766,9.103216171264648,9.175942420959473,0.07272624969482422,2.236997604370117,2.164271354675293
OFF,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:3,medium,overlap,overlap,western,5239,11.626087188720703,8.34591293334961,10.761919021606445,2.416006088256836,3.2801742553710938,0.8641681671142578
OFF,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:5,medium,nonoverlap,nonoverlap,there,381,5.975055694580078,5.623938083648682,5.947655200958252,0.3237171173095703,0.3511176109313965,0.027400493621826172
OFF,chck_100M,wikilarge_05d4fcf486d84e919915,wikilarge_05d4fcf486d84e919915:8,medium,nonoverlap,nonoverlap,show,876,14.070465087890625,14.398222923278809,13.373695373535156,-1.0245275497436523,-0.3277578353881836,0.6967697143554688
OFF,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:2,high,overlap,overlap,used,987,12.216092109680176,9.984760284423828,11.794614791870117,1.809854507446289,2.2313318252563477,0.4214773178100586
OFF,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:3,high,nonoverlap,nonoverlap,giving,3030,15.410127639770508,16.698728561401367,14.626957893371582,-2.071770668029785,-1.2886009216308594,0.7831697463989258
OFF,chck_100M,wikilarge_05e882dd67db2495f2db,wikilarge_05e882dd67db2495f2db:4,high,nonoverlap,nonoverlap,signals,12369,10.921890258789062,10.754657745361328,11.516408920288086,0.7617511749267578,0.16723251342773438,-0.5945186614990234
OFF,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:0,low,nonoverlap,nonoverlap,made,721,10.804237365722656,10.93623161315918,11.829120635986328,0.8928890228271484,-0.13199424743652344,-1.0248832702636719
OFF,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:1,low,overlap,overlap,windows,7388,14.96579360961914,15.324021339416504,15.167550086975098,-0.15647125244140625,-0.3582277297973633,-0.20175647735595703
OFF,chck_100M,wikilarge_064aa0978f99c333e008,wikilarge_064aa0978f99c333e008:5,low,nonoverlap,nonoverlap,used,987,10.795467376708984,10.697014808654785,9.485602378845215,-1.2114124298095703,0.09845256805419922,1.3098649978637695
OFF,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:0,medium,overlap,overlap,story,1369,10.493820190429688,12.152387619018555,10.736249923706055,-1.4161376953125,-1.6585674285888672,-0.2424297332763672
OFF,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:1,medium,nonoverlap,nonoverlap,became,1514,18.61300277709961,17.810516357421875,14.495322227478027,-3.3151941299438477,0.8024864196777344,4.117680549621582
OFF,chck_100M,wikilarge_0717af2878f88427f58d,wikilarge_0717af2878f88427f58d:9,medium,nonoverlap,nonoverlap,called,932,13.77287769317627,14.934280395507812,15.484865188598633,0.5505847930908203,-1.161402702331543,-1.7119874954223633
OFF,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:14,medium,overlap,overlap,state,3327,7.449298858642578,6.360947608947754,7.736075401306152,1.3751277923583984,1.0883512496948242,-0.2867765426635742
OFF,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:19,medium,nonoverlap,nonoverlap,named,2086,12.664119720458984,12.87927532196045,12.53146743774414,-0.3478078842163086,-0.21515560150146484,0.13265228271484375
OFF,chck_100M,wikilarge_0729e6faeba92f172f6d,wikilarge_0729e6faeba92f172f6d:20,medium,nonoverlap,overlap,state,1775,11.200976371765137,11.06198787689209,10.71338176727295,-0.3486061096191406,0.13898849487304688,0.4875946044921875
OFF,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:0,medium,nonoverlap,nonoverlap,modern,14553,16.684120178222656,14.549505233764648,14.403203964233398,-0.14630126953125,2.134614944458008,2.280916213989258
OFF,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:3,medium,nonoverlap,nonoverlap,used,987,11.974695205688477,12.643996238708496,12.51705265045166,-0.12694358825683594,-0.6693010330200195,-0.5423574447631836
OFF,chck_100M,wikilarge_07352487ce7baa103ca1,wikilarge_07352487ce7baa103ca1:4,medium,overlap,overlap,even,794,11.822368621826172,8.62222671508789,11.483999252319336,2.8617725372314453,3.2001419067382812,0.33836936950683594
OFF,chck_100M,wikilarge_07363caf55a579bb49b7,wikilarge_07363caf55a579bb49b7:1,high,overlap,overlap,theory,5044,14.589458465576172,10.67048454284668,14.56486701965332,3.8943824768066406,3.918973922729492,0.024591445922851562
OFF,chck_100M,wikilarge_07363caf55a579bb49b7,wikilarge_07363caf55a579bb49b7:11,high,nonoverlap,nonoverlap,share,3243,12.376802444458008,14.879570007324219,15.94218635559082,1.0626163482666016,-2.502767562866211,-3.5653839111328125
