token_class,contrast,role_a,role_b,n,delta_T,T_a,T_b,delta_U,U_a,U_b,delta_N,N_a,N_b,delta_A_T,A_T_a,A_T_b,delta_A_U,A_U_a,A_U_b,delta_G,G_a,G_b
nonoverlap,SHUFminusOFF,SHUF,OFF,2730,-0.11458008003469988,6.677473762212833,6.792053842247533,-0.14778594119867616,7.963385061020207,8.111171002218883,-0.275472127182935,8.195016660505589,8.470488787688524,-0.16089204714823468,1.5175428982927566,1.6784349454409913,-0.12768618598425713,0.23163159948538292,0.35931778546964005,-0.03320586116397739,1.2859112988073738,1.3191171599713511
overlap,SHUFminusOFF,SHUF,OFF,3170,0.5188754608452646,3.9605529749827197,3.441677514137455,-0.054732376489774026,7.8747848059053185,7.9295171823950925,-0.20267772965594055,8.082745418327686,8.285423147983627,-0.7215531905012043,4.122192443344966,4.84374563384617,-0.14794535316616492,0.20796061242236752,0.35590596558853244,-0.5736078373350386,3.914231830922599,4.487839668257638
