role,checkpoint,n,gain,gain_se,repeated_nll,unrepeated_nll
OFF,chck_100M,2000,2.362172064810955,0.057823810506657705,1.250497979581771,3.612670044392726
OFF,chck_80M,2000,2.289853086320284,0.05578486961028433,1.3432974389470667,3.6331505252673506
OFF,chck_90M,2000,2.337721784456866,0.057220683587151495,1.2682155480921788,3.6059373325490442
SHUF,chck_100M,2000,2.1316260460429026,0.05243231003410218,1.377807332079676,3.5094333781225786
SHUF,chck_80M,2000,2.072097392665804,0.05081167827370042,1.461200479120795,3.5332978717865995
SHUF,chck_90M,2000,2.1213287451945435,0.05221520252867663,1.391698557511344,3.5130273027058876
