arm,pair_id,category,match_level,pair_cost,target_class,target_token_len,target_freq_bin_a,target_freq_bin_b,distance_bin_a,distance_bin_b,target_norm_a,target_norm_b,pivot_norm_a,pivot_norm_b,true_m,true_m_a,true_m_b,tperm_m,cperm_m
compact,p0000018,spatial,0,1.01,content,1,1001+,1001+,3-4,3-4,help,mommy,across,across,26.992187783122063,14.773437693715096,12.218750089406967,-7.625000953674316,-8.7109375
compact,p0000019,temporal,0,1.01,content,1,1001+,1001+,1,2,little,play,while,while,23.312500342726707,10.531250327825546,12.781250014901161,7.703125,4.734375
compact,p0000020,causal_connector,0,1.01,content,2,1001+,1001+,2,1,we'll,he's,if,if,9.593750089406967,1.625,7.968750089406967,4.538085103034973,2.4423828125
compact,p0000021,causal_connector,0,0.0,content,2,1001+,1001+,3-4,3-4,he's,goes,if,if,23.69531324505806,14.320312589406967,9.375000655651093,-16.015625596046448,-12.299803733825684
compact,p0000022,spatial,0,0.0,content,1,1001+,1001+,2,2,now,other,into,into,18.203125,9.484375,8.71875,6.765625,4.9921875
compact,p0000023,comparative,0,6.02,content,2,1001+,251-500,5-8,3-4,house,soldier,longer,longer,9.515625,2.71875,6.796875,-2.30859375,2.7734375
compact,p0000024,causal_connector,0,0.0,content,1,1001+,1001+,2,2,would,went,if,if,23.62499986588955,12.093750193715096,11.531249672174454,4.56085205078125,3.3291015625
compact,p0000025,causal_connector,0,0.0,content,1,1001+,1001+,2,2,would,went,if,if,24.26562485471368,12.468749780207872,11.796875074505806,2.828125,3.9296875
compact,p0000026,spatial,0,5.05,content,1,1001+,1001+,1,5-8,father,stop,into,into,13.703124761581421,6.515624761581421,7.1875,8.6748046875,4.330078125
compact,p0000027,temporal,0,1.01,content,1,1001+,1001+,2,3-4,mother,gave,until,until,13.594727516174316,6.3447265625,7.250000953674316,3.3437490463256836,-0.880859375
compact,p0000028,causal_connector,0,0.0,content,2,1001+,1001+,1,1,mean,you're,if,if,21.589844554662704,11.692383259534836,9.897461295127869,12.653321504592896,14.287110090255737
compact,p0000029,causal_connector,0,5.01,content,1,1001+,251-500,5-8,5-8,should,opposite,although,although,19.640625,9.4765625,10.1640625,-2.42578125,-0.25
compact,p0000030,temporal,0,5.01,content,2,11-25,51-100,2,1,lunar,scales,when,when,0.4443359375,1.1376953125,-0.693359375,3.662353515625,-1.30859375
compact,p0000031,spatial,0,4.0,content,1,251-500,1001+,1,1,emperor,gold,against,against,32.52343869116157,13.718750473111868,18.804688218049705,7.646119117736816,7.484375
compact,p0000032,temporal,0,5.05,content,1,101-250,101-250,1,5-8,beard,bade,when,when,16.79687476158142,5.359375,11.437499761581421,0.94140625,2.7265615463256836
compact,p0000033,causal_connector,0,4.02,content,1,501-1000,1001+,3-4,2,spirit,suppose,if,if,16.14843726158142,9.238281488418579,6.910155773162842,6.3125,1.35595703125
compact,p0000034,spatial,0,5.01,content,1,251-500,51-100,2,3-4,file,container,inside,inside,22.970703303813934,10.861328363418579,12.109374940395355,-9.609375,-5.296875
compact,p0000035,causal_connector,0,4.02,content,1,51-100,101-250,1,3-4,container,relationships,if,if,25.244140565395355,14.423828065395355,10.8203125,-2.2656240463256836,-1.890625
compact,p0000036,temporal,0,8.04,content,1,251-500,1001+,2,5-8,planet,soon,when,when,15.324219226837158,6.292969226837158,9.03125,-6.539551258087158,-4.89453125
compact,p0000037,comparative,0,2.02,content,1,1001+,1001+,3-4,5-8,could,down,higher,higher,19.28125023841858,4.84375,14.437500238418579,-4.054686546325684,-0.46875
compact,p0000038,temporal,0,1.01,content,1,1001+,1001+,2,3-4,shall,can,after,after,-1.000000238418579,-2.3750001192092896,1.3749998807907104,-0.5429697036743164,2.6171875
compact,p0000039,causal_connector,0,2.02,content,1,1001+,1001+,3-4,2,can,wants,if,if,14.781250357627869,11.093750357627869,3.6875,4.687500953674316,3.671875476837158
compact,p0000040,causal_connector,0,4.02,verbish,1,101-250,251-500,5-8,3-4,approached,interested,if,if,16.66406175494194,4.687499523162842,11.976562231779099,-0.5937495231628418,1.3125
compact,p0000041,spatial,0,4.02,content,1,1001+,501-1000,2,3-4,house,sold,into,into,18.76171875,11.29296875,7.46875,-4.1484375,-6.02587890625
compact,p0000042,temporal,0,0.0,content,1,1001+,1001+,2,2,half,went,when,when,12.859375,3.84375,9.015625,1.0,4.609375
compact,p0000043,causal_connector,0,3.03,content,1,1001+,1001+,5-8,2,own,could,if,if,21.859375476837158,9.328125238418579,12.531250238418579,-2.16015625,-4.763671875
compact,p0000044,spatial,0,2.02,content,1,1001+,1001+,3-4,2,should,town,through,through,22.699218034744263,13.558592796325684,9.140625238418579,2.359375,-2.666015625
compact,p0000045,causal_connector,0,5.03,content,1,501-1000,1001+,5-8,2,pass,would,unless,unless,23.34472620487213,8.9375,14.407226204872131,-6.66015625,-11.382812023162842
compact,p0000046,temporal,0,1.01,content,1,1001+,1001+,1,2,about,finish,when,when,13.265625,9.828125,3.4375,0.5156240463256836,6.984375
compact,p0000047,temporal,0,1.01,content,1,1001+,1001+,1,2,about,friends,when,when,22.382811903953552,13.273437142372131,9.109374761581421,-2.04296875,3.1171875
compact,p0000048,temporal,0,0.0,content,2,1001+,1001+,1,1,dark,we're,since,since,19.341796159744263,13.357421159744263,5.984375,9.481932640075684,10.796875
compact,p0000049,temporal,0,1.01,content,2,1001+,1001+,1,2,again,haven't,since,since,17.17187523841858,10.429687261581421,6.742187976837158,3.837890625,6.084961891174316
compact,p0000050,temporal,0,0.0,capitalized,1,1001+,1001+,3-4,3-4,international,february,after,after,11.53125,1.8125,9.71875,7.125,6.991211891174316
compact,p0000051,causal_connector,0,7.05,content,2,1001+,501-1000,1,5-8,however,danger,although,although,19.53124898672104,7.960937023162842,11.570311963558197,2.798828601837158,2.027343273162842
compact,p0000052,causal_connector,0,5.01,content,1,251-500,1001+,1,2,freedom,became,unless,unless,18.671874523162842,7.03125,11.640624523162842,-3.6328125,-0.7578125
compact,p0000053,causal_connector,0,6.04,content,1,1001+,501-1000,5-8,1,second,anybody,if,if,20.906250715255737,10.218750238418579,10.687500476837158,-1.2265625,-1.765625
compact,p0000054,spatial,0,4.02,content,1,1001+,501-1000,1,3-4,run,bright,into,into,21.17578049749136,5.281249523162842,15.894530974328518,5.074218273162842,-2.203125476837158
compact,p0000055,causal_connector,0,1.01,content,1,1001+,1001+,2,3-4,boys,party,if,if,6.187500238418579,2.59375,3.593750238418579,-2.984375,3.041015625
compact,p0000056,temporal,0,2.02,content,1,1001+,1001+,3-4,5-8,will,alright,while,while,11.21875,5.906249523162842,5.312500476837158,1.5673828125,-1.6788339614868164
compact,p0000057,spatial,0,9.05,content,1,1001+,251-500,5-8,1,line,lack,through,through,3.921875,2.859375,1.0625,-2.8125009536743164,-2.609375
compact,p0000058,spatial,0,1.01,verbish,1,1001+,1001+,3-4,2,eating,called,inside,inside,4.96875,-1.625,6.59375,-8.21875,-8.625
compact,p0000059,temporal,0,1.01,content,1,1001+,1001+,3-4,2,should,still,while,while,9.25,3.6875,5.5625,1.734375,-1.3242192268371582
compact,p0000060,temporal,0,3.01,content,1,501-1000,1001+,2,1,spent,night,after,after,9.484374761581421,4.96875,4.515624761581421,3.669921875,2.71875
compact,p0000061,temporal,0,2.02,content,1,501-1000,501-1000,1,3-4,loss,draw,after,after,-3.984375,0.84375,-4.828125,-2.359375,1.515625
compact,p0000062,spatial,0,3.03,content,1,1001+,1001+,1,3-4,down,hear,within,within,13.974609375,7.615234375,6.359375,2.078125,18.42187523841858
compact,p0000063,comparative,0,1.01,content,1,1001+,1001+,1,2,rather,help,than,than,14.6875,10.1875,4.5,-1.0,0.8593754768371582
compact,p0000064,temporal,0,1.01,capitalized,1,1001+,1001+,1,2,british,american,during,during,8.500000171363354,3.4375,5.062500171363354,-3.1210927963256836,-2.48828125
compact,p0000065,spatial,0,3.01,content,2,51-100,26-50,1,2,victories,colonists,against,against,-0.34765625,-2.65234375,2.3046875,2.9951171875,-0.6962890625
compact,p0000066,spatial,0,1.01,content,2,1001+,1001+,2,3-4,he's,now,into,into,17.851562291383743,10.023437887430191,7.828124403953552,-0.60009765625,-0.6679692268371582
compact,p0000067,causal_connector,0,6.06,content,2,1001+,1001+,1,5-8,water,mhm,because,because,15.027344226837158,5.382812976837158,9.64453125,-1.4775395393371582,-2.249999523162842
compact,p0000068,causal_connector,0,8.04,content,2,1001+,251-500,3-4,5-8,yourself,gods,if,if,4.515625178813934,7.476562678813934,-2.9609375,0.7109370231628418,3.4580078125
compact,p0000069,causal_connector,0,6.04,content,2,501-1000,1001+,5-8,1,juice,there's,if,if,22.246093541383743,9.2578125,12.988281041383743,5.812499761581421,0.6816401481628418
compact,p0000070,temporal,0,9.07,content,1,501-1000,1001+,9-16,2,foot,stay,when,when,13.777343511581421,1.05078125,12.726562261581421,-2.5,-4.5672607421875
compact,p0000071,temporal,0,0.0,content,1,1001+,1001+,2,2,needs,can,when,when,17.93750087916851,8.406250402331352,9.531250476837158,0.263671875,-1.1171875
compact,p0000072,comparative,0,2.0,content,1,1001+,501-1000,3-4,3-4,seems,doubt,than,than,16.3212890625,8.7509765625,7.5703125,0.6328125,-4.960938453674316
compact,p0000073,temporal,0,1.01,content,1,1001+,1001+,3-4,2,money,sleep,before,before,13.624999523162842,6.546875,7.078124523162842,6.367187023162842,4.457031726837158
compact,p0000074,temporal,0,5.05,content,1,1001+,1001+,1,5-8,lady,too,during,during,26.382812671363354,14.406250409781933,11.976562261581421,0.3437490463256836,-6.24609375
compact,p0000075,temporal,0,3.03,content,1,1001+,1001+,1,3-4,lady,yet,during,during,30.958984561264515,17.992187686264515,12.966796875,-8.03515625,-9.394532203674316
compact,p0000076,causal_connector,0,1.01,content,1,1001+,1001+,3-4,3-4,best,problem,if,if,14.34374988079071,9.937500357627869,4.406249523162842,-3.921874523162842,-7.273437976837158
compact,p0000077,spatial,0,3.01,content,1,1001+,501-1000,1,2,ate,apple,through,through,21.12500077765435,11.68750041630119,9.437500361353159,-2.8828115463256836,-1.81640625
compact,p0000078,spatial,0,5.01,content,1,1001+,251-500,1,2,ate,pears,through,through,25.093750297732186,13.374999899126124,11.718750398606062,3.17578125,-5.304688453674316
compact,p0000079,spatial,0,5.01,nominal,1,501-1000,101-250,1,2,association,consumption,between,between,9.832032203674316,3.156250476837158,6.675781726837158,4.113281726837158,5.28515625
compact,p0000080,comparative,0,5.01,nominal,1,501-1000,101-250,2,1,association,consumption,lower,lower,9.832032203674316,3.156250476837158,6.675781726837158,-1.2890625,-3.423828125
compact,p0000081,causal_connector,0,5.01,content,2,251-500,51-100,1,2,workers,consumers,if,if,22.21679627150297,11.466796875,10.749999396502972,7.867188453674316,0.95703125
compact,p0000082,spatial,0,1.01,content,2,1001+,1001+,3-4,2,another,house,into,into,13.14648425579071,4.6718751192092896,8.474609136581421,-6.101561784744263,-5.437500238418579
compact,p0000083,comparative,0,5.05,content,1,101-250,101-250,2,5-8,bother,stays,longer,longer,7.976562976837158,2.9453125,5.031250476837158,4.625,2.548828125
compact,p0000084,temporal,0,6.02,content,1,51-100,251-500,1,3-4,pneumonia,address,during,during,29.531249463558197,14.968749642372131,14.562499821186066,-1.6250009536743164,-1.0546875
compact,p0000085,spatial,0,2.02,content,2,1001+,1001+,3-4,2,room,there's,beyond,beyond,10.007812261581421,3.5312498807907104,6.4765623807907104,-0.0048828125,-3.443359851837158
compact,p0000086,spatial,0,1.01,content,1,1001+,1001+,1,2,stood,small,within,within,22.09375023841858,11.531250476837158,10.562499761581421,-3.1484375,0.6796879768371582
compact,p0000087,causal_connector,0,8.04,content,1,501-1000,101-250,3-4,5-8,yyy,cha,because,because,8.125000476837158,4.156250476837158,3.96875,0.3593740463256836,-1.7031240463256836
compact,p0000088,spatial,0,0.0,content,1,1001+,1001+,2,2,caterpillar,nice,through,through,29.12499979324639,14.671875230967999,14.45312456227839,-1.0871572494506836,-1.4140625
compact,p0000089,temporal,0,3.01,content,1,501-1000,1001+,2,3-4,leaf,felt,after,after,29.750000761356205,16.28125091502443,13.468749846331775,-3.966796875,1.8046875
compact,p0000090,spatial,0,1.01,content,1,1001+,1001+,3-4,3-4,down,room,onto,onto,21.062500348314643,9.40625,11.656250348314643,2.56640625,8.875
compact,p0000091,causal_connector,0,3.01,content,1,501-1000,1001+,1,2,supper,knew,because,because,17.32812464237213,4.3984375,12.929687142372131,17.45965540409088,17.734375
compact,p0000092,causal_connector,0,3.01,content,1,501-1000,1001+,5-8,5-8,supper,keep,if,if,15.667968988418579,4.71484375,10.953125238418579,-8.9453125,-7.580078125
compact,p0000093,spatial,0,5.01,content,1,1001+,251-500,3-4,2,lives,faces,behind,behind,-1.531249761581421,0.8125002384185791,-2.34375,5.0703125,-1.6875
compact,p0000094,causal_connector,0,3.03,content,1,1001+,1001+,5-8,3-4,says,enough,if,if,13.308594226837158,5.09375,8.214844226837158,-2.202637195587158,-0.7578125
compact,p0000095,temporal,0,5.01,content,1,251-500,1001+,1,2,somehow,says,when,when,14.992188453674316,3.343750476837158,11.648437976837158,-6.201171875,-0.078125
compact,p0000096,temporal,0,1.01,content,1,1001+,1001+,1,2,toys,talk,while,while,15.843750149011612,7.687500149011612,8.15625,-1.5390625,2.7734375
compact,p0000097,temporal,0,3.03,content,1,1001+,1001+,1,3-4,little,can,while,while,25.531249899417162,14.625000018626451,10.90624988079071,14.296875,1.6503915786743164
compact,p0000098,spatial,0,3.03,content,1,1001+,1001+,1,3-4,man,reason,behind,behind,15.9375,8.6875,7.25,-3.546875,1.5986328125
compact,p0000099,temporal,0,5.01,content,1,251-500,1001+,1,2,details,visit,before,before,21.203125804662704,15.859375327825546,5.343750476837158,-0.1962890625,6.265625
compact,p0000100,causal_connector,0,5.01,content,1,1001+,251-500,3-4,3-4,could,thee,if,if,14.769531488418579,6.765625476837158,8.003906011581421,-0.09619140625,4.757811546325684
compact,p0000101,spatial,0,2.02,content,1,1001+,1001+,5-8,3-4,hear,man,outside,outside,16.03124976158142,8.468749761581421,7.5625,-5.16015625,0.039061546325683594
compact,p0000102,causal_connector,0,8.04,verbish,1,251-500,1001+,5-8,2,helping,thinking,although,although,12.187500238418579,6.468750238418579,5.71875,2.9414052963256836,1.640625
compact,p0000103,comparative,0,2.02,content,1,1001+,1001+,1,3-4,now,thousand,more,more,37.42578058689833,19.812499210238457,17.61328137665987,7.201537132263184,1.5546875
compact,p0000104,comparative,0,0.0,content,1,1001+,1001+,2,2,now,thousand,than,than,37.42578058689833,19.812499210238457,17.61328137665987,5.22314453125,10.048828125
compact,p0000105,spatial,0,1.01,content,1,1001+,1001+,3-4,2,hear,father,between,between,18.968749727588147,14.421874727588147,4.546875,3.3857431411743164,-3.0703125
compact,p0000106,spatial,0,2.0,capitalized,1,251-500,101-250,3-4,3-4,agnes,tilly,into,into,2.4375001192092896,0.3125,2.1250001192092896,-0.150390625,-0.1429443359375
compact,p0000107,temporal,0,1.01,content,1,1001+,1001+,1,2,again,should,when,when,13.328124523162842,7.453125,5.874999523162842,1.4033203125,5.61328125
compact,p0000108,causal_connector,0,2.0,content,1,501-1000,1001+,3-4,3-4,horses,must,though,though,23.955077171325684,7.861327648162842,16.093749523162842,-1.0078125,-9.664062023162842
compact,p0000109,causal_connector,0,3.01,content,1,1001+,501-1000,3-4,3-4,yet,band,though,though,28.148436437360942,15.429686903953552,12.71874953340739,-0.4296875,4.67333984375
compact,p0000110,temporal,0,2.02,content,1,1001+,1001+,3-4,5-8,upon,other,while,while,18.125,12.390625,5.734375,-5.423828125,6.414061546325684
compact,p0000111,causal_connector,0,0.0,content,1,1001+,1001+,3-4,3-4,later,off,if,if,12.750000059604645,2.34375,10.406250059604645,4.521483421325684,3.546875
compact,p0000112,temporal,0,7.03,content,1,1001+,251-500,1,3-4,little,needta,while,while,15.019531592726707,15.144531592726707,-0.125,-2.5937490463256836,-4.998047828674316
compact,p0000113,causal_connector,0,4.0,content,1,251-500,1001+,2,2,feels,friends,though,though,22.59765625,12.566406011581421,10.031250238418579,-2.466796875,-9.648438453674316
compact,p0000114,temporal,0,2.0,content,1,501-1000,251-500,3-4,3-4,bridge,crash,after,after,12.541992500424385,6.312499836087227,6.229492664337158,3.359375,3.107421875
compact,p0000115,causal_connector,0,2.0,content,2,1001+,501-1000,1,1,full,they've,unless,unless,13.054687857627869,3.562500476837158,9.49218738079071,12.933593034744263,15.619629383087158
compact,p0000116,temporal,0,1.01,content,1,1001+,1001+,1,2,story,goes,before,before,23.886718153953552,10.621093511581421,13.265624642372131,4.867188453674316,6.900391101837158
compact,p0000117,spatial,0,3.01,content,1,251-500,501-1000,1,2,meters,level,above,above,13.968749959021807,9.031249735504389,4.937500223517418,1.725830078125,-2.50390625
compact,p0000118,temporal,0,7.07,content,1,1001+,1001+,2,9-16,comes,pretty,when,when,23.608238458633423,11.186363458633423,12.421875,7.8515625,1.0039057731628418
compact,p0000119,causal_connector,0,2.0,content,1,501-1000,1001+,3-4,3-4,shows,rather,though,though,17.375000476837158,4.1875,13.187500476837158,2.3515625,-0.2031259536743164
compact,p0000120,spatial,0,0.0,content,2,1001+,1001+,2,2,haven't,yet,through,through,17.04296863824129,11.519531019032001,5.5234376192092896,3.124756336212158,0.8002924919128418
compact,p0000121,temporal,0,1.01,verbish,1,101-250,101-250,1,2,fled,conquered,when,when,3.78125,2.28125,1.5,-3.6171875,-4.796875
compact,p0000122,temporal,0,1.01,content,1,1001+,1001+,1,2,night,guys,when,when,20.390624595806003,15.421874536201358,4.968750059604645,-1.4296875,-4.09765625
compact,p0000123,comparative,0,2.0,content,1,1001+,501-1000,1,1,next,note,shorter,shorter,25.195312459021807,11.812500238418579,13.382812220603228,-2.480466842651367,-7.5234375
compact,p0000124,temporal,0,5.03,capitalized,1,501-1000,251-500,3-4,1,richard,eric,before,before,1.2500004768371582,-0.0625,1.3125004768371582,-5.23828125,0.6875
compact,p0000125,causal_connector,0,0.0,content,1,1001+,1001+,3-4,3-4,stuff,find,if,if,19.464843273162842,9.21484375,10.249999523162842,3.601562023162842,-0.8437504768371582
compact,p0000126,spatial,0,0.0,content,1,251-500,251-500,2,2,weak,chamber,inside,inside,32.20703178271651,16.56640689447522,15.640624888241291,-1.59375,4.79296875
compact,p0000127,spatial,0,0.0,content,1,251-500,251-500,2,2,weak,chamber,inside,inside,31.88281233422458,15.851562708616257,16.031249625608325,-2.15625,4.79296875
compact,p0000128,temporal,0,5.03,content,2,501-1000,1001+,1,3-4,peace,herself,when,when,8.79687511920929,2.625,6.1718751192092896,4.83740234375,4.412109375
compact,p0000129,temporal,0,1.01,content,1,1001+,1001+,1,2,stood,ready,before,before,6.312500238418579,4.750000238418579,1.5625,-5.205078125,-8.249999046325684
compact,p0000130,temporal,0,4.04,content,1,1001+,1001+,2,5-8,ask,door,when,when,14.628906011581421,9.933593988418579,4.695312023162842,0.78271484375,-8.62109375
compact,p0000131,causal_connector,0,3.01,content,1,101-250,251-500,1,2,column,newspaper,if,if,26.218749983236194,12.781249802559614,13.43750018067658,0.572265625,-1.15625
compact,p0000132,causal_connector,0,3.01,content,1,101-250,251-500,1,2,column,newspaper,if,if,27.031250189058483,13.796874876134098,13.234375312924385,-5.539063453674316,-2.8125
compact,p0000133,spatial,0,8.06,content,2,501-1000,1001+,5-8,2,heavy,now,into,into,3.031249910593033,-2.3046875,5.335937410593033,-0.044921875,-3.708983898162842
compact,p0000134,temporal,0,3.03,content,1,1001+,1001+,1,3-4,drink,baby,when,when,6.937500536441803,4.500000476837158,2.4375000596046448,2.79443359375,-0.2109375
compact,p0000135,temporal,0,0.0,content,1,1001+,1001+,3-4,3-4,money,another,when,when,11.749999523162842,3.6875,8.062499523162842,-3.99609375,-2.24609375
compact,p0000136,temporal,0,1.01,content,1,1001+,1001+,3-4,2,thought,send,while,while,18.98437535762787,7.84375,11.140625357627869,-0.5898427963256836,5.226561546325684
compact,p0000137,temporal,0,2.0,content,1,501-1000,1001+,5-8,5-8,truth,told,when,when,21.734374523162842,8.9140625,12.820312023162842,4.23046875,8.593750953674316
compact,p0000138,spatial,0,0.0,content,1,1001+,1001+,2,2,eyes,strong,into,into,11.234374761581421,10.328124761581421,0.90625,0.216796875,1.3125
compact,p0000139,spatial,0,4.02,content,2,1001+,501-1000,3-4,2,road,woods,through,through,5.484375,2.390625238418579,3.093749761581421,4.652344226837158,1.7246098518371582
compact,p0000140,temporal,0,1.01,content,1,1001+,1001+,1,2,fun,play,when,when,17.093750081956387,9.624999843537807,7.468750238418579,7.265625,2.46875
compact,p0000141,temporal,0,7.03,content,1,1001+,251-500,1,3-4,fun,junior,when,when,15.781250037252903,17.390625037252903,-1.609375,1.31640625,-2.3359384536743164
compact,p0000142,temporal,0,6.02,capitalized,2,251-500,1001+,1,3-4,brazil,england,after,after,14.218750089406967,7.218749761581421,7.000000327825546,5.485596418380737,4.312500476837158
compact,p0000143,temporal,0,2.0,verbish,1,251-500,501-1000,2,2,dozen,picked,before,before,29.24218726158142,15.460938215255737,13.781249046325684,-0.7187509536743164,-7.1171875
compact,p0000144,causal_connector,0,4.02,content,1,501-1000,1001+,2,3-4,square,enough,if,if,9.2216796875,-0.2314453125,9.453125,-3.12109375,-0.3476567268371582
compact,p0000145,temporal,0,0.0,content,1,1001+,1001+,3-4,3-4,cut,face,after,after,4.34375,3.140625,1.203125,-2.783203125,4.52734375
compact,p0000146,spatial,0,3.01,content,1,1001+,501-1000,1,2,ate,apple,through,through,21.74999993829988,12.249999718507752,9.500000219792128,-2.7778310775756836,-1.81640625
compact,p0000147,temporal,0,2.0,content,1,1001+,501-1000,2,2,second,league,when,when,10.749999523162842,6.593749523162842,4.15625,2.5,4.640624523162842
compact,p0000148,spatial,0,0.0,content,1,1001+,1001+,3-4,3-4,mother,room,under,under,4.890625,4.453125,0.4375,1.95703125,-0.830078125
compact,p0000149,temporal,0,6.02,content,1,501-1000,101-250,3-4,2,period,troubles,when,when,2.890625,1.203125,1.6875,-2.091796875,1.875
compact,p0000150,spatial,0,2.02,content,1,501-1000,501-1000,3-4,2,eighty,process,under,under,23.558594465255737,14.421875715255737,9.13671875,0.342041015625,-3.3598623275756836
compact,p0000151,spatial,0,1.01,content,1,1001+,1001+,1,2,ball,big,onto,onto,15.015625357627869,8.390625476837158,6.6249998807907104,6.5390625,-4.232422828674316
compact,p0000152,spatial,0,1.01,capitalized,1,501-1000,501-1000,1,2,germany,european,outside,outside,20.884765835478902,5.119140625,15.765625210478902,8.21875,11.816407203674316
compact,p0000153,causal_connector,0,1.01,content,1,1001+,1001+,3-4,2,kitty,wants,because,because,20.687500059604645,5.5625,15.125000059604645,4.3125,8.525390625
compact,p0000154,causal_connector,0,4.04,content,1,1001+,1001+,5-8,2,suppose,ran,if,if,13.09374988079071,10.65624988079071,2.4375,-0.21875,3.1953125
compact,p0000155,comparative,0,1.01,content,1,1001+,1001+,2,3-4,dark,months,more,more,7.156250238418579,-0.375,7.531250238418579,-2.9306640625,-0.0624995231628418
compact,p0000156,comparative,0,1.01,content,1,1001+,1001+,3-4,2,dark,months,than,than,7.156250238418579,-0.375,7.531250238418579,2.609375238418579,3.36328125
compact,p0000157,spatial,0,2.02,content,1,1001+,1001+,3-4,1,words,song,into,into,-4.546874761581421,0.4375,-4.984374761581421,-0.8984375,-1.33984375
compact,p0000158,spatial,0,5.01,content,1,1001+,251-500,3-4,2,sent,command,under,under,13.507811725139618,8.687499701976776,4.820312023162842,6.9140625,10.109374523162842
compact,p0000159,spatial,0,4.04,content,2,1001+,1001+,3-4,5-8,guys,minute,behind,behind,12.78710925579071,7.740234017372131,5.046875238418579,-0.81591796875,0.2324223518371582
compact,p0000160,spatial,0,2.02,content,1,251-500,251-500,1,3-4,hide,rocks,behind,behind,17.406249523162842,8.499999761581421,8.906249761581421,1.2358407974243164,-2.7578134536743164
compact,p0000161,temporal,0,1.01,verbish,1,501-1000,501-1000,2,3-4,learned,watching,when,when,20.675781581550837,6.781250476837158,13.894531104713678,-0.5078125,-0.9140625
compact,p0000162,temporal,0,2.02,content,1,1001+,1001+,1,3-4,little,always,while,while,19.203124582767487,12.140624582767487,7.0625,3.50048828125,1.90625
compact,p0000163,causal_connector,0,4.04,content,1,1001+,1001+,2,5-8,great,went,if,if,26.550780594348907,10.968749761581421,15.582030832767487,5.203125,4.1484375
compact,p0000164,spatial,0,1.01,content,1,1001+,1001+,3-4,3-4,down,room,onto,onto,21.312500428408384,9.96875011920929,11.343750309199095,9.281251262873411,18.164061094168574
