calibration_kl_vs_parent,calibration_n_positions,common_both_correct_Tfit,common_mean_delta_source_follow_rank_swing_vs_parent,common_mean_delta_source_follow_swing_Tfit_vs_parent,common_n_decision_items,model,qwen_complete_triplets,qwen_mean_delta_specific_advantage_Tfit_vs_parent,qwen_mean_delta_specific_rank_advantage_vs_parent,qwen_mean_delta_total_advantage_Tfit_vs_parent,temperature
0.0,270,20,0.0,0.0,,coherent86,480,0.0,0.0,0.0,1.1
0.028201220503593225,270,21,117.79809523809524,0.5443574689115799,,densemask_sparselabel_seed62064,480,0.1523705547081772,51.799618055555555,0.10364815683322376,1.1
0.013327214029512199,270,21,74.87380952380953,0.3458754409494855,,clean_pres_lambda1_eval_full80,480,0.10681787415472273,33.59809027777778,0.08011899711602988,1.1
0.0,270,20,0.0,0.0,,rollback_alpha_0p0,480,0.0,0.0,0.0,1.1
0.01302356283658115,270,21,86.19047619047622,0.4187026541005997,,rollback_alpha_0p7625,480,0.0876489159079372,29.524791666666665,0.06171849899964096,1.1
0.013623876969210693,270,21,87.90714285714289,0.42576338259946744,,rollback_alpha_0p775,480,0.0904747925089517,30.355833333333333,0.06361790253353926,1.1
0.02820118017581771,270,21,117.79809523809524,0.544358221760818,,rollback_alpha_1p0,480,0.152370608449629,51.799618055555555,0.10364821524048846,1.1
