target,frame_id,subtype,alt_a,alt_b,form,delta1,delta2,correct_margin_c1,correct_margin_c2,interaction,min_signed_margin,crossed_success,same_a_bias,same_b_bias,prior_ratio
coupled_shuffled_20M,D_0001,open_closed,open,closed,explicit_final_state,-0.8640432357788086,-0.9911565780639648,-0.8640432357788086,0.9911565780639648,0.12711334228515625,-0.8640432357788086,False,False,True,4.846875
coupled_shuffled_20M,D_0001,open_closed,open,closed,full_v3,-1.3081159591674805,-1.1989870071411133,-1.3081159591674805,1.1989870071411133,-0.10912895202636719,-1.3081159591674805,False,False,True,4.846875
coupled_shuffled_20M,D_0001,open_closed,open,closed,initial_plus_last,-1.0890073776245117,-0.9533390998840332,-1.0890073776245117,0.9533390998840332,-0.13566827774047852,-1.0890073776245117,False,False,True,4.846875
coupled_shuffled_20M,D_0001,open_closed,open,closed,last_event_only,-0.9051022529602051,-0.8249287605285645,-0.9051022529602051,0.8249287605285645,-0.08017349243164062,-0.9051022529602051,False,False,True,4.846875
coupled_shuffled_20M,D_0001,open_closed,open,closed,no_context,-0.8614902496337891,-0.8614902496337891,-0.8614902496337891,0.8614902496337891,0.0,-0.8614902496337891,False,False,True,4.846875
coupled_shuffled_20M,D_0002,open_closed,open,closed,explicit_final_state,-0.9347653388977051,-1.0536503791809082,-0.9347653388977051,1.0536503791809082,0.11888504028320312,-0.9347653388977051,False,False,True,4.846875
coupled_shuffled_20M,D_0002,open_closed,open,closed,full_v3,-1.339789867401123,-1.2457175254821777,-1.339789867401123,1.2457175254821777,-0.09407234191894531,-1.339789867401123,False,False,True,4.846875
coupled_shuffled_20M,D_0002,open_closed,open,closed,initial_plus_last,-1.1788263320922852,-1.0535087585449219,-1.1788263320922852,1.0535087585449219,-0.12531757354736328,-1.1788263320922852,False,False,True,4.846875
coupled_shuffled_20M,D_0002,open_closed,open,closed,last_event_only,-0.9467930793762207,-0.9014472961425781,-0.9467930793762207,0.9014472961425781,-0.04534578323364258,-0.9467930793762207,False,False,True,4.846875
coupled_shuffled_20M,D_0002,open_closed,open,closed,no_context,-0.902989387512207,-0.902989387512207,-0.902989387512207,0.902989387512207,0.0,-0.902989387512207,False,False,True,4.846875
coupled_shuffled_20M,D_0003,empty_full,empty,full,explicit_final_state,-1.6034154891967773,-1.6724491119384766,-1.6034154891967773,1.6724491119384766,0.06903362274169922,-1.6034154891967773,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0003,empty_full,empty,full,full_v3,-1.8022098541259766,-1.8067121505737305,-1.8022098541259766,1.8067121505737305,0.004502296447753906,-1.8022098541259766,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0003,empty_full,empty,full,initial_plus_last,-1.8273820877075195,-1.7431507110595703,-1.8273820877075195,1.7431507110595703,-0.08423137664794922,-1.8273820877075195,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0003,empty_full,empty,full,last_event_only,-1.9063096046447754,-1.7494010925292969,-1.9063096046447754,1.7494010925292969,-0.15690851211547852,-1.9063096046447754,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0003,empty_full,empty,full,no_context,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0004,open_closed,open,closed,explicit_final_state,-1.17124605178833,-1.3047914505004883,-1.17124605178833,1.3047914505004883,0.1335453987121582,-1.17124605178833,False,False,True,4.846875
coupled_shuffled_20M,D_0004,open_closed,open,closed,full_v3,-1.3100953102111816,-1.2417373657226562,-1.3100953102111816,1.2417373657226562,-0.06835794448852539,-1.3100953102111816,False,False,True,4.846875
coupled_shuffled_20M,D_0004,open_closed,open,closed,initial_plus_last,-1.3634309768676758,-1.2828564643859863,-1.3634309768676758,1.2828564643859863,-0.08057451248168945,-1.3634309768676758,False,False,True,4.846875
coupled_shuffled_20M,D_0004,open_closed,open,closed,last_event_only,-1.1741876602172852,-1.183112621307373,-1.1741876602172852,1.183112621307373,0.00892496109008789,-1.1741876602172852,False,False,True,4.846875
coupled_shuffled_20M,D_0004,open_closed,open,closed,no_context,-1.0531487464904785,-1.0531487464904785,-1.0531487464904785,1.0531487464904785,0.0,-1.0531487464904785,False,False,True,4.846875
coupled_shuffled_20M,D_0005,empty_full,empty,full,explicit_final_state,-1.428023338317871,-1.5286483764648438,-1.428023338317871,1.5286483764648438,0.10062503814697266,-1.428023338317871,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0005,empty_full,empty,full,full_v3,-1.689035415649414,-1.6853790283203125,-1.689035415649414,1.6853790283203125,-0.0036563873291015625,-1.689035415649414,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0005,empty_full,empty,full,initial_plus_last,-1.655440330505371,-1.6420106887817383,-1.655440330505371,1.6420106887817383,-0.013429641723632812,-1.655440330505371,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0005,empty_full,empty,full,last_event_only,-1.8290023803710938,-1.5656161308288574,-1.8290023803710938,1.5656161308288574,-0.26338624954223633,-1.8290023803710938,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0005,empty_full,empty,full,no_context,-1.7403440475463867,-1.7403440475463867,-1.7403440475463867,1.7403440475463867,0.0,-1.7403440475463867,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0006,empty_full,empty,full,explicit_final_state,-1.6034154891967773,-1.6724491119384766,-1.6034154891967773,1.6724491119384766,0.06903362274169922,-1.6034154891967773,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0006,empty_full,empty,full,full_v3,-1.848628044128418,-1.8440141677856445,-1.848628044128418,1.8440141677856445,-0.0046138763427734375,-1.848628044128418,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0006,empty_full,empty,full,initial_plus_last,-1.840728759765625,-1.7648725509643555,-1.840728759765625,1.7648725509643555,-0.07585620880126953,-1.840728759765625,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0006,empty_full,empty,full,last_event_only,-1.9324169158935547,-1.8001317977905273,-1.9324169158935547,1.8001317977905273,-0.13228511810302734,-1.9324169158935547,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0006,empty_full,empty,full,no_context,-1.8483448028564453,-1.8483448028564453,-1.8483448028564453,1.8483448028564453,0.0,-1.8483448028564453,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0007,open_closed,open,closed,explicit_final_state,-0.9695053100585938,-1.114565372467041,-0.9695053100585938,1.114565372467041,0.14506006240844727,-0.9695053100585938,False,False,True,4.846875
coupled_shuffled_20M,D_0007,open_closed,open,closed,full_v3,-1.3065810203552246,-1.1955294609069824,-1.3065810203552246,1.1955294609069824,-0.11105155944824219,-1.3065810203552246,False,False,True,4.846875
coupled_shuffled_20M,D_0007,open_closed,open,closed,initial_plus_last,-1.2587575912475586,-1.0982589721679688,-1.2587575912475586,1.0982589721679688,-0.16049861907958984,-1.2587575912475586,False,False,True,4.846875
coupled_shuffled_20M,D_0007,open_closed,open,closed,last_event_only,-1.075704574584961,-0.9978461265563965,-1.075704574584961,0.9978461265563965,-0.07785844802856445,-1.075704574584961,False,False,True,4.846875
coupled_shuffled_20M,D_0007,open_closed,open,closed,no_context,-0.977790355682373,-0.977790355682373,-0.977790355682373,0.977790355682373,0.0,-0.977790355682373,False,False,True,4.846875
coupled_shuffled_20M,D_0008,empty_full,empty,full,explicit_final_state,-1.428023338317871,-1.5286483764648438,-1.428023338317871,1.5286483764648438,0.10062503814697266,-1.428023338317871,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0008,empty_full,empty,full,full_v3,-1.7322187423706055,-1.715555191040039,-1.7322187423706055,1.715555191040039,-0.016663551330566406,-1.7322187423706055,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0008,empty_full,empty,full,initial_plus_last,-1.6627922058105469,-1.6532092094421387,-1.6627922058105469,1.6532092094421387,-0.009582996368408203,-1.6627922058105469,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0008,empty_full,empty,full,last_event_only,-1.8575105667114258,-1.6038932800292969,-1.8575105667114258,1.6038932800292969,-0.2536172866821289,-1.8575105667114258,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0008,empty_full,empty,full,no_context,-1.7403440475463867,-1.7403440475463867,-1.7403440475463867,1.7403440475463867,0.0,-1.7403440475463867,False,False,True,4.861915367483296
coupled_shuffled_20M,D_0009,open_closed,open,closed,explicit_final_state,-0.9347653388977051,-1.0536503791809082,-0.9347653388977051,1.0536503791809082,0.11888504028320312,-0.9347653388977051,False,False,True,4.846875
coupled_shuffled_20M,D_0009,open_closed,open,closed,full_v3,-1.3087167739868164,-1.2224183082580566,-1.3087167739868164,1.2224183082580566,-0.08629846572875977,-1.3087167739868164,False,False,True,4.846875
coupled_shuffled_20M,D_0009,open_closed,open,closed,initial_plus_last,-1.1877470016479492,-1.0697169303894043,-1.1877470016479492,1.0697169303894043,-0.11803007125854492,-1.1877470016479492,False,False,True,4.846875
coupled_shuffled_20M,D_0009,open_closed,open,closed,last_event_only,-0.9277858734130859,-0.8886890411376953,-0.9277858734130859,0.8886890411376953,-0.039096832275390625,-0.9277858734130859,False,False,True,4.846875
coupled_shuffled_20M,D_0009,open_closed,open,closed,no_context,-0.902989387512207,-0.902989387512207,-0.902989387512207,0.902989387512207,0.0,-0.902989387512207,False,False,True,4.846875
coupled_shuffled_20M,D_0010,open_closed,open,closed,explicit_final_state,-0.9695053100585938,-1.114565372467041,-0.9695053100585938,1.114565372467041,0.14506006240844727,-0.9695053100585938,False,False,True,4.846875
coupled_shuffled_20M,D_0010,open_closed,open,closed,full_v3,-1.37982177734375,-1.2798290252685547,-1.37982177734375,1.2798290252685547,-0.09999275207519531,-1.37982177734375,False,False,True,4.846875
coupled_shuffled_20M,D_0010,open_closed,open,closed,initial_plus_last,-1.240431785583496,-1.0851507186889648,-1.240431785583496,1.0851507186889648,-0.15528106689453125,-1.240431785583496,False,False,True,4.846875
coupled_shuffled_20M,D_0010,open_closed,open,closed,last_event_only,-1.05682373046875,-0.9762363433837891,-1.05682373046875,0.9762363433837891,-0.08058738708496094,-1.05682373046875,False,False,True,4.846875
coupled_shuffled_20M,D_0010,open_closed,open,closed,no_context,-0.977790355682373,-0.977790355682373,-0.977790355682373,0.977790355682373,0.0,-0.977790355682373,False,False,True,4.846875
