family,role,checkpoint,group,n,mean_gain,mean_intact_nll,mean_control_nll,mean_true_source_nll,mean_unrelated_source_nll,mean_margin_full,mean_effect_no_initial_qbox,mean_effect_no_last_relevant_update,mean_effect_no_all_relevant_updates
entity,V,chck_80M,rel_ge2,1205,,,,,,0.10125209701506428,0.10882992012372156,-0.32555807725027885,-0.2535278207533587
entity,V,chck_80M,rel_ge3,716,,,,,,0.08531719546078304,0.13087386492244357,-0.31876502273469,-0.3028375769460667
entity,V,chck_80M,rel_updates_1,16,,,,,,0.8241651654243469,-0.06697559356689453,-0.40042489767074585,-0.40042489767074585
entity,V,chck_80M,rel_updates_2,489,,,,,,0.12458418190844951,0.07655289665565412,-0.3355045538007116,-0.1813278505407228
entity,V,chck_80M,rel_updates_3,296,,,,,,-0.1475462253029282,0.15350258994746852,-0.263351433583208,-0.28398389429659454
entity,V,chck_80M,rel_updates_4,326,,,,,,0.32722584089618517,0.12403275630225433,-0.4039153679748254,-0.3133249933734262
entity,V,chck_80M,rel_updates_5,94,,,,,,-0.02037052651669117,0.0833430011221703,-0.19795023380441867,-0.32583536746654107
entity,V,chck_90M,ALL,1221,,,,,,0.1352582918045269,0.10976542350603458,-0.32841646710348166,-0.2667720389112305
entity,V,chck_90M,rel_ge2,1205,,,,,,0.12757299500382294,0.11214816946211692,-0.3271495404579827,-0.26468659703662284
entity,V,chck_90M,rel_ge3,716,,,,,,0.10511668234564073,0.1498208212452894,-0.31380450359269896,-0.3116366906539022
entity,V,chck_90M,rel_updates_1,16,,,,,,0.714057207107544,-0.06968513131141663,-0.42383188009262085,-0.42383188009262085
entity,V,chck_90M,rel_updates_2,489,,,,,,0.1604538127200979,0.05698739507203209,-0.3466895126370077,-0.1959416746849419
entity,V,chck_90M,rel_updates_3,296,,,,,,-0.1593081959196039,0.1784762031323201,-0.26025865690128225,-0.28831241904078303
entity,V,chck_90M,rel_updates_4,326,,,,,,0.3823185983611031,0.121754903003482,-0.4156000957898567,-0.3182471522524313
entity,V,chck_90M,rel_updates_5,94,,,,,,-0.023586090574873254,0.15692184580133317,-0.1293811798095703,-0.3621576897641446
