family,group,contrast,checkpoint,role_a,role_b,n_a,n_b,mean_mean_gain_a,mean_mean_gain_b,delta_mean_gain_a_minus_b,mean_mean_intact_nll_a,mean_mean_intact_nll_b,delta_mean_intact_nll_a_minus_b,mean_mean_control_nll_a,mean_mean_control_nll_b,delta_mean_control_nll_a_minus_b,mean_mean_true_source_nll_a,mean_mean_true_source_nll_b,delta_mean_true_source_nll_a_minus_b,mean_mean_unrelated_source_nll_a,mean_mean_unrelated_source_nll_b,delta_mean_unrelated_source_nll_a_minus_b,mean_mean_margin_full_a,mean_mean_margin_full_b,delta_mean_margin_full_a_minus_b,mean_mean_effect_no_initial_qbox_a,mean_mean_effect_no_initial_qbox_b,delta_mean_effect_no_initial_qbox_a_minus_b,mean_mean_effect_no_last_relevant_update_a,mean_mean_effect_no_last_relevant_update_b,delta_mean_effect_no_last_relevant_update_a_minus_b,mean_mean_effect_no_all_relevant_updates_a,mean_mean_effect_no_all_relevant_updates_b,delta_mean_effect_no_all_relevant_updates_a_minus_b
rewrite,token_nonoverlap,CminusR,chck_70M,C,R,2732,2732,0.5488779863798077,0.20936082013354992,0.3395171662462577,,,,,,,9.135934271103816,9.364971143260359,-0.22903687215654323,9.684812257483623,9.574331963393908,0.11048029408971516,,,,,,,,,,,,
rewrite,token_nonoverlap,CminusR,chck_80M,C,R,2732,2732,0.6633870084476855,0.1512475952746055,0.51213941317308,,,,,,,8.760910523692651,9.4787131513893,-0.7178026276966492,9.424297532140336,9.629960746663905,-0.20566321452356817,,,,,,,,,,,,
rewrite,token_nonoverlap,CminusR,chck_90M,C,R,2732,2732,0.6792295674301171,0.19835053774832284,0.48087902968179425,,,,,,,8.703494532554688,9.482363073927068,-0.7788685413723808,9.382724099984804,9.68071361167539,-0.2979895116905862,,,,,,,,,,,,
rewrite,token_nonoverlap,CminusR,chck_100M,C,R,2732,2732,0.683624739440957,0.21102166743090003,0.472603072010057,,,,,,,8.665310016433718,9.456511891691088,-0.7912018752573697,9.348934755874675,9.667533559121988,-0.3185988032473137,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusV,chck_60M,RS,V,2732,2732,0.11811274342446167,0.2516569238630605,-0.13354418043859884,,,,,,,9.410389867918035,9.152561237487403,0.2578286304306321,9.528502611342496,9.404218161350462,0.12428444999203414,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusV,chck_70M,RS,V,2732,2732,0.4076914268042647,0.6940613794379143,-0.28636995263364967,,,,,,,9.274955250420996,8.648098192225438,0.6268570581955579,9.68264667722526,9.342159571663352,0.340487105561909,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusV,chck_80M,RS,V,2732,2732,0.6351608941181512,0.7842951703974828,-0.1491342762793315,,,,,,,8.919991350409576,8.29622282188162,0.6237685285279557,9.555152244527727,9.080517992279104,0.47463425224862377,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusV,chck_90M,RS,V,2732,2732,0.6610205105422705,0.7912675558888022,-0.13024704534653164,,,,,,,8.742270712883895,8.089001487433299,0.6532692254505967,9.403291223426166,8.880269043322102,0.5230221801040642,,,,,,,,,,,,
rewrite,token_nonoverlap,RSminusV,chck_100M,RS,V,2732,2732,0.6559394448777418,0.7968469062822804,-0.14090746140453858,,,,,,,8.754195621910766,8.056563733470126,0.6976318884406396,9.410135066788508,8.853410639752406,0.5567244270361016,,,,,,,,,,,,
rewrite,token_overlap,RminusC,chck_60M,R,C,3160,3160,0.8868823529044284,0.8028166783006886,0.08406567460373982,,,,,,,8.608178092935418,9.056191191265855,-0.4480130983304367,9.495060445839846,9.859007869566543,-0.36394742372669775,,,,,,,,,,,,
rewrite,token_overlap,RminusC,chck_70M,R,C,3160,3160,0.9510851970201806,0.9864170712760733,-0.03533187425589268,,,,,,,8.325000179266627,8.483112854821773,-0.1581126755551452,9.276085376286808,9.469529926097845,-0.1934445498110371,,,,,,,,,,,,
rewrite,token_overlap,RminusC,chck_80M,R,C,3160,3160,0.8432806282858305,1.2414869356570364,-0.3982063073712059,,,,,,,8.551177694903144,7.99611191996668,0.5550657749364643,9.394458323188974,9.237598855623716,0.15685946756525837,,,,,,,,,,,,
rewrite,token_overlap,RminusC,chck_90M,R,C,3160,3160,0.8620722778990298,1.320851298393328,-0.4587790204942982,,,,,,,8.604091375462616,7.8683492692776875,0.7357421061849285,9.466163653361646,9.189200567671016,0.27696308569063,,,,,,,,,,,,
rewrite,token_overlap,RminusC,chck_100M,R,C,3160,3160,0.8597256053852129,1.3261975487576256,-0.4664719433724127,,,,,,,8.593169763042956,7.841258187158198,0.7519115758847583,9.45289536842817,9.167455735915825,0.28543963251234494,,,,,,,,,,,,
rewrite,token_overlap,RSminusC,chck_60M,RS,C,3160,3160,0.5692492711393139,0.8028166783006886,-0.2335674071613747,,,,,,,8.774465096223203,9.056191191265855,-0.2817260950426519,9.343714367362518,9.859007869566543,-0.5152935022040257,,,,,,,,,,,,
rewrite,token_overlap,RSminusC,chck_70M,RS,C,3160,3160,0.698441891881484,0.9864170712760733,-0.2879751793945893,,,,,,,8.890957129680658,8.483112854821773,0.40784427485888486,9.589399021562143,9.469529926097845,0.11986909546429736,,,,,,,,,,,,
rewrite,token_overlap,RSminusC,chck_80M,RS,C,3160,3160,0.9158070565401754,1.2414869356570364,-0.325679879116861,,,,,,,8.42215653522105,7.99611191996668,0.4260446152543711,9.337963591761227,9.237598855623716,0.10036473613751085,,,,,,,,,,,,
rewrite,token_overlap,RSminusC,chck_90M,RS,C,3160,3160,0.9564307012889959,1.320851298393328,-0.36442059710433217,,,,,,,8.158086983312534,7.8683492692776875,0.28973771403484694,9.11451768460153,9.189200567671016,-0.07468288306948523,,,,,,,,,,,,
rewrite,token_overlap,RSminusC,chck_100M,RS,C,3160,3160,0.9591940883216978,1.3261975487576256,-0.3670034604359278,,,,,,,8.164314914881428,7.841258187158198,0.32305672772323035,9.123509003203127,9.167455735915825,-0.04394673271269767,,,,,,,,,,,,
rewrite,token_overlap,RminusRS,chck_60M,R,RS,3160,3160,0.8868823529044284,0.5692492711393139,0.3176330817651145,,,,,,,8.608178092935418,8.774465096223203,-0.16628700328778478,9.495060445839846,9.343714367362518,0.15134607847732795,,,,,,,,,,,,
rewrite,token_overlap,RminusRS,chck_70M,R,RS,3160,3160,0.9510851970201806,0.698441891881484,0.2526433051386966,,,,,,,8.325000179266627,8.890957129680658,-0.56595695041403,9.276085376286808,9.589399021562143,-0.31331364527533445,,,,,,,,,,,,
rewrite,token_overlap,RminusRS,chck_80M,R,RS,3160,3160,0.8432806282858305,0.9158070565401754,-0.07252642825434485,,,,,,,8.551177694903144,8.42215653522105,0.12902115968209316,9.394458323188974,9.337963591761227,0.056494731427747524,,,,,,,,,,,,
rewrite,token_overlap,RminusRS,chck_90M,R,RS,3160,3160,0.8620722778990298,0.9564307012889959,-0.09435842338996603,,,,,,,8.604091375462616,8.158086983312534,0.4460043921500816,9.466163653361646,9.11451768460153,0.3516459687601152,,,,,,,,,,,,
rewrite,token_overlap,RminusRS,chck_100M,R,RS,3160,3160,0.8597256053852129,0.9591940883216978,-0.09946848293648491,,,,,,,8.593169763042956,8.164314914881428,0.42885484816152797,9.45289536842817,9.123509003203127,0.3293863652250426,,,,,,,,,,,,
rewrite,token_overlap,RSminusR,chck_60M,RS,R,3160,3160,0.5692492711393139,0.8868823529044284,-0.3176330817651145,,,,,,,8.774465096223203,8.608178092935418,0.16628700328778478,9.343714367362518,9.495060445839846,-0.15134607847732795,,,,,,,,,,,,
rewrite,token_overlap,RSminusR,chck_70M,RS,R,3160,3160,0.698441891881484,0.9510851970201806,-0.2526433051386966,,,,,,,8.890957129680658,8.325000179266627,0.56595695041403,9.589399021562143,9.276085376286808,0.31331364527533445,,,,,,,,,,,,
rewrite,token_overlap,RSminusR,chck_80M,RS,R,3160,3160,0.9158070565401754,0.8432806282858305,0.07252642825434485,,,,,,,8.42215653522105,8.551177694903144,-0.12902115968209316,9.337963591761227,9.394458323188974,-0.056494731427747524,,,,,,,,,,,,
rewrite,token_overlap,RSminusR,chck_90M,RS,R,3160,3160,0.9564307012889959,0.8620722778990298,0.09435842338996603,,,,,,,8.158086983312534,8.604091375462616,-0.4460043921500816,9.11451768460153,9.466163653361646,-0.3516459687601152,,,,,,,,,,,,
rewrite,token_overlap,RSminusR,chck_100M,RS,R,3160,3160,0.9591940883216978,0.8597256053852129,0.09946848293648491,,,,,,,8.164314914881428,8.593169763042956,-0.42885484816152797,9.123509003203127,9.45289536842817,-0.3293863652250426,,,,,,,,,,,,
rewrite,token_overlap,VminusC,chck_60M,V,C,3160,3160,0.8832420659216145,0.8028166783006886,0.08042538762092588,,,,,,,8.441446736869933,9.056191191265855,-0.6147444543959217,9.324688802791547,9.859007869566543,-0.5343190667749962,,,,,,,,,,,,
rewrite,token_overlap,VminusC,chck_70M,V,C,3160,3160,1.2168194957926304,0.9864170712760733,0.23040242451655712,,,,,,,8.001399588169932,8.483112854821773,-0.4817132666518411,9.21821908396256,9.469529926097845,-0.2513108421352843,,,,,,,,,,,,
rewrite,token_overlap,VminusC,chck_80M,V,C,3160,3160,1.34979648303382,1.2414869356570364,0.10830954737678367,,,,,,,7.521372739461404,7.99611191996668,-0.4747391805052761,8.871169222495224,9.237598855623716,-0.36642963312849197,,,,,,,,,,,,
rewrite,token_overlap,VminusC,chck_90M,V,C,3160,3160,1.4568806969855406,1.320851298393328,0.13602939859221252,,,,,,,7.207271568571465,7.8683492692776875,-0.6610777007062225,8.664152265557005,9.189200567671016,-0.5250483021140102,,,,,,,,,,,,
rewrite,token_overlap,VminusC,chck_100M,V,C,3160,3160,1.4694020172085942,1.3261975487576256,0.14320446845096857,,,,,,,7.155930898838405,7.841258187158198,-0.685327288319793,8.625332916047,9.167455735915825,-0.5421228198688244,,,,,,,,,,,,
rewrite,token_overlap,VminusR,chck_60M,V,R,3160,3160,0.8832420659216145,0.8868823529044284,-0.003640286982813934,,,,,,,8.441446736869933,8.608178092935418,-0.16673135606548506,9.324688802791547,9.495060445839846,-0.17037164304829844,,,,,,,,,,,,
rewrite,token_overlap,VminusR,chck_70M,V,R,3160,3160,1.2168194957926304,0.9510851970201806,0.2657342987724498,,,,,,,8.001399588169932,8.325000179266627,-0.3236005910966959,9.21821908396256,9.276085376286808,-0.057866292324247226,,,,,,,,,,,,
rewrite,token_overlap,VminusR,chck_80M,V,R,3160,3160,1.34979648303382,0.8432806282858305,0.5065158547479895,,,,,,,7.521372739461404,8.551177694903144,-1.0298049554417403,8.871169222495224,9.394458323188974,-0.5232891006937503,,,,,,,,,,,,
rewrite,token_overlap,VminusR,chck_90M,V,R,3160,3160,1.4568806969855406,0.8620722778990298,0.5948084190865107,,,,,,,7.207271568571465,8.604091375462616,-1.396819806891151,8.664152265557005,9.466163653361646,-0.8020113878046402,,,,,,,,,,,,
rewrite,token_overlap,VminusR,chck_100M,V,R,3160,3160,1.4694020172085942,0.8597256053852129,0.6096764118233813,,,,,,,7.155930898838405,8.593169763042956,-1.4372388642045513,8.625332916047,9.45289536842817,-0.8275624523811693,,,,,,,,,,,,
rewrite,token_overlap,CminusR,chck_60M,C,R,3160,3160,0.8028166783006886,0.8868823529044284,-0.08406567460373982,,,,,,,9.056191191265855,8.608178092935418,0.4480130983304367,9.859007869566543,9.495060445839846,0.36394742372669775,,,,,,,,,,,,
rewrite,token_overlap,CminusR,chck_70M,C,R,3160,3160,0.9864170712760733,0.9510851970201806,0.03533187425589268,,,,,,,8.483112854821773,8.325000179266627,0.1581126755551452,9.469529926097845,9.276085376286808,0.1934445498110371,,,,,,,,,,,,
rewrite,token_overlap,CminusR,chck_80M,C,R,3160,3160,1.2414869356570364,0.8432806282858305,0.3982063073712059,,,,,,,7.99611191996668,8.551177694903144,-0.5550657749364643,9.237598855623716,9.394458323188974,-0.15685946756525837,,,,,,,,,,,,
rewrite,token_overlap,CminusR,chck_90M,C,R,3160,3160,1.320851298393328,0.8620722778990298,0.4587790204942982,,,,,,,7.8683492692776875,8.604091375462616,-0.7357421061849285,9.189200567671016,9.466163653361646,-0.27696308569063,,,,,,,,,,,,
rewrite,token_overlap,CminusR,chck_100M,C,R,3160,3160,1.3261975487576256,0.8597256053852129,0.4664719433724127,,,,,,,7.841258187158198,8.593169763042956,-0.7519115758847583,9.167455735915825,9.45289536842817,-0.28543963251234494,,,,,,,,,,,,
rewrite,token_overlap,RSminusV,chck_60M,RS,V,3160,3160,0.5692492711393139,0.8832420659216145,-0.3139927947823006,,,,,,,8.774465096223203,8.441446736869933,0.33301835935326984,9.343714367362518,9.324688802791547,0.019025564570970488,,,,,,,,,,,,
rewrite,token_overlap,RSminusV,chck_70M,RS,V,3160,3160,0.698441891881484,1.2168194957926304,-0.5183776039111464,,,,,,,8.890957129680658,8.001399588169932,0.889557541510726,9.589399021562143,9.21821908396256,0.3711799375995817,,,,,,,,,,,,
rewrite,token_overlap,RSminusV,chck_80M,RS,V,3160,3160,0.9158070565401754,1.34979648303382,-0.4339894264936447,,,,,,,8.42215653522105,7.521372739461404,0.9007837957596472,9.337963591761227,8.871169222495224,0.4667943692660028,,,,,,,,,,,,
rewrite,token_overlap,RSminusV,chck_90M,RS,V,3160,3160,0.9564307012889959,1.4568806969855406,-0.5004499956965447,,,,,,,8.158086983312534,7.207271568571465,0.9508154147410695,9.11451768460153,8.664152265557005,0.450365419044525,,,,,,,,,,,,
rewrite,token_overlap,RSminusV,chck_100M,RS,V,3160,3160,0.9591940883216978,1.4694020172085942,-0.5102079288868964,,,,,,,8.164314914881428,7.155930898838405,1.0083840160430233,9.123509003203127,8.625332916047,0.4981760871561267,,,,,,,,,,,,
entity,ALL,RminusC,chck_60M,R,C,1221,1221,,,,,,,,,,,,,,,,0.29556244421356725,0.03877608176628944,0.2567863624472778,0.05776675268824622,0.09336866188205528,-0.03560190919380906,-0.42319309740746053,-0.23412897858240875,-0.18906411882505178,-0.31690127697272147,-0.14095895393865213,-0.17594232303406934
entity,ALL,RminusC,chck_70M,R,C,1221,1221,,,,,,,,,,,,,,,,0.2515332200896242,0.0213414276358927,0.2301917924537315,0.09792282833221211,0.08363248684872963,0.014290341483482474,-0.3731470053358023,-0.2440309578234011,-0.12911604751240122,-0.28177330710671167,-0.19849860502207115,-0.08327470208464052
entity,ALL,RminusC,chck_80M,R,C,1221,1221,,,,,,,,,,,,,,,,0.2286097679247532,0.12212583132204123,0.10648393660271198,0.15668396926336264,0.07918418039560904,0.0774997888677536,-0.3310359586564173,-0.2605969425501343,-0.07043901610628295,-0.2280425976574372,-0.19912744290900952,-0.02891515474842768
entity,ALL,RminusC,chck_90M,R,C,1221,1221,,,,,,,,,,,,,,,,0.2838030734284797,0.15989355402438002,0.1239095194040997,0.17269096093330102,0.08655509257492328,0.08613586835837775,-0.34561263958417815,-0.24843820892915094,-0.0971744306550272,-0.24802714444690802,-0.17675627166379387,-0.07127087278311414
entity,ALL,RminusC,chck_100M,R,C,1221,1221,,,,,,,,,,,,,,,,0.2660232972747278,0.15293151926154686,0.11309177801318093,0.1719632877081169,0.0762747505665997,0.09568853714151719,-0.3528034935028801,-0.2609095078428489,-0.09189398566003121,-0.2559220632698378,-0.18912105400185425,-0.06680100926798355
entity,ALL,RSminusC,chck_60M,RS,C,1221,1221,,,,,,,,,,,,,,,,0.2537421789645758,0.03877608176628944,0.21496609719828635,0.03436337036738915,0.09336866188205528,-0.05900529151466613,-0.25995829728272585,-0.23412897858240875,-0.0258293187003171,-0.23889113917495264,-0.14095895393865213,-0.09793218523630051
entity,ALL,RSminusC,chck_70M,RS,C,1221,1221,,,,,,,,,,,,,,,,0.22284401624931066,0.0213414276358927,0.20150258861341797,0.07356165082214505,0.08363248684872963,-0.010070836026584581,-0.22351354580253582,-0.2440309578234011,0.020517412020865267,-0.21820316638837184,-0.19849860502207115,-0.019704561366300694
entity,ALL,RSminusC,chck_80M,RS,C,1221,1221,,,,,,,,,,,,,,,,0.25997476866751007,0.12212583132204123,0.13784893734546882,0.08490257757204073,0.07918418039560904,0.005718397176431689,-0.24090726272089377,-0.2605969425501343,0.019689679829240553,-0.18664191083572226,-0.19912744290900952,0.012485532073287259
entity,ALL,RSminusC,chck_90M,RS,C,1221,1221,,,,,,,,,,,,,,,,0.24977047027475419,0.15989355402438002,0.08987691625037417,0.10164924072106289,0.08655509257492328,0.015094148146139616,-0.24558862011321347,-0.24843820892915094,0.0028495888159374705,-0.1883426858791067,-0.17675627166379387,-0.01158641421531284
entity,ALL,RSminusC,chck_100M,RS,C,1221,1221,,,,,,,,,,,,,,,,0.2585041399962779,0.15293151926154686,0.10557262073473106,0.09685461302451868,0.0762747505665997,0.020579862457918985,-0.24636907395918187,-0.2609095078428489,0.01454043388366702,-0.18777427831504503,-0.18912105400185425,0.0013467756868092151
entity,ALL,RminusRS,chck_60M,R,RS,1221,1221,,,,,,,,,,,,,,,,0.29556244421356725,0.2537421789645758,0.04182026524899146,0.05776675268824622,0.03436337036738915,0.02340338232085707,-0.42319309740746053,-0.25995829728272585,-0.16323480012473468,-0.31690127697272147,-0.23889113917495264,-0.07801013779776883
entity,ALL,RminusRS,chck_70M,R,RS,1221,1221,,,,,,,,,,,,,,,,0.2515332200896242,0.22284401624931066,0.028689203840313537,0.09792282833221211,0.07356165082214505,0.024361177510067056,-0.3731470053358023,-0.22351354580253582,-0.14963345953326648,-0.28177330710671167,-0.21820316638837184,-0.06357014071833983
entity,ALL,RminusRS,chck_80M,R,RS,1221,1221,,,,,,,,,,,,,,,,0.2286097679247532,0.25997476866751007,-0.03136500074275686,0.15668396926336264,0.08490257757204073,0.07178139169132192,-0.3310359586564173,-0.24090726272089377,-0.0901286959355235,-0.2280425976574372,-0.18664191083572226,-0.04140068682171494
entity,ALL,RminusRS,chck_90M,R,RS,1221,1221,,,,,,,,,,,,,,,,0.2838030734284797,0.24977047027475419,0.03403260315372553,0.17269096093330102,0.10164924072106289,0.07104172021223813,-0.34561263958417815,-0.24558862011321347,-0.10002401947096468,-0.24802714444690802,-0.1883426858791067,-0.0596844585678013
entity,ALL,RminusRS,chck_100M,R,RS,1221,1221,,,,,,,,,,,,,,,,0.2660232972747278,0.2585041399962779,0.007519157278449873,0.1719632877081169,0.09685461302451868,0.0751086746835982,-0.3528034935028801,-0.24636907395918187,-0.10643441954369823,-0.2559220632698378,-0.18777427831504503,-0.06814778495479276
entity,ALL,RSminusR,chck_60M,RS,R,1221,1221,,,,,,,,,,,,,,,,0.2537421789645758,0.29556244421356725,-0.04182026524899146,0.03436337036738915,0.05776675268824622,-0.02340338232085707,-0.25995829728272585,-0.42319309740746053,0.16323480012473468,-0.23889113917495264,-0.31690127697272147,0.07801013779776883
entity,ALL,RSminusR,chck_70M,RS,R,1221,1221,,,,,,,,,,,,,,,,0.22284401624931066,0.2515332200896242,-0.028689203840313537,0.07356165082214505,0.09792282833221211,-0.024361177510067056,-0.22351354580253582,-0.3731470053358023,0.14963345953326648,-0.21820316638837184,-0.28177330710671167,0.06357014071833983
entity,ALL,RSminusR,chck_80M,RS,R,1221,1221,,,,,,,,,,,,,,,,0.25997476866751007,0.2286097679247532,0.03136500074275686,0.08490257757204073,0.15668396926336264,-0.07178139169132192,-0.24090726272089377,-0.3310359586564173,0.0901286959355235,-0.18664191083572226,-0.2280425976574372,0.04140068682171494
entity,ALL,RSminusR,chck_90M,RS,R,1221,1221,,,,,,,,,,,,,,,,0.24977047027475419,0.2838030734284797,-0.03403260315372553,0.10164924072106289,0.17269096093330102,-0.07104172021223813,-0.24558862011321347,-0.34561263958417815,0.10002401947096468,-0.1883426858791067,-0.24802714444690802,0.0596844585678013
entity,ALL,RSminusR,chck_100M,RS,R,1221,1221,,,,,,,,,,,,,,,,0.2585041399962779,0.2660232972747278,-0.007519157278449873,0.09685461302451868,0.1719632877081169,-0.0751086746835982,-0.24636907395918187,-0.3528034935028801,0.10643441954369823,-0.18777427831504503,-0.2559220632698378,0.06814778495479276
entity,ALL,VminusC,chck_60M,V,C,1221,1221,,,,,,,,,,,,,,,,0.25271208846695986,0.03877608176628944,0.21393600670067042,0.09657799836361047,0.09336866188205528,0.0032093364815551917,-0.3716576956609153,-0.23412897858240875,-0.13752871707850653,-0.320286767195718,-0.14095895393865213,-0.1793278132570659
entity,ALL,VminusC,chck_70M,V,C,1221,1221,,,,,,,,,,,,,,,,0.10359716454458276,0.0213414276358927,0.08225573690869006,0.11708504991586047,0.08363248684872963,0.03345256306713083,-0.2901157695284444,-0.2440309578234011,-0.04608481170504333,-0.2155022281393665,-0.19849860502207115,-0.017003623117295363
entity,ALL,VminusC,chck_80M,V,C,1221,1221,,,,,,,,,,,,,,,,0.11072515933656185,0.12212583132204123,-0.01140067198547938,0.10652616236856197,0.07918418039560904,0.027341981972952928,-0.3265391330461244,-0.2605969425501343,-0.0659421904959901,-0.2554527619742254,-0.19912744290900952,-0.05632531906521587
entity,ALL,VminusC,chck_90M,V,C,1221,1221,,,,,,,,,,,,,,,,0.1352582918045269,0.15989355402438002,-0.024635262219853127,0.10976542350603458,0.08655509257492328,0.0232103309311113,-0.32841646710348166,-0.24843820892915094,-0.07997825817433071,-0.2667720389112305,-0.17675627166379387,-0.09001576724743665
entity,ALL,VminusC,chck_100M,V,C,1221,1221,,,,,,,,,,,,,,,,0.13176480440894275,0.15293151926154686,-0.0211667148526041,0.10982721589999937,0.0762747505665997,0.03355246533339967,-0.3415981590699017,-0.2609095078428489,-0.08068865122705282,-0.2774698033282056,-0.18912105400185425,-0.08834874932635134
entity,ALL,RSminusV,chck_60M,RS,V,1221,1221,,,,,,,,,,,,,,,,0.2537421789645758,0.25271208846695986,0.001030090497615932,0.03436337036738915,0.09657799836361047,-0.06221462799622132,-0.25995829728272585,-0.3716576956609153,0.11169939837818943,-0.23889113917495264,-0.320286767195718,0.08139562802076539
entity,ALL,RSminusV,chck_70M,RS,V,1221,1221,,,,,,,,,,,,,,,,0.22284401624931066,0.10359716454458276,0.1192468517047279,0.07356165082214505,0.11708504991586047,-0.043523399093715415,-0.22351354580253582,-0.2901157695284444,0.0666022237259086,-0.21820316638837184,-0.2155022281393665,-0.00270093824900533
entity,ALL,RSminusV,chck_80M,RS,V,1221,1221,,,,,,,,,,,,,,,,0.25997476866751007,0.11072515933656185,0.14924960933094822,0.08490257757204073,0.10652616236856197,-0.02162358479652124,-0.24090726272089377,-0.3265391330461244,0.08563187032523065,-0.18664191083572226,-0.2554527619742254,0.06881085113850313
entity,ALL,RSminusV,chck_90M,RS,V,1221,1221,,,,,,,,,,,,,,,,0.24977047027475419,0.1352582918045269,0.1145121784702273,0.10164924072106289,0.10976542350603458,-0.008116182784971684,-0.24558862011321347,-0.32841646710348166,0.08282784699026818,-0.1883426858791067,-0.2667720389112305,0.07842935303212381
entity,ALL,RSminusV,chck_100M,RS,V,1221,1221,,,,,,,,,,,,,,,,0.2585041399962779,0.13176480440894275,0.12673933558733516,0.09685461302451868,0.10982721589999937,-0.012972602875480688,-0.24636907395918187,-0.3415981590699017,0.09522908511071984,-0.18777427831504503,-0.2774698033282056,0.08969552501316055
entity,rel_ge2,RminusC,chck_60M,R,C,1205,1205,,,,,,,,,,,,,,,,0.2956810978932994,0.03565268496754753,0.26002841292575185,0.057891503804946835,0.09285194705630734,-0.0349604432513605,-0.4242947087742976,-0.23597205387606165,-0.18832265489823594,-0.3165915446657363,-0.14156491687189,-0.1750266277938463
entity,rel_ge2,RminusC,chck_70M,R,C,1205,1205,,,,,,,,,,,,,,,,0.25362996738481325,0.01651024076453878,0.23711972662027447,0.09940320980499394,0.08540507876526765,0.013998131039726289,-0.3738201382743867,-0.24151700037643622,-0.13230313789795048,-0.2812331793219222,-0.19538006861674834,-0.08585311070517387
entity,rel_ge2,RminusC,chck_80M,R,C,1205,1205,,,,,,,,,,,,,,,,0.22995436676310305,0.11970409248874395,0.1102502742743591,0.15832577602497275,0.07893213938875317,0.07939363663621958,-0.3301823246033854,-0.2601705956755832,-0.07001172892780222,-0.22582141690234425,-0.19788490350810323,-0.027936513394241025
entity,rel_ge2,RminusC,chck_90M,R,C,1205,1205,,,,,,,,,,,,,,,,0.28465781053566835,0.15672024720931943,0.12793756332634892,0.17461991329905402,0.08612255219107347,0.08849736110798055,-0.3443992215073455,-0.2474764172961603,-0.09692280421118518,-0.24551798535580457,-0.174842686672923,-0.07067529868288158
entity,rel_ge2,RminusC,chck_100M,R,C,1205,1205,,,,,,,,,,,,,,,,0.26709026281269754,0.14956844782928214,0.1175218149834154,0.17372019102959219,0.07603944505398699,0.0976807459756052,-0.35123200911209296,-0.25992809519233545,-0.0913039139197575,-0.253064186444421,-0.1871864336654853,-0.06587775277893573
entity,rel_ge2,RSminusC,chck_60M,RS,C,1205,1205,,,,,,,,,,,,,,,,0.2502312505888246,0.03565268496754753,0.21457856562127708,0.034740193750848414,0.09285194705630734,-0.058111753305458924,-0.2593945297462812,-0.23597205387606165,-0.023422475870219533,-0.23804764173832177,-0.14156491687189,-0.09648272486643178
entity,rel_ge2,RSminusC,chck_70M,RS,C,1205,1205,,,,,,,,,,,,,,,,0.2147831930659124,0.01651024076453878,0.19827295230137362,0.07705405262990611,0.08540507876526765,-0.008351026135361539,-0.22183921584449864,-0.24151700037643622,0.01967778453193758,-0.21645832516840385,-0.19538006861674834,-0.021078256551655516
entity,rel_ge2,RSminusC,chck_80M,RS,C,1205,1205,,,,,,,,,,,,,,,,0.2520296334231048,0.11970409248874395,0.13232554093436086,0.08901003099576071,0.07893213938875317,0.010077891607007547,-0.23941328456293004,-0.2601705956755832,0.020757311112653165,-0.18442739688509233,-0.19788490350810323,0.0134575066230109
entity,rel_ge2,RSminusC,chck_90M,RS,C,1205,1205,,,,,,,,,,,,,,,,0.24108865152256123,0.15672024720931943,0.0843684043132418,0.10626386319947935,0.08612255219107347,0.020141311008405882,-0.24377220240866002,-0.2474764172961603,0.003704214887500279,-0.18576615618472278,-0.174842686672923,-0.010923469511799788
entity,rel_ge2,RSminusC,chck_100M,RS,C,1205,1205,,,,,,,,,,,,,,,,0.24955057603195,0.14956844782928214,0.09998212820266786,0.10155308325755645,0.07603944505398699,0.025513638203569458,-0.24439150337361695,-0.25992809519233545,0.015536591818718498,-0.1850186855466534,-0.1871864336654853,0.002167748118831886
entity,rel_ge2,RminusRS,chck_60M,R,RS,1205,1205,,,,,,,,,,,,,,,,0.2956810978932994,0.2502312505888246,0.045449847304474766,0.057891503804946835,0.034740193750848414,0.02315131005409842,-0.4242947087742976,-0.2593945297462812,-0.1649001790280164,-0.3165915446657363,-0.23804764173832177,-0.07854390292741453
entity,rel_ge2,RminusRS,chck_70M,R,RS,1205,1205,,,,,,,,,,,,,,,,0.25362996738481325,0.2147831930659124,0.03884677431890085,0.09940320980499394,0.07705405262990611,0.022349157175087828,-0.3738201382743867,-0.22183921584449864,-0.15198092242988806,-0.2812331793219222,-0.21645832516840385,-0.06477485415351836
entity,rel_ge2,RminusRS,chck_80M,R,RS,1205,1205,,,,,,,,,,,,,,,,0.22995436676310305,0.2520296334231048,-0.022075266660001758,0.15832577602497275,0.08901003099576071,0.06931574502921203,-0.3301823246033854,-0.23941328456293004,-0.09076904004045538,-0.22582141690234425,-0.18442739688509233,-0.041394020017251926
entity,rel_ge2,RminusRS,chck_90M,R,RS,1205,1205,,,,,,,,,,,,,,,,0.28465781053566835,0.24108865152256123,0.04356915901310712,0.17461991329905402,0.10626386319947935,0.06835605009957467,-0.3443992215073455,-0.24377220240866002,-0.10062701909868546,-0.24551798535580457,-0.18576615618472278,-0.059751829171081794
