delta2_fraction,delta2_per_param,delta2_rel_to_ref2,delta2_sum,delta_over_importance_fraction_ratio,grad2_fraction,grad2_per_param,grad2_sum,group,n_params,n_tensors,param_fraction,ref2_sum,route
0.16800856639115339,0.0005838304556771267,0.336948739051189,4735.472179215401,2.3486178984391444,0.07153507878093296,3.2104238067388867e-06,26.03987591341138,embeddings,8111040,4,0.23532480988425478,14053.983975574374,scale1p75_100M_stock_minus_step35_100M
0.0757383912333278,0.0015399602583840123,0.828163054783411,2134.754508582253,0.7149107204670104,0.10594104839252128,2.781926751204767e-05,38.56418139590096,layer6_attention,1386240,14,0.040218845481460985,2577.6983122490947,scale1p75_100M_stock_minus_step35_100M
0.06570810823495997,0.001336018281979391,0.6253751680434001,1852.041983211111,0.5974104562722998,0.10998821253475048,2.888202027545896e-05,40.03741178665223,layer7_attention,1386240,14,0.040218845481460985,2961.489483193842,scale1p75_100M_stock_minus_step35_100M
0.060439980304085275,0.001228903415693983,0.6657944882944246,1703.5550709716272,0.6721036274771632,0.08992657952309431,2.3613996747770444e-05,32.7346668516293,layer5_attention,1386240,14,0.040218845481460985,2558.6800445519593,scale1p75_100M_stock_minus_step35_100M
0.054827299517460674,0.0008368840586624381,0.6741981170310827,1545.3566273637116,1.2204233137372642,0.04492482149457203,8.856105613256335e-06,16.35333038121462,layer7_ffn_output,1846560,6,0.05357406460082424,2292.140230484307,scale1p75_100M_stock_minus_step35_100M
0.05404663434856745,0.0008249679832629612,0.6790046255839928,1523.3528791740537,2.8211725433629167,0.01915750756745362,3.776551684788012e-06,6.973629279062152,layer6_ffn_output,1846560,6,0.05357406460082424,2243.508838932961,scale1p75_100M_stock_minus_step35_100M
0.052388429008198664,0.0007996571321439559,0.6609827933326999,1476.6148739317432,2.3027500829995105,0.022750375472773265,4.484819777246305e-06,8.281488807871938,layer5_ffn_output,1846560,6,0.05357406460082424,2233.968703612685,scale1p75_100M_stock_minus_step35_100M
0.0518200610441133,0.0010536378353895187,0.606250879208339,1460.5949129303663,1.2071408959044216,0.042927930964751504,1.127252951870392e-05,15.626431320008123,layer1_attention,1386240,14,0.040218845481460985,2409.2252284032247,scale1p75_100M_stock_minus_step35_100M
0.05137645972358355,0.0007842104300520407,0.6537185819267322,1448.0916117168963,1.7874638975308832,0.028742655890590305,5.666088093489863e-06,10.462771629914641,layer4_ffn_output,1846560,6,0.05357406460082424,2215.1605472937226,scale1p75_100M_stock_minus_step35_100M
0.049949187715092644,0.00101559807077019,0.6177143038262193,1407.8626696244683,0.6018315545245777,0.08299529551013732,2.179389729544105e-05,30.2115721868322,layer3_attention,1386240,14,0.040218845481460985,2279.148565775385,scale1p75_100M_stock_minus_step35_100M
0.049295226710543164,0.001002301327320272,0.5607118569491393,1389.4301919844538,0.5560655437689661,0.08865002923292856,2.327878490539632e-05,32.269982787256595,layer2_attention,1386240,14,0.040218845481460985,2477.975407091285,scale1p75_100M_stock_minus_step35_100M
0.04908427504000398,0.0007492225164017061,0.6332401878816124,1383.4843298867345,1.698730020874226,0.028894688642014756,5.696058565458273e-06,10.518113904632628,layer3_ffn_output,1846560,6,0.05357406460082424,2184.7702599465847,scale1p75_100M_stock_minus_step35_100M
0.04879760430627632,0.0009921833579024685,0.5786218508599513,1375.404258058718,0.45833311810187066,0.10646755030132996,2.7957522680077385e-05,38.755836240030476,layer4_attention,1386240,14,0.040218845481460985,2377.034769797552,scale1p75_100M_stock_minus_step35_100M
0.046488619404537225,0.0007096024212626476,0.6077619200265636,1310.3234470067546,1.7288812824967226,0.026889422585107636,5.3007570953168005e-06,9.788166021928191,layer2_ffn_output,1846560,6,0.05357406460082424,2155.981485232711,scale1p75_100M_stock_minus_step35_100M
0.04080514435368591,0.0008296756719945722,0.5117556371054225,1150.1296035457558,1.4037889242313295,0.029067863159006984,7.63298715175916e-06,10.581152109254617,layer0_attention,1386240,14,0.040218845481460985,2247.4195107084424,scale1p75_100M_stock_minus_step35_100M
0.03996939012829572,0.0006100928867046949,0.5491226199759415,1126.5731208734214,2.62388134732507,0.015232925897751716,3.0028923000995426e-06,5.545020805671811,layer1_ffn_output,1846560,6,0.05357406460082424,2051.587532348931,scale1p75_100M_stock_minus_step35_100M
0.033595718709552004,0.0005128051477052515,0.48846523724601904,946.9254735466093,3.2823582864188863,0.010235238136116322,2.0176897068189135e-06,3.725785105023533,layer0_ffn_output,1846560,6,0.05357406460082424,1938.5729041546583,scale1p75_100M_stock_minus_step35_100M
0.005348931552617743,0.0006134620557228724,0.2323126138168628,150.76443481445312,15.297515011929386,0.00034966016038856713,5.179106058979717e-07,0.12728171050548553,other,245760,1,0.0071302108332784025,648.9722290039062,scale1p75_100M_stock_minus_step35_100M
0.0023119722739451715,0.0002625250290778887,0.04669914062569773,65.16501281782985,0.03069406052589103,0.07532311575377844,0.0001104598266230273,27.41878000367433,mlm_head,248224,5,0.00720169862418497,1395.4220986664295,scale1p75_100M_stock_minus_step35_100M
0.22273121821423914,0.001042130735773855,0.6014496741836304,8452.76408309117,3.1135943653088725,0.07153507878093296,3.2104238067388867e-06,26.03987591341138,embeddings,8111040,4,0.23532480988425478,14053.983975574374,u256_100M_minus_step35_100M
0.0650064701818391,0.001779654979083807,0.9641803098664212,2467.0289182051365,0.7228838295261146,0.08992657952309431,2.3613996747770444e-05,32.7346668516293,layer5_attention,1386240,14,0.040218845481460985,2558.6800445519593,u256_100M_minus_step35_100M
0.06456394443015818,0.0017675401364358554,0.8273657065600534,2450.23483873284,0.5870078524074512,0.10998821253475048,2.888202027545896e-05,40.03741178665223,layer7_attention,1386240,14,0.040218845481460985,2961.489483193842,u256_100M_minus_step35_100M
0.05962704688309867,0.0016323847545750257,0.913195924263958,2262.8770421820836,0.6726117001769756,0.08865002923292856,2.327878490539632e-05,32.269982787256595,layer2_attention,1386240,14,0.040218845481460985,2477.975407091285,u256_100M_minus_step35_100M
0.057524960263213604,0.0015748368072848646,0.8469190383360921,2183.101775730571,0.5429902869195552,0.10594104839252128,2.781926751204767e-05,38.56418139590096,layer6_attention,1386240,14,0.040218845481460985,2577.6983122490947,u256_100M_minus_step35_100M
0.05141289537146099,0.0014075093599297905,0.8208318195005825,1951.145775109073,0.4828973262364876,0.10646755030132996,2.7957522680077385e-05,38.755836240030476,layer4_attention,1386240,14,0.040218845481460985,2377.034769797552,u256_100M_minus_step35_100M
0.0482656458157668,0.0009919558739760386,0.7991247718130109,1831.706038649194,1.0743647767548372,0.04492482149457203,8.856105613256335e-06,16.35333038121462,layer7_ffn_output,1846560,6,0.05357406460082424,2292.140230484307,u256_100M_minus_step35_100M
0.04702163392137894,0.0012872916295679202,0.7406925378060039,1784.4951485722338,1.0953622237230303,0.042927930964751504,1.127252951870392e-05,15.626431320008123,layer1_attention,1386240,14,0.040218845481460985,2409.2252284032247,u256_100M_minus_step35_100M
0.046396877404599746,0.0009535489331545306,0.7848354717618495,1760.78531800583,2.421863973757351,0.01915750756745362,3.776551684788012e-06,6.973629279062152,layer6_ffn_output,1846560,6,0.05357406460082424,2243.508838932961,u256_100M_minus_step35_100M
0.04611972591072824,0.0009478529138082554,0.7834788704476072,1750.2672765217721,2.0272072417408,0.022750375472773265,4.484819777246305e-06,8.281488807871938,layer5_ffn_output,1846560,6,0.05357406460082424,2233.968703612685,u256_100M_minus_step35_100M
0.044489780342005396,0.001217978131753943,0.7408073482862996,1688.410005362586,0.5360518336436463,0.08299529551013732,2.179389729544105e-05,30.2115721868322,layer3_attention,1386240,14,0.040218845481460985,2279.148565775385,u256_100M_minus_step35_100M
0.04383813099535719,0.0009009615599253068,0.7510424380427883,1663.6795780956745,1.5251941630664967,0.028742655890590305,5.666088093489863e-06,10.462771629914641,layer4_ffn_output,1846560,6,0.05357406460082424,2215.1605472937226,u256_100M_minus_step35_100M
0.04252087150278909,0.000873889234068708,0.7386080512197042,1613.6889040619135,1.4715808856635673,0.028894688642014756,5.696058565458273e-06,10.518113904632628,layer3_ffn_output,1846560,6,0.05357406460082424,2184.7702599465847,u256_100M_minus_step35_100M
0.042101919126184995,0.0011526066527271814,0.7109440131953224,1597.789446276528,1.4484008988166464,0.029067863159006984,7.63298715175916e-06,10.581152109254617,layer0_attention,1386240,14,0.040218845481460985,2247.4195107084424,u256_100M_minus_step35_100M
0.04097727251277092,0.0008421651773544018,0.72129957541249,1555.108529895544,1.523917904264172,0.026889422585107636,5.3007570953168005e-06,9.788166021928191,layer2_ffn_output,1846560,6,0.05357406460082424,2155.981485232711,u256_100M_minus_step35_100M
0.03604499103177749,0.0007407968955365209,0.6667645878388304,1367.925915421918,2.3662552600677658,0.015232925897751716,3.0028923000995426e-06,5.545020805671811,layer1_ffn_output,1846560,6,0.05357406460082424,2051.587532348931,u256_100M_minus_step35_100M
0.031816223643364554,0.0006538872400306946,0.6228509742209573,1207.4420219510794,3.1084986221372826,0.010235238136116322,2.0176897068189135e-06,3.725785105023533,layer0_ffn_output,1846560,6,0.05357406460082424,1938.5729041546583,u256_100M_minus_step35_100M
0.0065399913566001645,0.0010099122300744057,0.38244476199549676,248.19602966308594,18.703850473935788,0.00034966016038856713,5.179106058979717e-07,0.12728171050548553,other,245760,1,0.0071302108332784025,648.9722290039062,u256_100M_minus_step35_100M
0.003000401092666753,0.0004587258359179476,0.08160022834934053,113.86676189489663,0.03983373580130006,0.07532311575377844,0.0001104598266230273,27.41878000367433,mlm_head,248224,5,0.00720169862418497,1395.4220986664295,u256_100M_minus_step35_100M
0.2523877549450785,1.0131060727769368e-06,0.0005853973370099853,8.217343880536646,3.5281677080133473,0.07153507878093296,3.2104238067388867e-06,26.03987591341138,embeddings,8111040,4,0.23532480988425478,14037.207484591752,reference_100M_minus_step35_80M_normal_late_movement
0.05618762310692839,9.90696019868159e-07,0.0007985258031689688,1.8293796424477478,1.2507033136173322,0.04492482149457203,8.856105613256335e-06,16.35333038121462,layer7_ffn_output,1846560,6,0.05357406460082424,2290.946185067296,reference_100M_minus_step35_80M_normal_late_movement
0.054105584571870334,9.539856702246304e-07,0.0009083616675887039,1.7615917792099935,5.286206715694478,0.010235238136116322,2.0176897068189135e-06,3.725785105023533,layer0_ffn_output,1846560,6,0.05357406460082424,1939.3066022768617,reference_100M_minus_step35_80M_normal_late_movement
0.0539650791349742,9.515082887408483e-07,0.0007937673298001205,1.7570171456573007,1.8775258396577452,0.028742655890590305,5.666088093489863e-06,10.462771629914641,layer4_ffn_output,1846560,6,0.05357406460082424,2213.516580607742,reference_100M_minus_step35_80M_normal_late_movement
0.05371498819590076,9.470987037780952e-07,0.0008525798973323816,1.7488745824484795,3.52624233561254,0.015232925897751716,3.0028923000995426e-06,5.545020805671811,layer1_ffn_output,1846560,6,0.05357406460082424,2051.2735380232334,reference_100M_minus_step35_80M_normal_late_movement
0.05365346086701458,9.460138584603878e-07,0.0007823716276880402,1.7468713504786137,2.358354961271953,0.022750375472773265,4.484819777246305e-06,8.281488807871938,layer5_ffn_output,1846560,6,0.05357406460082424,2232.789749342948,reference_100M_minus_step35_80M_normal_late_movement
0.053636020618208595,9.457063532818057e-07,0.0008105133659290364,1.7463035237160511,1.99468844853196,0.026889422585107636,5.3007570953168005e-06,9.788166021928191,layer2_ffn_output,1846560,6,0.05357406460082424,2154.5647451654077,reference_100M_minus_step35_80M_normal_late_movement
0.053298557891043055,9.397562354058365e-07,0.0007947283851879366,1.7353162740510015,1.8445797617470598,0.028894688642014756,5.696058565458273e-06,10.518113904632628,layer3_ffn_output,1846560,6,0.05357406460082424,2183.5337788276374,reference_100M_minus_step35_80M_normal_late_movement
0.052749586606793505,9.300768142761523e-07,0.0007656110165200464,1.7174426421697717,2.7534681336317948,0.01915750756745362,3.776551684788012e-06,6.973629279062152,layer6_ffn_output,1846560,6,0.05357406460082424,2243.2313604578376,reference_100M_minus_step35_80M_normal_late_movement
0.04103479637721585,9.637780648114237e-07,0.0005543278124573372,1.336027704564188,0.9558997010806292,0.042927930964751504,1.127252951870392e-05,15.626431320008123,layer1_attention,1386240,14,0.040218845481460985,2410.1762071824837,reference_100M_minus_step35_80M_normal_late_movement
0.03931482023226833,9.233812448720481e-07,0.0005708921703241227,1.280028016891428,1.3525184158604455,0.029067863159006984,7.63298715175916e-06,10.581152109254617,layer0_attention,1386240,14,0.040218845481460985,2242.15374361273,reference_100M_minus_step35_80M_normal_late_movement
0.03812589352736921,8.954571029239106e-07,0.0005010790378106618,1.2413184543572418,0.43007197918901036,0.08865002923292856,2.327878490539632e-05,32.269982787256595,layer2_attention,1386240,14,0.040218845481460985,2477.2907279874826,reference_100M_minus_step35_80M_normal_late_movement
