delta2_mean,delta2_rel_to_ref2,delta2_sum,grad2_mean,grad2_sum,group,n_params,route,tensor
0.0005429088407092624,0.7386355363238991,500.34478759765625,3.416753218819698e-06,3.1488797664642334,layer2_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.output.dense.weight
0.0020742588573031957,0.7657419293133161,477.90924072265625,1.3388641188309217e-09,0.00030847429297864437,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.pos_key_proj.weight
0.00202705634964837,0.7126099361267355,467.0337829589844,1.2227858153184773e-09,0.00028172985184937716,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.pos_key_proj.weight
0.001962151659859551,0.6509975627827344,452.0797424316406,3.1361658633007514e-09,0.0007225726149044931,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.pos_key_proj.weight
0.0019555762079026965,0.7464357242260335,450.56475830078125,4.770052126130193e-09,0.0010990200098603964,layer7_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.pos_query_proj.weight
0.000476410190264384,0.6797195609347301,439.05963134765625,3.1212691424621477e-06,2.8765616416931152,layer1_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.output.dense.weight
0.001772806379530165,0.5834822892497932,408.45458984375,1.749372384236065e-09,0.00040305539732798934,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.pos_key_proj.weight
0.00042044811778598363,0.5931094506284609,387.4849853515625,2.5259185996320514e-06,2.3278865814208984,layer0_ffn_output,921600,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.output.dense.weight
0.0016628881295522055,0.856603780021834,383.1294250488281,2.0146570831356154e-09,0.00046417699195444584,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.pos_query_proj.weight
0.001646299229727851,0.7694936456987168,379.3073425292969,2.990585067487296e-09,0.000689030799549073,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.pos_query_proj.weight
0.0016329595777723523,0.8091648225688691,376.23388671875,8.035277056074442e-09,0.0018513278337195516,layer1_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.pos_query_proj.weight
0.0015165975358751086,0.6996553702064827,349.424072265625,6.932700671313796e-09,0.0015972942346706986,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.pos_query_proj.weight
0.001031853159268697,0.7152127681257003,237.7389678955078,2.7382738060421413e-05,6.308982849121094,layer7_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.output.dense.weight
0.0010259564055336847,0.6893604737522854,236.38035583496094,2.184838447444943e-09,0.0005033867782913148,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.pos_query_proj.weight
0.0009999814960691665,0.8437311372980626,230.39573669433594,1.647650238333477e-06,0.3796186149120331,layer7_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.query_proj.weight
0.0009777164459228516,1.1562447256161243,225.265869140625,6.283861067559983e-05,14.478015899658203,layer6_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.output.dense.weight
0.0009633264276716444,1.1122755231653112,221.95040893554688,3.6714420679749714e-07,0.08459002524614334,layer6_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.query_proj.weight
0.0009297762976752387,0.8387467029109973,214.220458984375,2.908134419057104e-06,0.6700341701507568,layer7_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.key_proj.weight
0.0008791722191704644,1.0657721978739239,202.561279296875,2.8302689315751194e-07,0.06520939618349075,layer6_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.key_proj.weight
0.000810467799504598,0.8123723869487273,186.73178100585938,3.3838006978233656e-06,0.7796276807785034,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.query_proj.weight
0.0007981769243876139,0.8843915531250172,183.89996337890625,1.92792348874112e-06,0.444193571805954,layer1_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.query_proj.weight
0.0007959300279617309,0.6706988300689655,183.3822784423828,0.00014040175411436293,32.34856414794922,layer7_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.value_proj.weight
0.0007889013157950508,1.0167918165064629,181.7628631591797,0.00010127541919549306,23.3338565826416,layer6_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.value_proj.weight
0.0007235423723856608,0.8603415024817715,166.70416259765625,1.2282623598972956e-06,0.2829916477203369,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.query_proj.weight
0.000720032983356052,0.8389818965958297,165.89559936523438,7.549730233020253e-07,0.17394578456878662,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.query_proj.weight
0.0006894881195492215,0.7780334789320318,158.85806274414062,3.7417089980509545e-06,0.8620897531509399,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.key_proj.weight
0.0006848556465572782,0.8183579492900108,157.79074096679688,1.6968128167920643e-07,0.03909456729888916,layer5_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.query_proj.weight
0.0006790969769159953,0.8105989028241417,156.4639434814453,5.154242946041955e-05,11.875375747680664,layer5_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.output.dense.weight
0.0006691632668177287,0.8271045801530467,154.1752166748047,1.5622920020379954e-07,0.035995207726955414,layer5_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.key_proj.weight
0.0006563709841834175,0.7985046794631587,151.22787475585938,1.726622512150142e-06,0.3978138267993927,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.query_proj.weight
0.0006134620557228724,0.2323126138168628,150.76443481445312,5.179106058979717e-07,0.12728171050548553,other,245760,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.rel_embeddings.weight
0.0006388528479470147,0.7988466920053345,147.1916961669922,4.880413309567504e-06,1.124447226524353,layer1_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.key_proj.weight
0.0006107747554779053,0.82118957038963,140.72250366210938,2.648044170604812e-05,6.101093769073486,layer1_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.output.dense.weight
0.0006000981065962049,0.8126253363190293,138.26260375976562,1.3133253540015882e-06,0.30259016156196594,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.key_proj.weight
0.0005891387992435031,0.7331562028472085,135.73757934570312,7.26705210076438e-05,16.743288040161133,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.output.dense.weight
0.0005801567104127672,0.7782533829752983,133.66810607910156,5.0008619825045266e-05,11.52198600769043,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.output.dense.weight
0.0005794698662228055,0.7748314484953324,133.50985717773438,2.4189049791958596e-06,0.5573157072067261,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.key_proj.weight
0.0005730957455105252,0.7585781524874757,132.041259765625,6.438143137428496e-05,14.833481788635254,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.output.dense.weight
0.0005400312278005812,0.7218402618957557,124.4231948852539,1.3405301918586096e-06,0.30885815620422363,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.key_proj.weight
0.0005352725585301717,0.6860427413036633,123.32679748535156,8.746954301993052e-05,20.152982711791992,layer5_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.value_proj.weight
0.0005205845170550876,0.681438637594843,119.94267272949219,2.06839210457272e-05,4.765575408935547,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.output.dense.weight
0.00046877914004855685,0.6525346634909853,108.0067138671875,6.666201684210035e-05,15.358928680419922,layer2_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.value_proj.weight
0.0004634621739387512,0.6201081504979974,106.78168487548828,8.89670021004147e-05,20.497997283935547,layer4_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.value_proj.weight
0.00046295927630530463,0.6873361229447985,106.66581726074219,3.3077808717886605e-05,7.621127128601074,layer1_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.value_proj.weight
0.0004618143373065525,0.644466859623279,106.40202331542969,7.634143862459394e-05,17.589067459106445,layer3_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.value_proj.weight
0.00039938247866100736,0.5534772622226268,92.0177230834961,2.1782366351948844e-05,5.018657207489014,layer0_attention,230400,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.value_proj.weight
0.0002734038730462392,0.27590230506254826,62.992252349853516,0.00011789736648400624,27.16355323791504,mlm_head,230400,scale1p75_100M_stock_minus_step35_100M,cls.predictions.transform.dense.weight
7.899043460687001e-05,0.29329544542878405,19.412689208984375,1.5151427942328154e-05,3.7236149311065674,embeddings,245760,scale1p75_100M_stock_minus_step35_100M,deberta.embeddings.position_embeddings.weight
0.004977110028266907,0.3958605069228851,2.3890128135681152,3.6991104934713805e-08,1.7755730368662626e-05,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.key_proj.bias
0.004550424218177795,0.30594203634216616,2.184203624725342,7.046542426299614e-07,0.0003382340364623815,layer1_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.key_proj.bias
0.004356831312179565,0.3222184393469833,2.0912790298461914,2.495819596030439e-07,0.00011979934060946107,layer0_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.key_proj.bias
0.0034939621885617576,0.2471961865381812,1.6771018505096436,3.549064179727187e-07,0.00017035508062690496,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.key_proj.bias
0.0031565393010775248,0.4295655346781932,1.515138864517212,1.424858813455406e-07,6.839322304585949e-05,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.key_proj.bias
0.003052576382954915,0.28313651776500076,1.4652366638183594,2.919145269212701e-08,1.4011897292220965e-05,layer5_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.key_proj.bias
0.0027008441587289176,0.20768561094550636,1.2964051961898804,9.678008912790877e-08,4.645444278139621e-05,layer4_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.key_proj.bias
0.0024701997637748717,0.0011554491283385392,1.1856958866119385,0.00014077974483370781,0.06757427752017975,mlm_head,480,scale1p75_100M_stock_minus_step35_100M,cls.predictions.transform.LayerNorm.weight
0.0024576236804326377,0.327736235074815,1.179659366607666,1.2054015314788557e-07,5.7859273510985076e-05,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.key_proj.bias
5.275078001432121e-05,0.006281633735272202,0.8642687797546387,7.56117344735685e-07,0.012388226576149464,mlm_head,16384,scale1p75_100M_stock_minus_step35_100M,cls.predictions.bias
0.0009901343534390132,0.3254665858580185,0.4752644896507263,2.053104011186709e-06,0.0009854899253696203,layer0_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.query_proj.bias
0.0008759427194794019,0.21091571453405566,0.4204525053501129,5.694249315032115e-07,0.0002733239671215415,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.pos_query_proj.bias
0.0007522465661168098,0.0008115918574286542,0.3610783517360687,0.0004738829409082731,0.22746381163597107,layer5_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.output.LayerNorm.weight
0.000750666173795859,0.12553945209534978,0.36031976342201233,2.460813751289e-07,0.000118119060061872,layer5_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.pos_query_proj.bias
0.0006226884201169014,0.430360660042894,0.29889044165611267,3.2597330573480575e-06,0.0015646718675270677,layer0_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.self.pos_query_proj.bias
0.000572335347533226,0.4767278003479897,0.2747209668159485,2.21565060201101e-06,0.0010635122889652848,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.query_proj.bias
0.00013926344302793344,0.1752031537266376,0.2673858106136322,8.053177831849704e-06,0.015462101437151432,layer3_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.intermediate.dense.bias
0.0005512645468115807,0.21153597823957207,0.2646069824695587,7.195493283992012e-06,0.003453836776316166,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.pos_query_proj.bias
0.0005317064623037974,0.6226236103586175,0.25521910190582275,2.699321764036237e-07,0.00012956744467373937,layer5_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.self.query_proj.bias
0.00013205621701975663,0.15829358220538717,0.25354793667793274,7.353834613847236e-06,0.014119362458586693,layer4_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.intermediate.dense.bias
0.0001284468996648987,0.1594922635407311,0.24661804735660553,5.981614231131971e-06,0.011484699323773384,layer5_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.intermediate.dense.bias
0.00012720390999068816,0.16500774313537706,0.24423150718212128,9.486831064956883e-06,0.018214715644717216,layer2_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.intermediate.dense.bias
0.0005062990201016267,0.608363407639886,0.24302352964878082,5.398701735733387e-07,0.0002591376833152026,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.self.query_proj.bias
0.0005057006453474363,0.628670696393777,0.2427363097667694,3.4284343807181965e-06,0.0016456485027447343,layer1_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.query_proj.bias
0.00012077174615114928,0.16939033581722374,0.2318817526102066,4.574740887619555e-06,0.008783502504229546,layer6_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.intermediate.dense.bias
0.00011990342754870653,0.20509794293498088,0.23021458089351654,1.7988887460281452e-05,0.03453866392374039,layer7_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.intermediate.dense.bias
0.0004667575160662333,0.2759796956580732,0.224043607711792,4.689416770512859e-06,0.0022509200498461723,layer1_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.self.pos_query_proj.bias
0.00045996687064568204,0.14188727872430776,0.22078409790992737,3.291723987786099e-06,0.0015800275141373277,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.pos_query_proj.bias
0.00043003220732013383,0.00046042348759041255,0.20641545951366425,5.789862480014563e-05,0.0277913399040699,embeddings,480,scale1p75_100M_stock_minus_step35_100M,deberta.embeddings.LayerNorm.weight
0.00041953390464186666,0.38906143551835115,0.201376274228096,2.481031212179611e-06,0.0011908949818462133,layer4_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.query_proj.bias
0.00041031794001658757,0.1317875451640199,0.19695261120796204,2.275729881754766e-06,0.0010923503432422876,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.self.pos_query_proj.bias
0.0003943799063563347,0.5613053137227871,0.18930235505104065,7.102937282373508e-06,0.0034094098955392838,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.self.query_proj.bias
9.854528276870648e-05,0.13286888507303432,0.18920694291591644,3.6361753397310776e-06,0.0069814566522836685,layer1_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.intermediate.dense.bias
0.0003860534479220708,0.08638548354272975,0.185305655002594,2.6312246821665515e-06,0.0012629878474399447,layer4_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.self.pos_query_proj.bias
0.00036127616961797077,0.9819384389150542,0.17341256141662598,2.9863692664851746e-06,0.0014334572479128838,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.self.query_proj.bias
0.0003529909377296766,0.000382237265864444,0.16943565011024475,0.00010320328486462434,0.049537576735019684,layer0_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.output.LayerNorm.weight
0.0002719413489103317,0.0002815741477599074,0.13053184747695923,0.00013452468750377495,0.06457185000181198,layer1_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.output.LayerNorm.weight
6.479983761285742e-05,0.07567928206251216,0.12441568821668625,1.794040872482583e-06,0.0034445584751665592,layer0_ffn_output,1920,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.intermediate.dense.bias
0.00024045157867173353,0.00025803166579787103,0.1154167577624321,0.00018812590278685092,0.09030043333768845,layer2_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.output.LayerNorm.weight
0.000237440038472414,0.00023596726836842157,0.11397121846675873,7.542648818343878e-05,0.03620471432805061,layer0_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.0.attention.output.LayerNorm.weight
0.0002328112411002318,0.00023982944340998004,0.11174939572811127,0.00038734500606854756,0.18592560291290283,layer6_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.output.LayerNorm.weight
0.00023119854740798472,0.00022296718563660764,0.11097530275583267,0.00037755155935883524,0.1812247484922409,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.output.LayerNorm.weight
0.00022724421384433905,0.035360120637111726,0.10907722264528275,0.000201662490144372,0.09679799526929855,mlm_head,480,scale1p75_100M_stock_minus_step35_100M,cls.predictions.transform.LayerNorm.bias
0.00021404847502708434,0.0002314516729880008,0.10274326801300049,0.0002560230748107036,0.12289107590913773,layer3_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.output.LayerNorm.weight
0.00020292438566684722,0.00021924724178524693,0.09740370512008667,0.0003727679761747519,0.17892862856388092,layer4_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.output.LayerNorm.weight
0.0001989325974136591,0.00019218084593426274,0.09548764675855637,0.00010609275195747614,0.05092452093958855,layer1_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.output.LayerNorm.weight
0.00019571119919419288,0.00019122181511507986,0.09394137561321259,0.00015890772143999736,0.07627570629119873,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.output.LayerNorm.weight
0.0001741547913601001,0.00018376090855715127,0.08359429985284805,0.00015603434294462205,0.07489648461341858,layer7_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.output.LayerNorm.weight
0.00015807665574053923,0.00015150660526287287,0.07587679475545883,0.000197798324127992,0.09494319558143616,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.output.LayerNorm.weight
0.00015531630876163642,0.0001486345015498641,0.07455182820558548,0.0001674222449461619,0.08036267757415771,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.output.LayerNorm.weight
0.00015275481467445692,0.0001465634414703312,0.07332231104373932,0.0002446295072635015,0.11742216348648071,layer4_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.output.LayerNorm.weight
0.0001423378319789966,0.00013663501177398592,0.06832215934991837,0.0004035146906971931,0.1936870515346527,layer5_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.output.LayerNorm.weight
9.663957171142101e-05,0.1082622094741112,0.046386994421482086,0.00040350633983810745,0.19368304312229156,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.output.LayerNorm.bias
8.653180363277594e-05,0.261575512777285,0.04153526574373245,0.0002500930180152257,0.12004464864730835,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.output.dense.bias
6.936639547348023e-05,0.09215687746343397,0.03329586982727051,0.00033513903617858886,0.16086673736572266,layer2_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.2.attention.output.LayerNorm.bias
6.298991308237115e-05,0.2362247854234647,0.030235158279538155,0.0003959453664720058,0.1900537759065628,layer1_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.output.LayerNorm.bias
6.270049295077721e-05,0.2138559511054315,0.030096236616373062,0.00030837003141641616,0.14801761507987976,layer6_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.6.attention.output.dense.bias
6.046633546551068e-05,0.0865586681456358,0.02902384102344513,0.0002699160948395729,0.129559725522995,layer1_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.1.attention.output.LayerNorm.bias
5.38685591891408e-05,0.07325717458790121,0.025856908410787582,0.0003952443910141786,0.18971730768680573,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.output.LayerNorm.bias
5.157293441394965e-05,0.19123434684237456,0.02475500851869583,0.00010865340785433848,0.052153635770082474,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.output.dense.bias
4.91089381588002e-05,0.03829355397457995,0.023572290316224098,0.00017170064772168794,0.08241631090641022,layer7_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.7.attention.output.LayerNorm.bias
4.757083176324765e-05,0.061649309719796375,0.02283399924635887,0.00042504894857605297,0.20402349531650543,layer5_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.attention.output.LayerNorm.bias
4.6474738822629055e-05,0.47050929543167375,0.022307874634861946,0.0005456420282522837,0.2619081735610962,layer5_ffn_output,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.5.output.LayerNorm.bias
4.623293643817306e-05,0.06415889272739257,0.022191809490323067,0.00041916311408082645,0.2011982947587967,layer4_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.4.attention.output.LayerNorm.bias
4.521576532473167e-05,0.14966532141013028,0.0217035673558712,0.0003159300113717715,0.15164640545845032,layer3_attention,480,scale1p75_100M_stock_minus_step35_100M,deberta.encoder.layer.3.attention.output.dense.bias
