checkpoint,checkpoint_elapsed_sec,example_id,full_nll,full_nll_delta_reinvest80_minus_clean80,ig_r16,ig_r16_delta_reinvest80_minus_clean80,ig_r4,ig_r4_delta_reinvest80_minus_clean80,ig_r8,ig_r8_delta_reinvest80_minus_clean80,item_id,local_r16_nll,local_r4_nll,local_r8_nll,log_sample_freq,position,position_frac,row_index,row_words,sample_freq,seq_len,source,target_context_count,target_id,target_token
clean80,7.06138014793396,950212,2.4053564071655273,-0.6404933929443359,-1.9441322088241577,1.2310069799423218,-0.8310433626174927,1.0499893426895142,-2.1252426505088806,0.7608804106712341,row212:tok60:id231,0.46122419834136963,1.5743130445480347,0.28011375665664673,7.70210434005105,60,0.2727272727272727,212,157,2212,221,cleanqwen_fineweb_compact_view_reinvest,2,231,Ġin
clean80,7.06138014793396,950212,0.3617994487285614,-0.3011927790939808,8.478654652833939,1.0020947642624378,6.230358392000198,2.7291755862534046,8.406280308961868,1.6303858943283558,row212:tok186:id1279,8.8404541015625,6.59215784072876,8.76807975769043,3.6888794541139363,186,0.8454545454545455,212,157,39,221,cleanqwen_fineweb_compact_view_reinvest,1,1279,Ġheart
clean80,7.06138014793396,950212,0.025342388078570366,0.01670699380338192,1.3410436678677797,0.6345034334808588,1.728698330000043,0.6307358238846064,1.0500212479382753,0.6076135132461786,row212:tok194:id223,1.36638605594635,1.7540407180786133,1.0753636360168457,8.110427237575024,194,0.8818181818181818,212,157,3328,221,cleanqwen_fineweb_compact_view_reinvest,3,223,Ġand
clean80,7.06138014793396,950212,0.6066585183143616,-0.4637701213359833,0.5272358059883118,-0.5161455422639847,-0.1046304702758789,0.023157820105552673,-0.1754019558429718,0.10299597680568695,row212:tok203:id192,1.1338943243026733,0.5020280480384827,0.43125656247138977,8.011355109161286,203,0.9227272727272727,212,157,3014,221,cleanqwen_fineweb_compact_view_reinvest,1,192,Ġa
clean80,7.06138014793396,950271,0.4371572732925415,-0.11744478344917297,-0.3292538896203041,0.6225158646702766,-0.3457108363509178,0.42506613582372665,-0.3252580910921097,0.8213305324316025,row271:tok9:id259,0.1079033836722374,0.09144643694162369,0.11189918220043182,6.539585955617669,9,0.046632124352331605,271,117,691,194,cleanqwen_fineweb_compact_view_reinvest,0,259,Ġbe
clean80,7.06138014793396,950271,4.638629913330078,0.2890901565551758,-0.7503180503845215,2.1181893348693848,0.5701456069946289,0.6423130035400391,0.1582942008972168,1.8512945175170898,row271:tok84:id271,3.8883118629455566,5.208775520324707,4.796924114227295,3.970291913552122,84,0.43523316062176165,271,117,52,194,cleanqwen_fineweb_compact_view_reinvest,0,271,ent
clean80,7.06138014793396,950271,5.008003234863281,-1.8888845443725586,1.8625431060791016,-0.4103531837463379,-1.7284245491027832,4.277707099914551,1.5724544525146484,-0.28717613220214844,row271:tok89:id948,6.870546340942383,3.279578685760498,6.58045768737793,4.406719247264253,89,0.46113989637305697,271,117,81,194,cleanqwen_fineweb_compact_view_reinvest,0,948,Ġbeing
clean80,7.06138014793396,950271,3.3061466217041016,1.1574411392211914,-0.2525920867919922,0.7874851226806641,2.0834403038024902,-1.3043808937072754,1.0435285568237305,-0.0986471176147461,row271:tok184:id214,3.0535545349121094,5.389586925506592,4.349675178527832,5.493061443340548,184,0.9533678756476683,271,117,242,194,cleanqwen_fineweb_compact_view_reinvest,0,214,ed
clean80,7.06138014793396,950295,0.006555006839334965,-0.00031116511672735214,6.985915734432638,1.3894923022016883,8.784329964779317,-2.595758647657931,10.638694359920919,-1.6372496793046594,row295:tok17:id1939,6.992470741271973,8.790884971618652,10.645249366760254,2.833213344056216,17,0.08717948717948718,295,140,16,196,cleanqwen_fineweb_compact_view_reinvest,1,1939,ĠLe
clean80,7.06138014793396,950295,0.0577612966299057,-0.03398209251463413,7.804530039429665,-2.1529437955468893,4.720497980713844,0.24428587593138218,7.188270464539528,-0.5549408849328756,row295:tok39:id12680,7.86229133605957,4.77825927734375,7.246031761169434,1.9459101490553132,39,0.2,295,140,6,196,cleanqwen_fineweb_compact_view_reinvest,1,12680,icester
